time_period,time_identifier,geographic_level,country_code,country_name,cla_group,population_group,characteristic,placement_stability,number,percentage
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,With 2 placements during the year,270,21
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,With 3 or more placements during the year,110,8
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,Total children,200,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 1 placement during the year,120,63
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 2 placements during the year,60,30
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 3 or more placements during the year,20,8
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,Total children,30,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 1 placement during the year,20,57
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 2 placements during the year,10,36
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 3 or more placements during the year,c,c
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,Total children,170,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 1 placement during the year,110,63
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 2 placements during the year,50,29
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 3 or more placements during the year,10,8
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,Total children,58350,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 1 placement during the year,42080,72
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 2 placements during the year,11130,19
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 3 or more placements during the year,5150,9
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,Total children,50810,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 1 placement during the year,37490,74
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 2 placements during the year,9030,18
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 3 or more placements during the year,4290,8
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,Total children,40,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 1 placement during the year,10,30
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 2 placements during the year,10,35
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 3 or more placements during the year,10,35
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,Total children,2170,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 1 placement during the year,1200,55
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 2 placements during the year,860,39
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 3 or more placements during the year,120,5
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,Total children,58350,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 1 placement during the year,42080,72
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 2 placements during the year,11130,19
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 3 or more placements during the year,5150,9
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,Total children,5310,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 1 placement during the year,3370,64
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 2 placements during the year,1210,23
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 3 or more placements during the year,720,14
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,Total children,30,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 1 placement during the year,10,35
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 2 placements during the year,10,42
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 3 or more placements during the year,10,23
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,Total children,46180,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 1 placement during the year,34480,75
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 2 placements during the year,8390,18
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 3 or more placements during the year,3310,7
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,Total children,270,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,With 1 placement during the year,120,43
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,With 2 placements during the year,90,33
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,With 3 or more placements during the year,70,24
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,Total children,520,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 1 placement during the year,190,37
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 2 placements during the year,180,35
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 3 or more placements during the year,150,28
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,Total children,370,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 1 placement during the year,330,90
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 2 placements during the year,20,6
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 3 or more placements during the year,10,3
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,Total children,390,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,With 1 placement during the year,200,52
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,With 2 placements during the year,120,30
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,With 3 or more placements during the year,70,18
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Total children,3350,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 1 placement during the year,2500,75
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 2 placements during the year,550,16
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 3 or more placements during the year,310,9
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,Total children,70,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 1 placement during the year,60,83
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 2 placements during the year,10,14
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 3 or more placements during the year,c,c
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Total children,7210,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",With 1 placement during the year,4200,58
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",With 2 placements during the year,1770,25
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",With 3 or more placements during the year,1240,17
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,Total children,58350,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 1 placement during the year,42080,72
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 2 placements during the year,11130,19
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 3 or more placements during the year,5150,9
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,Total children,26140,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 1 placement during the year,18450,71
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 2 placements during the year,5200,20
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 3 or more placements during the year,2490,10
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,Total children,32210,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 1 placement during the year,23630,73
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 2 placements during the year,5930,18
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 3 or more placements during the year,2660,8
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,Total children,58350,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 1 placement during the year,42080,72
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 2 placements during the year,11130,19
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 3 or more placements during the year,5150,9
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Total children,56800,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 1 placement during the year,41010,72
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 2 placements during the year,10770,19
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 3 or more placements during the year,5020,9
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,Total children,58350,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 1 placement during the year,42080,72
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 2 placements during the year,11130,19
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 3 or more placements during the year,5150,9
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Total children,1550,100
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 1 placement during the year,1070,69
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 2 placements during the year,350,23
2022,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 3 or more placements during the year,130,8
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,1 to 4 years,Total children,4080,100
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,1 to 4 years,With 1 placement during the year,2510,61
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,1 to 4 years,With 2 placements during the year,1110,27
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,1 to 4 years,With 3 or more placements during the year,470,12
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,10 to 15 years,Total children,5810,100
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,10 to 15 years,With 1 placement during the year,3410,59
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,10 to 15 years,With 2 placements during the year,1440,25
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,10 to 15 years,With 3 or more placements during the year,970,17
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,16 years and over,Total children,6220,100
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,16 years and over,With 1 placement during the year,4190,67
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,16 years and over,With 2 placements during the year,1410,23
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,16 years and over,With 3 or more placements during the year,630,10
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,5 to 9 years,Total children,3740,100
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,5 to 9 years,With 1 placement during the year,2370,63
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,5 to 9 years,With 2 placements during the year,980,26
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,5 to 9 years,With 3 or more placements during the year,400,11
2022,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,Total children,Total children,23820,100
