time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,stay_put,number,percentage
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,450,100
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 20,Total living with former foster carers in the current year,240,27
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,890,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 18,Total living with former foster carers in the current year,9,75
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,12,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 20,Total living with former foster carers in the current year,6,30
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,20,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 18,Total living with former foster carers in the current year,11,58
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,19,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 20,Total living with former foster carers in the current year,9,35
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,26,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 18,Total living with former foster carers in the current year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,8,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 20,Total living with former foster carers in the current year,11,44
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,25,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 18,Total living with former foster carers in the current year,16,89
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,18,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 20,Total living with former foster carers in the current year,8,36
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,22,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 18,Total living with former foster carers in the current year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,7,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 20,Total living with former foster carers in the current year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,12,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 18,Total living with former foster carers in the current year,13,46
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,28,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 20,Total living with former foster carers in the current year,10,17
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,58,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 18,Total living with former foster carers in the current year,9,69
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,13,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 20,Total living with former foster carers in the current year,11,37
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,30,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 18,Total living with former foster carers in the current year,24,57
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,42,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 20,Total living with former foster carers in the current year,16,36
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,44,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 18,Total living with former foster carers in the current year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,10,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 19 to 20,Total living with former foster carers in the current year,12,40
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,30,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 18,Total living with former foster carers in the current year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,9,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 19 to 20,Total living with former foster carers in the current year,12,46
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,26,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Aged 18,Total living with former foster carers in the current year,12,80
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,15,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Aged 19 to 20,Total living with former foster carers in the current year,10,33
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,30,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Aged 18,Total living with former foster carers in the current year,16,76
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,21,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Aged 19 to 20,Total living with former foster carers in the current year,9,24
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,38,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Aged 18,Total living with former foster carers in the current year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,8,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Aged 19 to 20,Total living with former foster carers in the current year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,9,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Aged 18,Total living with former foster carers in the current year,12,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,12,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Aged 19 to 20,Total living with former foster carers in the current year,10,50
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,20,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Aged 18,Total living with former foster carers in the current year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,8,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Aged 19 to 20,Total living with former foster carers in the current year,6,25
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,24,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Aged 18,Total living with former foster carers in the current year,9,47
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,19,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Aged 19 to 20,Total living with former foster carers in the current year,10,34
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,29,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Aged 18,Total living with former foster carers in the current year,22,85
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,26,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Aged 19 to 20,Total living with former foster carers in the current year,11,38
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,29,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Aged 18,Total living with former foster carers in the current year,12,75
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,16,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Aged 19 to 20,Total living with former foster carers in the current year,11,32
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,34,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Aged 18,Total living with former foster carers in the current year,13,72
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,18,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Aged 19 to 20,Total living with former foster carers in the current year,12,40
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,30,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Aged 18,Total living with former foster carers in the current year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,6,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Aged 19 to 20,Total living with former foster carers in the current year,10,53
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,19,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Aged 18,Total living with former foster carers in the current year,25,46
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,54,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Aged 19 to 20,Total living with former foster carers in the current year,26,25
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,103,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Aged 18,Total living with former foster carers in the current year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Aged 19 to 20,Total living with former foster carers in the current year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,22,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Aged 18,Total living with former foster carers in the current year,13,68
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,19,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Aged 19 to 20,Total living with former foster carers in the current year,19,48
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,40,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Aged 18,Total living with former foster carers in the current year,13,81
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,16,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Aged 19 to 20,Total living with former foster carers in the current year,18,51
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,35,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Aged 18,Total living with former foster carers in the current year,8,67
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,12,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Aged 19 to 20,Total living with former foster carers in the current year,15,44
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,34,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Aged 18,Total living with former foster carers in the current year,7,64
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,11,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Aged 19 to 20,Total living with former foster carers in the current year,12,34
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,35,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Aged 18,Total living with former foster carers in the current year,13,68
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,19,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Aged 19 to 20,Total living with former foster carers in the current year,12,35
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,34,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Aged 18,Total living with former foster carers in the current year,13,50
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,26,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Aged 19 to 20,Total living with former foster carers in the current year,8,30
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,27,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Aged 18,Total living with former foster carers in the current year,8,57
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,14,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Aged 19 to 20,Total living with former foster carers in the current year,10,59
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,17,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Aged 18,Total living with former foster carers in the current year,20,45
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,44,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Aged 19 to 20,Total living with former foster carers in the current year,23,32
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,72,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Aged 18,Total living with former foster carers in the current year,12,92
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,13,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Aged 19 to 20,Total living with former foster carers in the current year,10,32
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,31,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 18,Total living with former foster carers in the current year,8,53
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,15,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 20,Total living with former foster carers in the current year,11,41
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,27,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 18,Total living with former foster carers in the current year,16,52
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,31,100
