time_period,time_identifier,geographic_level,country_code,country_name,population_group,characteristic,placement_stability,number,percentage
2022,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Total children,340,100
2022,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",80,68
2022,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",40,32
2022,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Total children,120,100
2022,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",30,89
2022,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2022,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Total children,30,100
2022,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",150,69
2022,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",70,31
2022,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Total children,220,100
2022,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British","Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",1050,69
2022,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British","Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",470,31
2022,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,1520,100
2022,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",300,69
2022,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",140,31
2022,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Total children,430,100
2022,Reporting year,National,E92000001,England,Ethnicity,4b. African,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",470,70
2022,Reporting year,National,E92000001,England,Ethnicity,4b. African,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",200,30
2022,Reporting year,National,E92000001,England,Ethnicity,4b. African,Total children,670,100
2022,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",280,68
2022,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",130,32
2022,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Total children,410,100
2022,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",210,69
2022,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",90,31
2022,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Total children,300,100
2022,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",30,65
2022,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,35
2022,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Total children,40,100
2022,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,58
2022,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2022,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Total children,10,100
2022,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,68
2022,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,32
2022,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Total children,30,100
2022,Reporting year,National,E92000001,England,Ethnicity,Total children,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20980,71
2022,Reporting year,National,E92000001,England,Ethnicity,Total children,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",8570,29
2022,Reporting year,National,E92000001,England,Ethnicity,Total children,Total children,29550,100
2022,Reporting year,National,E92000001,England,Gender,Female,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",9290,70
2022,Reporting year,National,E92000001,England,Gender,Female,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",3900,30
2022,Reporting year,National,E92000001,England,Gender,Female,Total children,13190,100
2022,Reporting year,National,E92000001,England,Gender,Male,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",11690,71
2022,Reporting year,National,E92000001,England,Gender,Male,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",4670,29
2022,Reporting year,National,E92000001,England,Gender,Male,Total children,16360,100
2022,Reporting year,National,E92000001,England,Gender,Total children,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20980,71
2022,Reporting year,National,E92000001,England,Gender,Total children,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",8570,29
2022,Reporting year,National,E92000001,England,Gender,Total children,Total children,29550,100
2022,Reporting year,National,E92000001,England,Legal status,Care orders,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",19760,71
2022,Reporting year,National,E92000001,England,Legal status,Care orders,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",8120,29
2022,Reporting year,National,E92000001,England,Legal status,Care orders,Total children,27890,100
2022,Reporting year,National,E92000001,England,Legal status,Detained for child protection,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2022,Reporting year,National,E92000001,England,Legal status,Detained for child protection,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2022,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Total children,0,z
2022,Reporting year,National,E92000001,England,Legal status,Placement order granted,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",940,72
2022,Reporting year,National,E92000001,England,Legal status,Placement order granted,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",360,28
2022,Reporting year,National,E92000001,England,Legal status,Placement order granted,Total children,1300,100
2022,Reporting year,National,E92000001,England,Legal status,Total children,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20980,71
2022,Reporting year,National,E92000001,England,Legal status,Total children,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",8570,29
2022,Reporting year,National,E92000001,England,Legal status,Total children,Total children,29550,100
2022,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",280,76
2022,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",90,24
2022,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Total children,370,100
2022,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2022,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2022,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Total children,0,z
2022,Reporting year,National,E92000001,England,Placement,Foster placements,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",18370,77
2022,Reporting year,National,E92000001,England,Placement,Foster placements,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",5570,23
2022,Reporting year,National,E92000001,England,Placement,Foster placements,Total children,23940,100
2022,Reporting year,National,E92000001,England,Placement,Other placement,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,21
2022,Reporting year,National,E92000001,England,Placement,Other placement,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",50,79
2022,Reporting year,National,E92000001,England,Placement,Other placement,Total children,70,100
2022,Reporting year,National,E92000001,England,Placement,Other residential settings,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",40,28
2022,Reporting year,National,E92000001,England,Placement,Other residential settings,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",90,72
2022,Reporting year,National,E92000001,England,Placement,Other residential settings,Total children,130,100
2022,Reporting year,National,E92000001,England,Placement,Placed for adoption,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",540,83
2022,Reporting year,National,E92000001,England,Placement,Placed for adoption,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",110,17
2022,Reporting year,National,E92000001,England,Placement,Placed for adoption,Total children,650,100
2022,Reporting year,National,E92000001,England,Placement,Placed in the community,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",0,0
2022,Reporting year,National,E92000001,England,Placement,Placed in the community,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2022,Reporting year,National,E92000001,England,Placement,Placed in the community,Total children,c,c
2022,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",1050,51
2022,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",1010,49
2022,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Total children,2060,100
2022,Reporting year,National,E92000001,England,Placement,Residential schools,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,58
2022,Reporting year,National,E92000001,England,Placement,Residential schools,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,42
2022,Reporting year,National,E92000001,England,Placement,Residential schools,Total children,20,100
2022,Reporting year,National,E92000001,England,Placement,"Secure units, children's homes and semi-independent living accommodation","Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",960,36
2022,Reporting year,National,E92000001,England,Placement,"Secure units, children's homes and semi-independent living accommodation","Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",1720,64
2022,Reporting year,National,E92000001,England,Placement,"Secure units, children's homes and semi-independent living accommodation",Total children,2680,100
2022,Reporting year,National,E92000001,England,Placement,Total children,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20980,71
2022,Reporting year,National,E92000001,England,Placement,Total children,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",8570,29
2022,Reporting year,National,E92000001,England,Placement,Total children,Total children,29550,100
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20950,71
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",8560,29
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20980,71
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",8570,29
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Total children,29550,100
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",30,74
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,26
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Total children,40,100
2021,Reporting year,National,E92000001,England,Age group,1 to 4 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",1150,67
2021,Reporting year,National,E92000001,England,Age group,1 to 4 years,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",570,33
2021,Reporting year,National,E92000001,England,Age group,1 to 4 years,Total children,1720,100
2021,Reporting year,National,E92000001,England,Age group,10 to 15 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",14200,70
2021,Reporting year,National,E92000001,England,Age group,10 to 15 years,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",6030,30
2021,Reporting year,National,E92000001,England,Age group,10 to 15 years,Total children,20230,100
2021,Reporting year,National,E92000001,England,Age group,5 to 9 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",4680,70
2021,Reporting year,National,E92000001,England,Age group,5 to 9 years,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",2010,30
2021,Reporting year,National,E92000001,England,Age group,5 to 9 years,Total children,6690,100
2021,Reporting year,National,E92000001,England,Age group,Total children,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20030,70
2021,Reporting year,National,E92000001,England,Age group,Total children,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",8610,30
2021,Reporting year,National,E92000001,England,Age group,Total children,Total children,28640,100
2021,Reporting year,National,E92000001,England,Ethnicity,1. Total White,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",15950,70
2021,Reporting year,National,E92000001,England,Ethnicity,1. Total White,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",6910,30
2021,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Total children,22860,100
2021,Reporting year,National,E92000001,England,Ethnicity,1a. White British,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",15080,70
2021,Reporting year,National,E92000001,England,Ethnicity,1a. White British,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",6550,30
2021,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Total children,21630,100
2021,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",50,76
2021,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,24
2021,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Total children,70,100
2021,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",40,64
2021,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,36
2021,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Total children,60,100
2021,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",160,73
2021,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",60,27
2021,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Total children,220,100
2021,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",620,71
2021,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,"Not living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",260,29
2021,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Total children,880,100
