time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Legal status,Child assessment order and in LA accommodation,0,0
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Legal status,Emergency protection order,10,k
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Legal status,Full care order,c,c
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Legal status,Interim care order,900,38
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Legal status,LA accommodation under PACE 1989,0,0
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Legal status,Placement order granted,0,0
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Legal status,Police protection in LA accommodation,210,9
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Legal status,Remand,30,1
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Legal status,Sentenced to youth rehabilitation order,c,c
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Legal status,Total,2360,100
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Legal status,Voluntary agreement under S20,1200,51
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Taken into care,All children taken into care,1130,48
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Taken into care,Not taken into care,1240,52
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Taken into care,Total children,2360,100
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age group,1 to 4 years,590,17
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age group,10 to 15 years,930,27
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age group,16 years and over,700,20
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age group,5 to 9 years,550,16
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age group,Total,3460,100
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age group,Under 1 year,690,20
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Category of need,N1. Abuse or neglect,2000,58
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Category of need,N2. Child's disability,70,2
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Category of need,N3. Parental illness or disability,70,2
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Category of need,N4. Family acute stress,330,9
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Category of need,N5. Family dysfunction,530,15
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Category of need,N6. Socially unacceptable behaviour,60,2
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Category of need,N7. Low income,c,c
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Category of need,N8. Absent parenting,420,12
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Category of need,Total,3460,100
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Gender,Female,1470,42
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Gender,Male,1990,58
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Gender,Total,3460,100
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Legal status,Child assessment order and in LA accommodation,0,0
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Legal status,Emergency protection order,60,2
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Legal status,Full care order,30,1
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Legal status,Interim care order,1310,38
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Legal status,LA accommodation under PACE 1989,c,c
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Legal status,Placement order granted,c,c
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Legal status,Police protection in LA accommodation,320,9
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Legal status,Remand,50,1
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Legal status,Sentenced to youth rehabilitation order,c,c
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Legal status,Total,3460,100
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Legal status,Voluntary agreement under S20,1690,49
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Taken into care,All children taken into care,1720,50
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Taken into care,Not taken into care,1750,50
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Taken into care,Total children,3460,100
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age group,1 to 4 years,320,13
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age group,10 to 15 years,650,26
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age group,16 years and over,750,30
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age group,5 to 9 years,320,13
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age group,Total,2450,100
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age group,Under 1 year,420,17
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Category of need,N1. Abuse or neglect,1370,56
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Category of need,N2. Child's disability,60,2
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Category of need,N3. Parental illness or disability,60,3
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Category of need,N4. Family acute stress,230,9
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Category of need,N5. Family dysfunction,190,8
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Category of need,N6. Socially unacceptable behaviour,50,2
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Category of need,N7. Low income,0,0
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Category of need,N8. Absent parenting,490,20
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Category of need,Total,2450,100
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Gender,Female,930,38
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Gender,Male,1520,62
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Gender,Total,2450,100
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Legal status,Child assessment order and in LA accommodation,c,c
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Legal status,Emergency protection order,40,2
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Legal status,Full care order,20,1
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Legal status,Interim care order,780,32
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Legal status,LA accommodation under PACE 1989,0,0
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Legal status,Placement order granted,c,c
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Legal status,Police protection in LA accommodation,180,7
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Legal status,Remand,40,2
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Legal status,Sentenced to youth rehabilitation order,0,0
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Legal status,Total,2450,100
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Legal status,Voluntary agreement under S20,1380,56
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Taken into care,All children taken into care,1030,42
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Taken into care,Not taken into care,1420,58
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Taken into care,Total children,2450,100
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age group,1 to 4 years,520,10
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age group,10 to 15 years,1420,28
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age group,16 years and over,2070,40
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age group,5 to 9 years,550,11
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age group,Total,5150,100
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age group,Under 1 year,600,12
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Category of need,N1. Abuse or neglect,2320,45
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Category of need,N2. Child's disability,100,2
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Category of need,N3. Parental illness or disability,200,4
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Category of need,N4. Family acute stress,430,8
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Category of need,N5. Family dysfunction,440,9
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Category of need,N6. Socially unacceptable behaviour,200,4
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Category of need,N7. Low income,10,k
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Category of need,N8. Absent parenting,1460,28
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Category of need,Total,5150,100
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Gender,Female,1930,38
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Gender,Male,3220,62
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Gender,Total,5150,100
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Legal status,Child assessment order and in LA accommodation,c,c
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Legal status,Emergency protection order,60,1
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Legal status,Full care order,40,1
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Legal status,Interim care order,1040,20
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Legal status,LA accommodation under PACE 1989,0,0
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Legal status,Placement order granted,c,c
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Legal status,Police protection in LA accommodation,650,13
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Legal status,Remand,150,3
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Legal status,Sentenced to youth rehabilitation order,0,0
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Legal status,Total,5150,100
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Legal status,Voluntary agreement under S20,3210,62
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Taken into care,All children taken into care,1790,35
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Taken into care,Not taken into care,3370,65
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Taken into care,Total children,5150,100
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age group,1 to 4 years,660,13
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age group,10 to 15 years,1360,27
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age group,16 years and over,1710,33
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age group,5 to 9 years,680,13
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age group,Total,5110,100
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age group,Under 1 year,700,14
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Category of need,N1. Abuse or neglect,2130,42
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Category of need,N2. Child's disability,90,2
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Category of need,N3. Parental illness or disability,120,2
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Category of need,N4. Family acute stress,320,6
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Category of need,N5. Family dysfunction,700,14
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Category of need,N6. Socially unacceptable behaviour,60,1
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Category of need,N7. Low income,10,k
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Category of need,N8. Absent parenting,1660,33
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Category of need,Total,5110,100
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Gender,Female,1710,34
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Gender,Male,3390,66
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Gender,Total,5110,100
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Legal status,Child assessment order and in LA accommodation,c,c
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Legal status,Emergency protection order,170,3
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Legal status,Full care order,30,1
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Legal status,Interim care order,1120,22
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Legal status,LA accommodation under PACE 1989,c,c
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Legal status,Placement order granted,0,0
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Legal status,Police protection in LA accommodation,520,10
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Legal status,Remand,40,1
