time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Adopted,Adopted - consent dispensed with,120,43
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Adopted,Total,280,100
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",10,3
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",60,19
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",20,6
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",240,72
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Special guardianship orders,Total,330,100
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Adopted,Adopted - application unopposed,50,58
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Adopted,Adopted - consent dispensed with,30,42
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Adopted,Total,80,100
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",c,c
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",50,29
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",20,9
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",110,62
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Special guardianship orders,Total,180,100
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Adopted,Adopted - application unopposed,80,63
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Adopted,Adopted - consent dispensed with,50,37
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Adopted,Total,120,100
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",10,3
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",70,29
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",20,9
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",140,59
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Special guardianship orders,Total,230,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Adopted,Adopted - application unopposed,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Adopted,Adopted - consent dispensed with,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Adopted,Total,10,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Special guardianship orders,Total,27,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Adopted,Adopted - application unopposed,14,64
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Adopted,Adopted - consent dispensed with,8,36
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Adopted,Total,22,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Special guardianship orders,Total,47,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Adopted,Adopted - application unopposed,7,50
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Adopted,Adopted - consent dispensed with,7,50
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Adopted,Total,14,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Special guardianship orders,Total,22,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Adopted,Adopted - application unopposed,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Adopted,Adopted - consent dispensed with,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Adopted,Total,16,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Special guardianship orders,Total,31,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Adopted,Adopted - application unopposed,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Adopted,Adopted - consent dispensed with,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Adopted,Total,11,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",9,31
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",20,69
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Special guardianship orders,Total,29,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Adopted,Adopted - application unopposed,37,67
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Adopted,Adopted - consent dispensed with,18,33
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Adopted,Total,55,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Special guardianship orders,Total,98,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Adopted,Adopted - application unopposed,10,63
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Adopted,Adopted - consent dispensed with,6,38
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Adopted,Total,16,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Special guardianship orders,Total,71,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Adopted,Adopted - application unopposed,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Adopted,Adopted - consent dispensed with,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Adopted,Total,28,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",38,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Special guardianship orders,Total,38,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Adopted,Adopted - application unopposed,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Adopted,Adopted - consent dispensed with,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Adopted,Total,16,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Special guardianship orders,Total,26,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Adopted,Adopted - application unopposed,12,60
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Adopted,Adopted - consent dispensed with,8,40
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Adopted,Total,20,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",11,42
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",15,58
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Special guardianship orders,Total,26,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Adopted,Adopted - application unopposed,19,53
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Adopted,Adopted - consent dispensed with,17,47
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Adopted,Total,36,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Special guardianship orders,Total,59,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Adopted,Adopted - application unopposed,17,61
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Adopted,Adopted - consent dispensed with,11,39
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Adopted,Total,28,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",9,19
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",38,81
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Special guardianship orders,Total,47,100
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Adopted,Adopted - application unopposed,c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Adopted,Adopted - consent dispensed with,c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Adopted,Total,10,100
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Special guardianship orders,Total,28,100
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Adopted,Adopted - application unopposed,0,0
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Adopted,Adopted - consent dispensed with,11,100
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Adopted,Total,11,100
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",c,c
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",c,c
