time_period,time_identifier,geographic_level,country_code,country_name,care_leaver_age,cla_group,accommodation_type,measure,number,percentage
2024,Reporting year,National,E92000001,England,23 years,Care leavers group,Independent living,Accommodation of care leaver,2740,25
2024,Reporting year,National,E92000001,England,24 years,Care leavers group,Independent living,Accommodation of care leaver,2240,21
2024,Reporting year,National,E92000001,England,25 years,Care leavers group,Independent living,Accommodation of care leaver,1360,14
2024,Reporting year,National,E92000001,England,22 years,Care leavers group,No fixed abode/homeless,Accommodation of care leaver,90,1
2024,Reporting year,National,E92000001,England,23 years,Care leavers group,No fixed abode/homeless,Accommodation of care leaver,90,1
2024,Reporting year,National,E92000001,England,24 years,Care leavers group,No fixed abode/homeless,Accommodation of care leaver,70,1
2024,Reporting year,National,E92000001,England,25 years,Care leavers group,No fixed abode/homeless,Accommodation of care leaver,30,k
2024,Reporting year,National,E92000001,England,22 years,Care leavers group,Ordinary lodgings,Accommodation of care leaver,150,1
2024,Reporting year,National,E92000001,England,23 years,Care leavers group,Ordinary lodgings,Accommodation of care leaver,100,1
2024,Reporting year,National,E92000001,England,24 years,Care leavers group,Ordinary lodgings,Accommodation of care leaver,90,1
2024,Reporting year,National,E92000001,England,25 years,Care leavers group,Ordinary lodgings,Accommodation of care leaver,50,k
2024,Reporting year,National,E92000001,England,22 years,Care leavers group,Other accommodation,Accommodation of care leaver,230,2
2024,Reporting year,National,E92000001,England,23 years,Care leavers group,Other accommodation,Accommodation of care leaver,160,2
2024,Reporting year,National,E92000001,England,24 years,Care leavers group,Other accommodation,Accommodation of care leaver,110,1
2024,Reporting year,National,E92000001,England,25 years,Care leavers group,Other accommodation,Accommodation of care leaver,60,1
2024,Reporting year,National,E92000001,England,22 years,Care leavers group,Residence not known,Accommodation of care leaver,110,1
2024,Reporting year,National,E92000001,England,23 years,Care leavers group,Residence not known,Accommodation of care leaver,120,1
2024,Reporting year,National,E92000001,England,24 years,Care leavers group,Residence not known,Accommodation of care leaver,140,1
2024,Reporting year,National,E92000001,England,25 years,Care leavers group,Residence not known,Accommodation of care leaver,140,1
2024,Reporting year,National,E92000001,England,22 years,Care leavers group,"Semi-independent, transitional accommodation",Accommodation of care leaver,660,6
2024,Reporting year,National,E92000001,England,23 years,Care leavers group,"Semi-independent, transitional accommodation",Accommodation of care leaver,420,4
2024,Reporting year,National,E92000001,England,24 years,Care leavers group,"Semi-independent, transitional accommodation",Accommodation of care leaver,270,3
2024,Reporting year,National,E92000001,England,25 years,Care leavers group,"Semi-independent, transitional accommodation",Accommodation of care leaver,120,1
2024,Reporting year,National,E92000001,England,22 years,Care leavers group,Supported lodgings,Accommodation of care leaver,150,1
2024,Reporting year,National,E92000001,England,23 years,Care leavers group,Supported lodgings,Accommodation of care leaver,100,1
2024,Reporting year,National,E92000001,England,24 years,Care leavers group,Supported lodgings,Accommodation of care leaver,50,k
2024,Reporting year,National,E92000001,England,25 years,Care leavers group,Supported lodgings,Accommodation of care leaver,60,1
2024,Reporting year,National,E92000001,England,22 years,Care leavers group,Total care leavers,Accommodation of care leaver,11300,100
2024,Reporting year,National,E92000001,England,23 years,Care leavers group,Total care leavers,Accommodation of care leaver,10870,100
2024,Reporting year,National,E92000001,England,24 years,Care leavers group,Total care leavers,Accommodation of care leaver,10600,100
2024,Reporting year,National,E92000001,England,25 years,Care leavers group,Total care leavers,Accommodation of care leaver,9530,100
2024,Reporting year,National,E92000001,England,22 years,Care leavers group,With former foster carers,Accommodation of care leaver,230,2
2024,Reporting year,National,E92000001,England,23 years,Care leavers group,With former foster carers,Accommodation of care leaver,130,1
2024,Reporting year,National,E92000001,England,24 years,Care leavers group,With former foster carers,Accommodation of care leaver,70,1
2024,Reporting year,National,E92000001,England,25 years,Care leavers group,With former foster carers,Accommodation of care leaver,50,1
2024,Reporting year,National,E92000001,England,22 years,Care leavers group,With parents or relatives,Accommodation of care leaver,560,5
2024,Reporting year,National,E92000001,England,23 years,Care leavers group,With parents or relatives,Accommodation of care leaver,380,4
2024,Reporting year,National,E92000001,England,24 years,Care leavers group,With parents or relatives,Accommodation of care leaver,250,2
2024,Reporting year,National,E92000001,England,25 years,Care leavers group,With parents or relatives,Accommodation of care leaver,120,1
2024,Reporting year,National,E92000001,England,22 years,Care leavers group,Young person has not requested and received support,Accommodation of care leaver,4830,43
2024,Reporting year,National,E92000001,England,23 years,Care leavers group,Young person has not requested and received support,Accommodation of care leaver,6220,57
2024,Reporting year,National,E92000001,England,24 years,Care leavers group,Young person has not requested and received support,Accommodation of care leaver,7020,66
2024,Reporting year,National,E92000001,England,25 years,Care leavers group,Young person has not requested and received support,Accommodation of care leaver,7360,77
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Bed and breakfast,Accommodation of care leaver,10,k
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Bed and breakfast,Accommodation of care leaver,10,k
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Bed and breakfast,Accommodation of care leaver,10,k
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Bed and breakfast,Accommodation of care leaver,c,c
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Community home,Accommodation of care leaver,140,1
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Community home,Accommodation of care leaver,90,1
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Community home,Accommodation of care leaver,90,1
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Community home,Accommodation of care leaver,60,1
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Deported,Accommodation of care leaver,0,0
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Deported,Accommodation of care leaver,0,0
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Deported,Accommodation of care leaver,c,c
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Deported,Accommodation of care leaver,0,0
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Emergency accommodation,Accommodation of care leaver,50,k
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Emergency accommodation,Accommodation of care leaver,50,k
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Emergency accommodation,Accommodation of care leaver,40,k
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Emergency accommodation,Accommodation of care leaver,20,k
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Foyers,Accommodation of care leaver,100,1
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Foyers,Accommodation of care leaver,60,1
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Foyers,Accommodation of care leaver,40,k
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Foyers,Accommodation of care leaver,20,k
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Gone abroad,Accommodation of care leaver,c,c
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Gone abroad,Accommodation of care leaver,c,c
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Gone abroad,Accommodation of care leaver,c,c
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Gone abroad,Accommodation of care leaver,c,c
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,In custody,Accommodation of care leaver,190,2
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,In custody,Accommodation of care leaver,130,1
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,In custody,Accommodation of care leaver,90,1
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,In custody,Accommodation of care leaver,50,1
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Independent living,Accommodation of care leaver,3300,30
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Independent living,Accommodation of care leaver,2520,24
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Independent living,Accommodation of care leaver,1930,19
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Independent living,Accommodation of care leaver,1070,12
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,No fixed abode/homeless,Accommodation of care leaver,90,1
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,No fixed abode/homeless,Accommodation of care leaver,60,1
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,No fixed abode/homeless,Accommodation of care leaver,70,1
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,No fixed abode/homeless,Accommodation of care leaver,20,k
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Ordinary lodgings,Accommodation of care leaver,80,1
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Ordinary lodgings,Accommodation of care leaver,50,k
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Ordinary lodgings,Accommodation of care leaver,50,k
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Ordinary lodgings,Accommodation of care leaver,30,k
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Other accommodation,Accommodation of care leaver,200,2
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Other accommodation,Accommodation of care leaver,130,1
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Other accommodation,Accommodation of care leaver,110,1
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Other accommodation,Accommodation of care leaver,70,1
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Residence not known,Accommodation of care leaver,100,1
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Residence not known,Accommodation of care leaver,120,1
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Residence not known,Accommodation of care leaver,120,1
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Residence not known,Accommodation of care leaver,110,1
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,"Semi-independent, transitional accommodation",Accommodation of care leaver,580,5
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,"Semi-independent, transitional accommodation",Accommodation of care leaver,400,4
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,"Semi-independent, transitional accommodation",Accommodation of care leaver,230,2
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,"Semi-independent, transitional accommodation",Accommodation of care leaver,110,1
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Supported lodgings,Accommodation of care leaver,120,1
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Supported lodgings,Accommodation of care leaver,60,1
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Supported lodgings,Accommodation of care leaver,60,1
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Supported lodgings,Accommodation of care leaver,30,k
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Total care leavers,Accommodation of care leaver,10850,100
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Total care leavers,Accommodation of care leaver,10560,100
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Total care leavers,Accommodation of care leaver,9980,100
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Total care leavers,Accommodation of care leaver,8690,100
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,With former foster carers,Accommodation of care leaver,230,2
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,With former foster carers,Accommodation of care leaver,140,1
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,With former foster carers,Accommodation of care leaver,90,1
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,With former foster carers,Accommodation of care leaver,40,1
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,With parents or relatives,Accommodation of care leaver,490,5
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,With parents or relatives,Accommodation of care leaver,330,3
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,With parents or relatives,Accommodation of care leaver,220,2
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,With parents or relatives,Accommodation of care leaver,90,1
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Young person has not requested and received support,Accommodation of care leaver,5190,48
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Young person has not requested and received support,Accommodation of care leaver,6420,61
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Young person has not requested and received support,Accommodation of care leaver,6830,68
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Young person has not requested and received support,Accommodation of care leaver,6980,80
