time_period,time_identifier,geographic_level,country_code,country_name,placement_duration,placement_group,number,percentage
2024,Reporting year,National,E92000001,England,From 2 years to under 5 years,Foster placements,5850,12
2024,Reporting year,National,E92000001,England,From 2 years to under 5 years,Independent and semi-independent living arrangements/ supported accommodation,10,k
2024,Reporting year,National,E92000001,England,From 2 years to under 5 years,Other placement,20,k
2024,Reporting year,National,E92000001,England,From 2 years to under 5 years,Other residential settings,50,1
2024,Reporting year,National,E92000001,England,From 2 years to under 5 years,Placed for adoption,50,2
2024,Reporting year,National,E92000001,England,From 2 years to under 5 years,Placed with parents or other persons with parental responsibility,680,9
2024,Reporting year,National,E92000001,England,From 2 years to under 5 years,Residential schools,20,30
2024,Reporting year,National,E92000001,England,From 2 years to under 5 years,Secure homes and children's homes,1100,18
2024,Reporting year,National,E92000001,England,From 3 months to under 6 months,All placements,17040,17
2024,Reporting year,National,E92000001,England,From 3 months to under 6 months,Foster placements,7000,14
2024,Reporting year,National,E92000001,England,From 3 months to under 6 months,Independent and semi-independent living arrangements/ supported accommodation,4670,22
2024,Reporting year,National,E92000001,England,From 3 months to under 6 months,Other placement,1310,17
2024,Reporting year,National,E92000001,England,From 3 months to under 6 months,Other residential settings,790,21
2024,Reporting year,National,E92000001,England,From 3 months to under 6 months,Placed for adoption,710,23
2024,Reporting year,National,E92000001,England,From 3 months to under 6 months,Placed with parents or other persons with parental responsibility,1550,20
2024,Reporting year,National,E92000001,England,From 3 months to under 6 months,Residential schools,10,18
2024,Reporting year,National,E92000001,England,From 3 months to under 6 months,Secure homes and children's homes,1000,17
2024,Reporting year,National,E92000001,England,From 5 years and over,All placements,2270,2
2024,Reporting year,National,E92000001,England,From 5 years and over,Foster placements,2040,4
2024,Reporting year,National,E92000001,England,From 5 years and over,Independent and semi-independent living arrangements/ supported accommodation,0,0
2024,Reporting year,National,E92000001,England,From 5 years and over,Other placement,0,0
2024,Reporting year,National,E92000001,England,From 5 years and over,Other residential settings,c,c
2024,Reporting year,National,E92000001,England,From 5 years and over,Placed for adoption,c,c
2024,Reporting year,National,E92000001,England,From 5 years and over,Placed with parents or other persons with parental responsibility,80,1
2024,Reporting year,National,E92000001,England,From 5 years and over,Residential schools,10,11
2024,Reporting year,National,E92000001,England,From 5 years and over,Secure homes and children's homes,140,2
2024,Reporting year,National,E92000001,England,From 6 months to under 1 year,All placements,18620,19
2024,Reporting year,National,E92000001,England,From 6 months to under 1 year,Foster placements,8510,17
2024,Reporting year,National,E92000001,England,From 6 months to under 1 year,Independent and semi-independent living arrangements/ supported accommodation,5030,24
2024,Reporting year,National,E92000001,England,From 6 months to under 1 year,Other placement,530,7
2024,Reporting year,National,E92000001,England,From 6 months to under 1 year,Other residential settings,370,10
2024,Reporting year,National,E92000001,England,From 6 months to under 1 year,Placed for adoption,1620,53
2024,Reporting year,National,E92000001,England,From 6 months to under 1 year,Placed with parents or other persons with parental responsibility,1400,18
2024,Reporting year,National,E92000001,England,From 6 months to under 1 year,Residential schools,10,14
2024,Reporting year,National,E92000001,England,From 6 months to under 1 year,Secure homes and children's homes,1160,19
2024,Reporting year,National,E92000001,England,From 8 days to under 1 month,All placements,12660,13
2024,Reporting year,National,E92000001,England,From 8 days to under 1 month,Foster placements,5960,12
2024,Reporting year,National,E92000001,England,From 8 days to under 1 month,Independent and semi-independent living arrangements/ supported accommodation,2890,14
2024,Reporting year,National,E92000001,England,From 8 days to under 1 month,Other placement,1930,26
2024,Reporting year,National,E92000001,England,From 8 days to under 1 month,Other residential settings,660,18
2024,Reporting year,National,E92000001,England,From 8 days to under 1 month,Placed for adoption,20,1
2024,Reporting year,National,E92000001,England,From 8 days to under 1 month,Placed with parents or other persons with parental responsibility,820,11
2024,Reporting year,National,E92000001,England,From 8 days to under 1 month,Residential schools,c,c
2024,Reporting year,National,E92000001,England,From 8 days to under 1 month,Secure homes and children's homes,380,6
2024,Reporting year,National,E92000001,England,Median duration (days),All placements,139,z
2024,Reporting year,National,E92000001,England,Median duration (days),Foster placements,174,z
2024,Reporting year,National,E92000001,England,Median duration (days),Independent and semi-independent living arrangements/ supported accommodation,114,z
2024,Reporting year,National,E92000001,England,Median duration (days),Other placement,40,z
2024,Reporting year,National,E92000001,England,Median duration (days),Other residential settings,52,z
2024,Reporting year,National,E92000001,England,Median duration (days),Placed for adoption,235,z
2024,Reporting year,National,E92000001,England,Median duration (days),Placed with parents or other persons with parental responsibility,147,z
2024,Reporting year,National,E92000001,England,Median duration (days),Residential schools,415,z
2024,Reporting year,National,E92000001,England,Median duration (days),Secure homes and children's homes,263,z
2023,Reporting year,National,E92000001,England,1 to 7 days,All placements,9900,10
2023,Reporting year,National,E92000001,England,1 to 7 days,Foster placements,6390,11
2023,Reporting year,National,E92000001,England,1 to 7 days,Independent and semi-independent living arrangements/ supported accommodation,1040,6
2023,Reporting year,National,E92000001,England,1 to 7 days,Other placement,860,24
2023,Reporting year,National,E92000001,England,1 to 7 days,Other residential settings,910,25
2023,Reporting year,National,E92000001,England,1 to 7 days,Placed for adoption,30,1
2023,Reporting year,National,E92000001,England,1 to 7 days,Placed with parents or other persons with parental responsibility,460,6
2023,Reporting year,National,E92000001,England,1 to 7 days,Residential schools,c,c
2023,Reporting year,National,E92000001,England,1 to 7 days,Secure homes and children's homes,220,3
2023,Reporting year,National,E92000001,England,All placements,All placements,100400,100
2023,Reporting year,National,E92000001,England,All placements,Foster placements,58710,58
2023,Reporting year,National,E92000001,England,All placements,Independent and semi-independent living arrangements/ supported accommodation,16040,16
2023,Reporting year,National,E92000001,England,All placements,Other placement,3590,4
2023,Reporting year,National,E92000001,England,All placements,Other residential settings,3680,4
2023,Reporting year,National,E92000001,England,All placements,Placed for adoption,3120,3
2023,Reporting year,National,E92000001,England,All placements,Placed with parents or other persons with parental responsibility,8220,8
2023,Reporting year,National,E92000001,England,All placements,Residential schools,80,k
2023,Reporting year,National,E92000001,England,All placements,Secure homes and children's homes,6970,7
2023,Reporting year,National,E92000001,England,Average duration (days),All placements,347,z
2023,Reporting year,National,E92000001,England,Average duration (days),Foster placements,425,z
2023,Reporting year,National,E92000001,England,Average duration (days),Independent and semi-independent living arrangements/ supported accommodation,170,z
2023,Reporting year,National,E92000001,England,Average duration (days),Other placement,89,z
2023,Reporting year,National,E92000001,England,Average duration (days),Other residential settings,106,z
2023,Reporting year,National,E92000001,England,Average duration (days),Placed for adoption,295,z
2023,Reporting year,National,E92000001,England,Average duration (days),Placed with parents or other persons with parental responsibility,278,z
2023,Reporting year,National,E92000001,England,Average duration (days),Residential schools,490,z
2023,Reporting year,National,E92000001,England,Average duration (days),Secure homes and children's homes,465,z
2023,Reporting year,National,E92000001,England,From 1 month to under 3 months,All placements,14310,14
2023,Reporting year,National,E92000001,England,From 1 month to under 3 months,Foster placements,6470,11
2023,Reporting year,National,E92000001,England,From 1 month to under 3 months,Independent and semi-independent living arrangements/ supported accommodation,3550,22
2023,Reporting year,National,E92000001,England,From 1 month to under 3 months,Other placement,760,21
2023,Reporting year,National,E92000001,England,From 1 month to under 3 months,Other residential settings,830,23
2023,Reporting year,National,E92000001,England,From 1 month to under 3 months,Placed for adoption,100,3
2023,Reporting year,National,E92000001,England,From 1 month to under 3 months,Placed with parents or other persons with parental responsibility,1690,21
2023,Reporting year,National,E92000001,England,From 1 month to under 3 months,Residential schools,10,13
2023,Reporting year,National,E92000001,England,From 1 month to under 3 months,Secure homes and children's homes,890,13
2023,Reporting year,National,E92000001,England,From 1 year to under 2 years,All placements,18460,18
2023,Reporting year,National,E92000001,England,From 1 year to under 2 years,Foster placements,12420,21
2023,Reporting year,National,E92000001,England,From 1 year to under 2 years,Independent and semi-independent living arrangements/ supported accommodation,2040,13
2023,Reporting year,National,E92000001,England,From 1 year to under 2 years,Other placement,160,5
2023,Reporting year,National,E92000001,England,From 1 year to under 2 years,Other residential settings,160,4
2023,Reporting year,National,E92000001,England,From 1 year to under 2 years,Placed for adoption,680,22
2023,Reporting year,National,E92000001,England,From 1 year to under 2 years,Placed with parents or other persons with parental responsibility,1210,15
2023,Reporting year,National,E92000001,England,From 1 year to under 2 years,Residential schools,20,24
2023,Reporting year,National,E92000001,England,From 1 year to under 2 years,Secure homes and children's homes,1780,26
2023,Reporting year,National,E92000001,England,From 2 years to under 5 years,All placements,10020,10
2023,Reporting year,National,E92000001,England,From 2 years to under 5 years,Foster placements,7730,13
2023,Reporting year,National,E92000001,England,From 2 years to under 5 years,Independent and semi-independent living arrangements/ supported accommodation,30,k
2023,Reporting year,National,E92000001,England,From 2 years to under 5 years,Other placement,20,1
2023,Reporting year,National,E92000001,England,From 2 years to under 5 years,Other residential settings,60,2
2023,Reporting year,National,E92000001,England,From 2 years to under 5 years,Placed for adoption,90,3
2023,Reporting year,National,E92000001,England,From 2 years to under 5 years,Placed with parents or other persons with parental responsibility,750,9
2023,Reporting year,National,E92000001,England,From 2 years to under 5 years,Residential schools,20,22
2023,Reporting year,National,E92000001,England,From 2 years to under 5 years,Secure homes and children's homes,1330,19
2023,Reporting year,National,E92000001,England,From 3 months to under 6 months,All placements,15470,15
2023,Reporting year,National,E92000001,England,From 3 months to under 6 months,Foster placements,7590,13
2023,Reporting year,National,E92000001,England,From 3 months to under 6 months,Independent and semi-independent living arrangements/ supported accommodation,3520,22
2023,Reporting year,National,E92000001,England,From 3 months to under 6 months,Other placement,450,13
2023,Reporting year,National,E92000001,England,From 3 months to under 6 months,Other residential settings,750,20
2023,Reporting year,National,E92000001,England,From 3 months to under 6 months,Placed for adoption,590,19
2023,Reporting year,National,E92000001,England,From 3 months to under 6 months,Placed with parents or other persons with parental responsibility,1630,20
2023,Reporting year,National,E92000001,England,From 3 months to under 6 months,Residential schools,c,c
2023,Reporting year,National,E92000001,England,From 3 months to under 6 months,Secure homes and children's homes,940,13
2023,Reporting year,National,E92000001,England,From 5 years and over,All placements,2300,2
2023,Reporting year,National,E92000001,England,From 5 years and over,Foster placements,2090,4
2023,Reporting year,National,E92000001,England,From 5 years and over,Independent and semi-independent living arrangements/ supported accommodation,0,0
2023,Reporting year,National,E92000001,England,From 5 years and over,Other placement,c,c
2023,Reporting year,National,E92000001,England,From 5 years and over,Other residential settings,c,c
2023,Reporting year,National,E92000001,England,From 5 years and over,Placed for adoption,c,c
2023,Reporting year,National,E92000001,England,From 5 years and over,Placed with parents or other persons with parental responsibility,60,1
2023,Reporting year,National,E92000001,England,From 5 years and over,Residential schools,c,c
2023,Reporting year,National,E92000001,England,From 5 years and over,Secure homes and children's homes,160,2
2023,Reporting year,National,E92000001,England,From 6 months to under 1 year,All placements,19080,19
2023,Reporting year,National,E92000001,England,From 6 months to under 1 year,Foster placements,10100,17
2023,Reporting year,National,E92000001,England,From 6 months to under 1 year,Independent and semi-independent living arrangements/ supported accommodation,3800,24
2023,Reporting year,National,E92000001,England,From 6 months to under 1 year,Other placement,360,10
2023,Reporting year,National,E92000001,England,From 6 months to under 1 year,Other residential settings,350,10
2023,Reporting year,National,E92000001,England,From 6 months to under 1 year,Placed for adoption,1610,51
2023,Reporting year,National,E92000001,England,From 6 months to under 1 year,Placed with parents or other persons with parental responsibility,1580,19
2023,Reporting year,National,E92000001,England,From 6 months to under 1 year,Residential schools,20,24
2023,Reporting year,National,E92000001,England,From 6 months to under 1 year,Secure homes and children's homes,1260,18
2023,Reporting year,National,E92000001,England,From 8 days to under 1 month,All placements,10870,11
2023,Reporting year,National,E92000001,England,From 8 days to under 1 month,Foster placements,5920,10
2023,Reporting year,National,E92000001,England,From 8 days to under 1 month,Independent and semi-independent living arrangements/ supported accommodation,2050,13
2023,Reporting year,National,E92000001,England,From 8 days to under 1 month,Other placement,980,27
2023,Reporting year,National,E92000001,England,From 8 days to under 1 month,Other residential settings,630,17
2023,Reporting year,National,E92000001,England,From 8 days to under 1 month,Placed for adoption,30,1
2023,Reporting year,National,E92000001,England,From 8 days to under 1 month,Placed with parents or other persons with parental responsibility,860,10
2023,Reporting year,National,E92000001,England,From 8 days to under 1 month,Residential schools,10,8
2023,Reporting year,National,E92000001,England,From 8 days to under 1 month,Secure homes and children's homes,390,6
2023,Reporting year,National,E92000001,England,Median duration (days),All placements,145,z
2023,Reporting year,National,E92000001,England,Median duration (days),Foster placements,174,z
2023,Reporting year,National,E92000001,England,Median duration (days),Independent and semi-independent living arrangements/ supported accommodation,116,z
2023,Reporting year,National,E92000001,England,Median duration (days),Other placement,36,z
2023,Reporting year,National,E92000001,England,Median duration (days),Other residential settings,49,z
2023,Reporting year,National,E92000001,England,Median duration (days),Placed for adoption,245,z
2023,Reporting year,National,E92000001,England,Median duration (days),Placed with parents or other persons with parental responsibility,141,z
2023,Reporting year,National,E92000001,England,Median duration (days),Residential schools,343,z
2023,Reporting year,National,E92000001,England,Median duration (days),Secure homes and children's homes,265,z
2022,Reporting year,National,E92000001,England,1 to 7 days,All placements,8860,9
2022,Reporting year,National,E92000001,England,1 to 7 days,Foster placements,5750,10
2022,Reporting year,National,E92000001,England,1 to 7 days,Independent and semi-independent living arrangements/ supported accommodation,1020,7
2022,Reporting year,National,E92000001,England,1 to 7 days,Other placement,540,23
2022,Reporting year,National,E92000001,England,1 to 7 days,Other residential settings,730,22
2022,Reporting year,National,E92000001,England,1 to 7 days,Placed for adoption,30,1
2022,Reporting year,National,E92000001,England,1 to 7 days,Placed with parents or other persons with parental responsibility,410,5
2022,Reporting year,National,E92000001,England,1 to 7 days,Residential schools,c,c
2022,Reporting year,National,E92000001,England,1 to 7 days,Secure homes and children's homes,360,5
2022,Reporting year,National,E92000001,England,All placements,All placements,95530,100
2022,Reporting year,National,E92000001,England,All placements,Foster placements,57750,60
2022,Reporting year,National,E92000001,England,All placements,Independent and semi-independent living arrangements/ supported accommodation,13860,15
2022,Reporting year,National,E92000001,England,All placements,Other placement,2380,2
2022,Reporting year,National,E92000001,England,All placements,Other residential settings,3320,3
2022,Reporting year,National,E92000001,England,All placements,Placed for adoption,3160,3
2022,Reporting year,National,E92000001,England,All placements,Placed with parents or other persons with parental responsibility,7830,8
2022,Reporting year,National,E92000001,England,All placements,Residential schools,90,k
2022,Reporting year,National,E92000001,England,All placements,Secure homes and children's homes,7130,7
2022,Reporting year,National,E92000001,England,Average duration (days),All placements,374,z
2022,Reporting year,National,E92000001,England,Average duration (days),Foster placements,453,z
2022,Reporting year,National,E92000001,England,Average duration (days),Independent and semi-independent living arrangements/ supported accommodation,170,z
2022,Reporting year,National,E92000001,England,Average duration (days),Other placement,101,z
2022,Reporting year,National,E92000001,England,Average duration (days),Other residential settings,112,z
2022,Reporting year,National,E92000001,England,Average duration (days),Placed for adoption,269,z
2022,Reporting year,National,E92000001,England,Average duration (days),Placed with parents or other persons with parental responsibility,312,z
2022,Reporting year,National,E92000001,England,Average duration (days),Residential schools,604,z
2022,Reporting year,National,E92000001,England,Average duration (days),Secure homes and children's homes,447,z
2022,Reporting year,National,E92000001,England,From 1 month to under 3 months,All placements,13210,14
2022,Reporting year,National,E92000001,England,From 1 month to under 3 months,Foster placements,6430,11
2022,Reporting year,National,E92000001,England,From 1 month to under 3 months,Independent and semi-independent living arrangements/ supported accommodation,2910,21
2022,Reporting year,National,E92000001,England,From 1 month to under 3 months,Other placement,480,20
2022,Reporting year,National,E92000001,England,From 1 month to under 3 months,Other residential settings,760,23
2022,Reporting year,National,E92000001,England,From 1 month to under 3 months,Placed for adoption,130,4
2022,Reporting year,National,E92000001,England,From 1 month to under 3 months,Placed with parents or other persons with parental responsibility,1540,20
2022,Reporting year,National,E92000001,England,From 1 month to under 3 months,Residential schools,10,9
2022,Reporting year,National,E92000001,England,From 1 month to under 3 months,Secure homes and children's homes,950,13
2022,Reporting year,National,E92000001,England,From 1 year to under 2 years,All placements,16420,17
2022,Reporting year,National,E92000001,England,From 1 year to under 2 years,Foster placements,11050,19
2022,Reporting year,National,E92000001,England,From 1 year to under 2 years,Independent and semi-independent living arrangements/ supported accommodation,1900,14
2022,Reporting year,National,E92000001,England,From 1 year to under 2 years,Other placement,110,5
2022,Reporting year,National,E92000001,England,From 1 year to under 2 years,Other residential settings,140,4
2022,Reporting year,National,E92000001,England,From 1 year to under 2 years,Placed for adoption,530,17
2022,Reporting year,National,E92000001,England,From 1 year to under 2 years,Placed with parents or other persons with parental responsibility,1240,16
2022,Reporting year,National,E92000001,England,From 1 year to under 2 years,Residential schools,20,24
2022,Reporting year,National,E92000001,England,From 1 year to under 2 years,Secure homes and children's homes,1420,20
2022,Reporting year,National,E92000001,England,From 2 years to under 5 years,All placements,12130,13
2022,Reporting year,National,E92000001,England,From 2 years to under 5 years,Foster placements,9600,17
2022,Reporting year,National,E92000001,England,From 2 years to under 5 years,Independent and semi-independent living arrangements/ supported accommodation,30,k
2022,Reporting year,National,E92000001,England,From 2 years to under 5 years,Other placement,30,1
2022,Reporting year,National,E92000001,England,From 2 years to under 5 years,Other residential settings,50,1
2022,Reporting year,National,E92000001,England,From 2 years to under 5 years,Placed for adoption,60,2
2022,Reporting year,National,E92000001,England,From 2 years to under 5 years,Placed with parents or other persons with parental responsibility,860,11
2022,Reporting year,National,E92000001,England,From 2 years to under 5 years,Residential schools,20,26
2022,Reporting year,National,E92000001,England,From 2 years to under 5 years,Secure homes and children's homes,1480,21
2022,Reporting year,National,E92000001,England,From 3 months to under 6 months,All placements,14430,15
2022,Reporting year,National,E92000001,England,From 3 months to under 6 months,Foster placements,7340,13
2022,Reporting year,National,E92000001,England,From 3 months to under 6 months,Independent and semi-independent living arrangements/ supported accommodation,2850,21
2022,Reporting year,National,E92000001,England,From 3 months to under 6 months,Other placement,360,15
2022,Reporting year,National,E92000001,England,From 3 months to under 6 months,Other residential settings,720,22
2022,Reporting year,National,E92000001,England,From 3 months to under 6 months,Placed for adoption,720,23
2022,Reporting year,National,E92000001,England,From 3 months to under 6 months,Placed with parents or other persons with parental responsibility,1390,18
2022,Reporting year,National,E92000001,England,From 3 months to under 6 months,Residential schools,10,10
2022,Reporting year,National,E92000001,England,From 3 months to under 6 months,Secure homes and children's homes,1040,15
2022,Reporting year,National,E92000001,England,From 5 years and over,All placements,2270,2
2022,Reporting year,National,E92000001,England,From 5 years and over,Foster placements,2060,4
2022,Reporting year,National,E92000001,England,From 5 years and over,Independent and semi-independent living arrangements/ supported accommodation,0,0
2022,Reporting year,National,E92000001,England,From 5 years and over,Other placement,0,0
2022,Reporting year,National,E92000001,England,From 5 years and over,Other residential settings,c,c
2022,Reporting year,National,E92000001,England,From 5 years and over,Placed for adoption,c,c
2022,Reporting year,National,E92000001,England,From 5 years and over,Placed with parents or other persons with parental responsibility,80,1
2022,Reporting year,National,E92000001,England,From 5 years and over,Residential schools,c,c
2022,Reporting year,National,E92000001,England,From 5 years and over,Secure homes and children's homes,120,2
2022,Reporting year,National,E92000001,England,From 6 months to under 1 year,All placements,18320,19
2022,Reporting year,National,E92000001,England,From 6 months to under 1 year,Foster placements,10160,18
2022,Reporting year,National,E92000001,England,From 6 months to under 1 year,Independent and semi-independent living arrangements/ supported accommodation,3060,22
2022,Reporting year,National,E92000001,England,From 6 months to under 1 year,Other placement,270,11
2022,Reporting year,National,E92000001,England,From 6 months to under 1 year,Other residential settings,340,10
2022,Reporting year,National,E92000001,England,From 6 months to under 1 year,Placed for adoption,1660,52
2022,Reporting year,National,E92000001,England,From 6 months to under 1 year,Placed with parents or other persons with parental responsibility,1540,20
2022,Reporting year,National,E92000001,England,From 6 months to under 1 year,Residential schools,10,16
2022,Reporting year,National,E92000001,England,From 6 months to under 1 year,Secure homes and children's homes,1280,18
2022,Reporting year,National,E92000001,England,From 8 days to under 1 month,All placements,9910,10
2022,Reporting year,National,E92000001,England,From 8 days to under 1 month,Foster placements,5360,9
2022,Reporting year,National,E92000001,England,From 8 days to under 1 month,Independent and semi-independent living arrangements/ supported accommodation,2100,15
2022,Reporting year,National,E92000001,England,From 8 days to under 1 month,Other placement,590,25
2022,Reporting year,National,E92000001,England,From 8 days to under 1 month,Other residential settings,580,17
2022,Reporting year,National,E92000001,England,From 8 days to under 1 month,Placed for adoption,40,1
2022,Reporting year,National,E92000001,England,From 8 days to under 1 month,Placed with parents or other persons with parental responsibility,770,10
2022,Reporting year,National,E92000001,England,From 8 days to under 1 month,Residential schools,c,c
2022,Reporting year,National,E92000001,England,From 8 days to under 1 month,Secure homes and children's homes,470,7
2022,Reporting year,National,E92000001,England,Median duration (days),All placements,193,z
2022,Reporting year,National,E92000001,England,Median duration (days),Foster placements,246,z
2022,Reporting year,National,E92000001,England,Median duration (days),Independent and semi-independent living arrangements/ supported accommodation,116,z
2022,Reporting year,National,E92000001,England,Median duration (days),Other placement,35,z
2022,Reporting year,National,E92000001,England,Median duration (days),Other residential settings,59,z
2022,Reporting year,National,E92000001,England,Median duration (days),Placed for adoption,237,z
2022,Reporting year,National,E92000001,England,Median duration (days),Placed with parents or other persons with parental responsibility,168,z
2022,Reporting year,National,E92000001,England,Median duration (days),Residential schools,400,z
2022,Reporting year,National,E92000001,England,Median duration (days),Secure homes and children's homes,276,z
2021,Reporting year,National,E92000001,England,1 to 7 days,All placements,7300,8
2021,Reporting year,National,E92000001,England,1 to 7 days,Foster placements,4450,8
2021,Reporting year,National,E92000001,England,1 to 7 days,Independent and semi-independent living arrangements/ supported accommodation,830,6
2021,Reporting year,National,E92000001,England,1 to 7 days,Other placement,510,24
2021,Reporting year,National,E92000001,England,1 to 7 days,Other residential settings,800,22
2021,Reporting year,National,E92000001,England,1 to 7 days,Placed for adoption,30,1
2021,Reporting year,National,E92000001,England,1 to 7 days,Placed with parents or other persons with parental responsibility,420,6
2021,Reporting year,National,E92000001,England,1 to 7 days,Residential schools,c,c
2021,Reporting year,National,E92000001,England,1 to 7 days,Secure homes and children's homes,270,4
2021,Reporting year,National,E92000001,England,All placements,All placements,90570,100
2021,Reporting year,National,E92000001,England,All placements,Foster placements,54480,60
2021,Reporting year,National,E92000001,England,All placements,Independent and semi-independent living arrangements/ supported accommodation,13420,15
2021,Reporting year,National,E92000001,England,All placements,Other placement,2130,2
2021,Reporting year,National,E92000001,England,All placements,Other residential settings,3650,4
2021,Reporting year,National,E92000001,England,All placements,Placed for adoption,3080,3
2021,Reporting year,National,E92000001,England,All placements,Placed with parents or other persons with parental responsibility,7040,8
2021,Reporting year,National,E92000001,England,All placements,Residential schools,70,k
2021,Reporting year,National,E92000001,England,All placements,Secure homes and children's homes,6700,7
2021,Reporting year,National,E92000001,England,Average duration (days),All placements,388,z
2021,Reporting year,National,E92000001,England,Average duration (days),Foster placements,476,z
2021,Reporting year,National,E92000001,England,Average duration (days),Independent and semi-independent living arrangements/ supported accommodation,178,z
2021,Reporting year,National,E92000001,England,Average duration (days),Other placement,101,z
2021,Reporting year,National,E92000001,England,Average duration (days),Other residential settings,108,z
2021,Reporting year,National,E92000001,England,Average duration (days),Placed for adoption,283,z
2021,Reporting year,National,E92000001,England,Average duration (days),Placed with parents or other persons with parental responsibility,323,z
2021,Reporting year,National,E92000001,England,Average duration (days),Residential schools,572,z
2021,Reporting year,National,E92000001,England,Average duration (days),Secure homes and children's homes,446,z
2021,Reporting year,National,E92000001,England,From 1 month to under 3 months,All placements,12320,14
2021,Reporting year,National,E92000001,England,From 1 month to under 3 months,Foster placements,5870,11
2021,Reporting year,National,E92000001,England,From 1 month to under 3 months,Independent and semi-independent living arrangements/ supported accommodation,2920,22
2021,Reporting year,National,E92000001,England,From 1 month to under 3 months,Other placement,410,19
2021,Reporting year,National,E92000001,England,From 1 month to under 3 months,Other residential settings,850,23
2021,Reporting year,National,E92000001,England,From 1 month to under 3 months,Placed for adoption,130,4
2021,Reporting year,National,E92000001,England,From 1 month to under 3 months,Placed with parents or other persons with parental responsibility,1230,17
2021,Reporting year,National,E92000001,England,From 1 month to under 3 months,Residential schools,10,13
2021,Reporting year,National,E92000001,England,From 1 month to under 3 months,Secure homes and children's homes,910,14
2021,Reporting year,National,E92000001,England,From 1 year to under 2 years,All placements,16690,18
