time_period,time_identifier,geographic_level,country_code,country_name,gender,age_group,characteristic,number,percentage
2024,Reporting year,National,E92000001,England,Total,18 years and over,2a.1ii Offered intervention but refused it,z,z
2024,Reporting year,National,E92000001,England,Female,9 years and under,2a.1ii Offered intervention but refused it,c,c
2024,Reporting year,National,E92000001,England,Male,9 years and under,2a.1ii Offered intervention but refused it,c,c
2024,Reporting year,National,E92000001,England,Total,9 years and under,2a.1ii Offered intervention but refused it,c,c
2024,Reporting year,National,E92000001,England,Female,Total all ages,2a.1ii Offered intervention but refused it,270,40
2024,Reporting year,National,E92000001,England,Male,Total all ages,2a.1ii Offered intervention but refused it,410,43
2024,Reporting year,National,E92000001,England,Total,Total all ages,2a.1ii Offered intervention but refused it,680,42
2024,Reporting year,National,E92000001,England,Female,10 to 15 years,2b. Health assessments: Children looked after age groups,11690,45
2024,Reporting year,National,E92000001,England,Male,10 to 15 years,2b. Health assessments: Children looked after age groups,13890,42
2024,Reporting year,National,E92000001,England,Total,10 to 15 years,2b. Health assessments: Children looked after age groups,25580,43
2024,Reporting year,National,E92000001,England,Female,16 years and over,2b. Health assessments: Children looked after age groups,6300,24
2024,Reporting year,National,E92000001,England,Male,16 years and over,2b. Health assessments: Children looked after age groups,9670,29
2024,Reporting year,National,E92000001,England,Total,16 years and over,2b. Health assessments: Children looked after age groups,15980,27
2024,Reporting year,National,E92000001,England,Female,4 years and under,2b. Health assessments: Children looked after age groups,3080,12
2024,Reporting year,National,E92000001,England,Male,4 years and under,2b. Health assessments: Children looked after age groups,3740,11
2024,Reporting year,National,E92000001,England,Total,4 years and under,2b. Health assessments: Children looked after age groups,6820,11
2024,Reporting year,National,E92000001,England,Female,5 to 9 years,2b. Health assessments: Children looked after age groups,4980,19
2024,Reporting year,National,E92000001,England,Male,5 to 9 years,2b. Health assessments: Children looked after age groups,6120,18
2024,Reporting year,National,E92000001,England,Total,5 to 9 years,2b. Health assessments: Children looked after age groups,11100,19
2024,Reporting year,National,E92000001,England,Female,Total all ages,2b. Health assessments: Children looked after age groups,26050,100
2024,Reporting year,National,E92000001,England,Male,Total all ages,2b. Health assessments: Children looked after age groups,33420,100
2024,Reporting year,National,E92000001,England,Total,Total all ages,2b. Health assessments: Children looked after age groups,59480,100
2024,Reporting year,National,E92000001,England,Female,10 to 15 years,2b.1 Had their annual health assessment,10640,91
2024,Reporting year,National,E92000001,England,Male,10 to 15 years,2b.1 Had their annual health assessment,12730,92
2024,Reporting year,National,E92000001,England,Total,10 to 15 years,2b.1 Had their annual health assessment,23380,91
2024,Reporting year,National,E92000001,England,Female,16 years and over,2b.1 Had their annual health assessment,5280,84
2024,Reporting year,National,E92000001,England,Male,16 years and over,2b.1 Had their annual health assessment,8130,84
2024,Reporting year,National,E92000001,England,Total,16 years and over,2b.1 Had their annual health assessment,13420,84
2024,Reporting year,National,E92000001,England,Female,4 years and under,2b.1 Had their annual health assessment,2610,85
2024,Reporting year,National,E92000001,England,Male,4 years and under,2b.1 Had their annual health assessment,3170,85
2024,Reporting year,National,E92000001,England,Total,4 years and under,2b.1 Had their annual health assessment,5780,85
2024,Reporting year,National,E92000001,England,Female,5 to 9 years,2b.1 Had their annual health assessment,4650,93
2024,Reporting year,National,E92000001,England,Male,5 to 9 years,2b.1 Had their annual health assessment,5740,94
2024,Reporting year,National,E92000001,England,Total,5 to 9 years,2b.1 Had their annual health assessment,10390,94
2024,Reporting year,National,E92000001,England,Female,Total all ages,2b.1 Had their annual health assessment,23180,89
2024,Reporting year,National,E92000001,England,Male,Total all ages,2b.1 Had their annual health assessment,29770,89
2024,Reporting year,National,E92000001,England,Total,Total all ages,2b.1 Had their annual health assessment,52950,89
2024,Reporting year,National,E92000001,England,Female,10 to 15 years,2b.2 Had their immunisations up to date,9870,84
2024,Reporting year,National,E92000001,England,Male,10 to 15 years,2b.2 Had their immunisations up to date,11720,84
2024,Reporting year,National,E92000001,England,Total,10 to 15 years,2b.2 Had their immunisations up to date,21590,84
2024,Reporting year,National,E92000001,England,Female,16 years and over,2b.2 Had their immunisations up to date,4900,78
2024,Reporting year,National,E92000001,England,Male,16 years and over,2b.2 Had their immunisations up to date,6820,71
2024,Reporting year,National,E92000001,England,Total,16 years and over,2b.2 Had their immunisations up to date,11720,73
2024,Reporting year,National,E92000001,England,Female,4 years and under,2b.2 Had their immunisations up to date,2640,86
2024,Reporting year,National,E92000001,England,Male,4 years and under,2b.2 Had their immunisations up to date,3220,86
2024,Reporting year,National,E92000001,England,Total,4 years and under,2b.2 Had their immunisations up to date,5850,86
2024,Reporting year,National,E92000001,England,Female,5 to 9 years,2b.2 Had their immunisations up to date,4360,88
2024,Reporting year,National,E92000001,England,Male,5 to 9 years,2b.2 Had their immunisations up to date,5370,88
2024,Reporting year,National,E92000001,England,Total,5 to 9 years,2b.2 Had their immunisations up to date,9730,88
2024,Reporting year,National,E92000001,England,Female,Total all ages,2b.2 Had their immunisations up to date,21770,84
2024,Reporting year,National,E92000001,England,Male,Total all ages,2b.2 Had their immunisations up to date,27130,81
2024,Reporting year,National,E92000001,England,Total,Total all ages,2b.2 Had their immunisations up to date,48890,82
2024,Reporting year,National,E92000001,England,Female,10 to 15 years,2b.3 Had their teeth checked by a dentist,9460,81
2024,Reporting year,National,E92000001,England,Male,10 to 15 years,2b.3 Had their teeth checked by a dentist,11300,81
2024,Reporting year,National,E92000001,England,Total,10 to 15 years,2b.3 Had their teeth checked by a dentist,20760,81
2024,Reporting year,National,E92000001,England,Female,16 years and over,2b.3 Had their teeth checked by a dentist,4440,70
2024,Reporting year,National,E92000001,England,Male,16 years and over,2b.3 Had their teeth checked by a dentist,6850,71
2024,Reporting year,National,E92000001,England,Total,16 years and over,2b.3 Had their teeth checked by a dentist,11290,71
2024,Reporting year,National,E92000001,England,Female,4 years and under,2b.3 Had their teeth checked by a dentist,2530,82
2024,Reporting year,National,E92000001,England,Male,4 years and under,2b.3 Had their teeth checked by a dentist,3080,82
2024,Reporting year,National,E92000001,England,Total,4 years and under,2b.3 Had their teeth checked by a dentist,5610,82
2024,Reporting year,National,E92000001,England,Female,5 to 9 years,2b.3 Had their teeth checked by a dentist,4140,83
2024,Reporting year,National,E92000001,England,Male,5 to 9 years,2b.3 Had their teeth checked by a dentist,5150,84
2024,Reporting year,National,E92000001,England,Total,5 to 9 years,2b.3 Had their teeth checked by a dentist,9290,84
2024,Reporting year,National,E92000001,England,Female,Total all ages,2b.3 Had their teeth checked by a dentist,20560,79
2024,Reporting year,National,E92000001,England,Male,Total all ages,2b.3 Had their teeth checked by a dentist,26380,79
2024,Reporting year,National,E92000001,England,Total,Total all ages,2b.3 Had their teeth checked by a dentist,46940,79
2024,Reporting year,National,E92000001,England,Female,1 year and under,3. Development assessments: Children looked after age groups,940,31
2024,Reporting year,National,E92000001,England,Male,1 year and under,3. Development assessments: Children looked after age groups,1120,30
2024,Reporting year,National,E92000001,England,Total,1 year and under,3. Development assessments: Children looked after age groups,2060,30
2024,Reporting year,National,E92000001,England,Female,2 years,3. Development assessments: Children looked after age groups,770,25
2024,Reporting year,National,E92000001,England,Male,2 years,3. Development assessments: Children looked after age groups,880,24
2024,Reporting year,National,E92000001,England,Total,2 years,3. Development assessments: Children looked after age groups,1650,24
2024,Reporting year,National,E92000001,England,Female,3 years,3. Development assessments: Children looked after age groups,640,21
2024,Reporting year,National,E92000001,England,Male,3 years,3. Development assessments: Children looked after age groups,830,22
2024,Reporting year,National,E92000001,England,Total,3 years,3. Development assessments: Children looked after age groups,1470,22
2024,Reporting year,National,E92000001,England,Female,4 years,3. Development assessments: Children looked after age groups,730,24
2024,Reporting year,National,E92000001,England,Male,4 years,3. Development assessments: Children looked after age groups,910,24
2024,Reporting year,National,E92000001,England,Total,4 years,3. Development assessments: Children looked after age groups,1640,24
2024,Reporting year,National,E92000001,England,Female,Total 0 to 4 years,3. Development assessments: Children looked after age groups,3080,100
2024,Reporting year,National,E92000001,England,Male,Total 0 to 4 years,3. Development assessments: Children looked after age groups,3740,100
2024,Reporting year,National,E92000001,England,Total,Total 0 to 4 years,3. Development assessments: Children looked after age groups,6820,100
2024,Reporting year,National,E92000001,England,Female,1 year and under,3.1 Development assessments up to date,820,88
2024,Reporting year,National,E92000001,England,Male,1 year and under,3.1 Development assessments up to date,990,88
2024,Reporting year,National,E92000001,England,Total,1 year and under,3.1 Development assessments up to date,1820,88
2024,Reporting year,National,E92000001,England,Female,2 years,3.1 Development assessments up to date,680,89
2024,Reporting year,National,E92000001,England,Male,2 years,3.1 Development assessments up to date,770,87
2024,Reporting year,National,E92000001,England,Total,2 years,3.1 Development assessments up to date,1450,88
2024,Reporting year,National,E92000001,England,Female,3 years,3.1 Development assessments up to date,570,88
2024,Reporting year,National,E92000001,England,Male,3 years,3.1 Development assessments up to date,720,87
2024,Reporting year,National,E92000001,England,Total,3 years,3.1 Development assessments up to date,1290,88
2024,Reporting year,National,E92000001,England,Female,4 years,3.1 Development assessments up to date,630,86
2024,Reporting year,National,E92000001,England,Male,4 years,3.1 Development assessments up to date,790,87
2024,Reporting year,National,E92000001,England,Total,4 years,3.1 Development assessments up to date,1430,87
2024,Reporting year,National,E92000001,England,Female,Total 0 to 4 years,3.1 Development assessments up to date,2700,88
2024,Reporting year,National,E92000001,England,Male,Total 0 to 4 years,3.1 Development assessments up to date,3270,87
2024,Reporting year,National,E92000001,England,Total,Total 0 to 4 years,3.1 Development assessments up to date,5980,88
2024,Reporting year,National,E92000001,England,Female,10 years,4. SDQ score: Children looked after age groups,1460,7
2024,Reporting year,National,E92000001,England,Male,10 years,4. SDQ score: Children looked after age groups,1660,7
2024,Reporting year,National,E92000001,England,Total,10 years,4. SDQ score: Children looked after age groups,3120,7
2024,Reporting year,National,E92000001,England,Female,11 years,4. SDQ score: Children looked after age groups,1590,8
2024,Reporting year,National,E92000001,England,Male,11 years,4. SDQ score: Children looked after age groups,1880,8
2024,Reporting year,National,E92000001,England,Total,11 years,4. SDQ score: Children looked after age groups,3470,8
2024,Reporting year,National,E92000001,England,Female,12 years,4. SDQ score: Children looked after age groups,1840,9
2024,Reporting year,National,E92000001,England,Male,12 years,4. SDQ score: Children looked after age groups,2090,9
2024,Reporting year,National,E92000001,England,Total,12 years,4. SDQ score: Children looked after age groups,3930,9
2024,Reporting year,National,E92000001,England,Female,13 years,4. SDQ score: Children looked after age groups,1880,10
2024,Reporting year,National,E92000001,England,Male,13 years,4. SDQ score: Children looked after age groups,2370,10
2024,Reporting year,National,E92000001,England,Total,13 years,4. SDQ score: Children looked after age groups,4240,10
2024,Reporting year,National,E92000001,England,Female,14 years,4. SDQ score: Children looked after age groups,2380,12
2024,Reporting year,National,E92000001,England,Male,14 years,4. SDQ score: Children looked after age groups,2700,11
2024,Reporting year,National,E92000001,England,Total,14 years,4. SDQ score: Children looked after age groups,5090,12
2024,Reporting year,National,E92000001,England,Female,15 years,4. SDQ score: Children looked after age groups,2560,13
2024,Reporting year,National,E92000001,England,Male,15 years,4. SDQ score: Children looked after age groups,3180,13
2024,Reporting year,National,E92000001,England,Total,15 years,4. SDQ score: Children looked after age groups,5740,13
2024,Reporting year,National,E92000001,England,Female,16 years,4. SDQ score: Children looked after age groups,2960,15
2024,Reporting year,National,E92000001,England,Male,16 years,4. SDQ score: Children looked after age groups,3910,16
2024,Reporting year,National,E92000001,England,Total,16 years,4. SDQ score: Children looked after age groups,6870,16
2024,Reporting year,National,E92000001,England,Female,5 years,4. SDQ score: Children looked after age groups,760,4
2024,Reporting year,National,E92000001,England,Male,5 years,4. SDQ score: Children looked after age groups,940,4
2024,Reporting year,National,E92000001,England,Total,5 years,4. SDQ score: Children looked after age groups,1700,4
2024,Reporting year,National,E92000001,England,Female,6 years,4. SDQ score: Children looked after age groups,930,5
2024,Reporting year,National,E92000001,England,Male,6 years,4. SDQ score: Children looked after age groups,1110,5
2024,Reporting year,National,E92000001,England,Total,6 years,4. SDQ score: Children looked after age groups,2040,5
2024,Reporting year,National,E92000001,England,Female,7 years,4. SDQ score: Children looked after age groups,960,5
2024,Reporting year,National,E92000001,England,Male,7 years,4. SDQ score: Children looked after age groups,1150,5
2024,Reporting year,National,E92000001,England,Total,7 years,4. SDQ score: Children looked after age groups,2110,5
2024,Reporting year,National,E92000001,England,Female,8 years,4. SDQ score: Children looked after age groups,1090,6
2024,Reporting year,National,E92000001,England,Male,8 years,4. SDQ score: Children looked after age groups,1370,6
2024,Reporting year,National,E92000001,England,Total,8 years,4. SDQ score: Children looked after age groups,2460,6
2024,Reporting year,National,E92000001,England,Female,9 years,4. SDQ score: Children looked after age groups,1240,6
2024,Reporting year,National,E92000001,England,Male,9 years,4. SDQ score: Children looked after age groups,1550,6
2024,Reporting year,National,E92000001,England,Total,9 years,4. SDQ score: Children looked after age groups,2790,6
2024,Reporting year,National,E92000001,England,Female,Total 5 to 16 years,4. SDQ score: Children looked after age groups,19630,100
2024,Reporting year,National,E92000001,England,Male,Total 5 to 16 years,4. SDQ score: Children looked after age groups,23910,100
2024,Reporting year,National,E92000001,England,Total,Total 5 to 16 years,4. SDQ score: Children looked after age groups,43540,100
2024,Reporting year,National,E92000001,England,Female,10 years,4.1 SDQ score was received,1170,80
2024,Reporting year,National,E92000001,England,Male,10 years,4.1 SDQ score was received,1320,79
2024,Reporting year,National,E92000001,England,Total,10 years,4.1 SDQ score was received,2490,80
2024,Reporting year,National,E92000001,England,Female,11 years,4.1 SDQ score was received,1270,80
2024,Reporting year,National,E92000001,England,Male,11 years,4.1 SDQ score was received,1470,78
2024,Reporting year,National,E92000001,England,Total,11 years,4.1 SDQ score was received,2740,79
2024,Reporting year,National,E92000001,England,Female,12 years,4.1 SDQ score was received,1430,78
2024,Reporting year,National,E92000001,England,Male,12 years,4.1 SDQ score was received,1660,79
2024,Reporting year,National,E92000001,England,Total,12 years,4.1 SDQ score was received,3090,79
2024,Reporting year,National,E92000001,England,Female,13 years,4.1 SDQ score was received,1500,80
2024,Reporting year,National,E92000001,England,Male,13 years,4.1 SDQ score was received,1830,77
2024,Reporting year,National,E92000001,England,Total,13 years,4.1 SDQ score was received,3330,78
2024,Reporting year,National,E92000001,England,Female,14 years,4.1 SDQ score was received,1840,77
2024,Reporting year,National,E92000001,England,Male,14 years,4.1 SDQ score was received,2090,77
2024,Reporting year,National,E92000001,England,Total,14 years,4.1 SDQ score was received,3920,77
2024,Reporting year,National,E92000001,England,Female,15 years,4.1 SDQ score was received,1960,76
2024,Reporting year,National,E92000001,England,Male,15 years,4.1 SDQ score was received,2410,76
2024,Reporting year,National,E92000001,England,Total,15 years,4.1 SDQ score was received,4360,76
2024,Reporting year,National,E92000001,England,Female,16 years,4.1 SDQ score was received,2250,76
2024,Reporting year,National,E92000001,England,Male,16 years,4.1 SDQ score was received,2800,72
2024,Reporting year,National,E92000001,England,Total,16 years,4.1 SDQ score was received,5050,73
2024,Reporting year,National,E92000001,England,Female,5 years,4.1 SDQ score was received,560,75
2024,Reporting year,National,E92000001,England,Male,5 years,4.1 SDQ score was received,700,74
2024,Reporting year,National,E92000001,England,Total,5 years,4.1 SDQ score was received,1260,74
2024,Reporting year,National,E92000001,England,Female,6 years,4.1 SDQ score was received,720,78
2024,Reporting year,National,E92000001,England,Male,6 years,4.1 SDQ score was received,810,74
2024,Reporting year,National,E92000001,England,Total,6 years,4.1 SDQ score was received,1540,75
2024,Reporting year,National,E92000001,England,Female,7 years,4.1 SDQ score was received,740,77
2024,Reporting year,National,E92000001,England,Male,7 years,4.1 SDQ score was received,900,78
2024,Reporting year,National,E92000001,England,Total,7 years,4.1 SDQ score was received,1640,78
2024,Reporting year,National,E92000001,England,Female,8 years,4.1 SDQ score was received,840,77
2024,Reporting year,National,E92000001,England,Male,8 years,4.1 SDQ score was received,1060,78
2024,Reporting year,National,E92000001,England,Total,8 years,4.1 SDQ score was received,1910,78
2024,Reporting year,National,E92000001,England,Female,9 years,4.1 SDQ score was received,950,77
2024,Reporting year,National,E92000001,England,Male,9 years,4.1 SDQ score was received,1230,79
2024,Reporting year,National,E92000001,England,Total,9 years,4.1 SDQ score was received,2180,78
2024,Reporting year,National,E92000001,England,Female,Total 5 to 16 years,4.1 SDQ score was received,15220,78
2024,Reporting year,National,E92000001,England,Male,Total 5 to 16 years,4.1 SDQ score was received,18270,76
2024,Reporting year,National,E92000001,England,Total,Total 5 to 16 years,4.1 SDQ score was received,33490,77
2024,Reporting year,National,E92000001,England,Female,10 years,4.1.1 SDQ score is normal,610,52
2024,Reporting year,National,E92000001,England,Male,10 years,4.1.1 SDQ score is normal,540,41
2024,Reporting year,National,E92000001,England,Total,10 years,4.1.1 SDQ score is normal,1150,46
2024,Reporting year,National,E92000001,England,Female,11 years,4.1.1 SDQ score is normal,660,52
2024,Reporting year,National,E92000001,England,Male,11 years,4.1.1 SDQ score is normal,630,43
2024,Reporting year,National,E92000001,England,Total,11 years,4.1.1 SDQ score is normal,1290,47
2024,Reporting year,National,E92000001,England,Female,12 years,4.1.1 SDQ score is normal,710,49
2024,Reporting year,National,E92000001,England,Male,12 years,4.1.1 SDQ score is normal,710,43
2024,Reporting year,National,E92000001,England,Total,12 years,4.1.1 SDQ score is normal,1420,46
2024,Reporting year,National,E92000001,England,Female,13 years,4.1.1 SDQ score is normal,710,48
2024,Reporting year,National,E92000001,England,Male,13 years,4.1.1 SDQ score is normal,770,42
2024,Reporting year,National,E92000001,England,Total,13 years,4.1.1 SDQ score is normal,1480,45
2024,Reporting year,National,E92000001,England,Female,14 years,4.1.1 SDQ score is normal,820,45
2024,Reporting year,National,E92000001,England,Male,14 years,4.1.1 SDQ score is normal,830,40
2024,Reporting year,National,E92000001,England,Total,14 years,4.1.1 SDQ score is normal,1660,42
2024,Reporting year,National,E92000001,England,Female,15 years,4.1.1 SDQ score is normal,850,43
2024,Reporting year,National,E92000001,England,Male,15 years,4.1.1 SDQ score is normal,1150,48
2024,Reporting year,National,E92000001,England,Total,15 years,4.1.1 SDQ score is normal,1990,46
2024,Reporting year,National,E92000001,England,Female,16 years,4.1.1 SDQ score is normal,1080,48
2024,Reporting year,National,E92000001,England,Male,16 years,4.1.1 SDQ score is normal,1490,53
2024,Reporting year,National,E92000001,England,Total,16 years,4.1.1 SDQ score is normal,2570,51
