time_period,time_identifier,geographic_level,country_code,country_name,population_group,characteristic,placement_stability,number,percentage
2024,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Living with the same carer for at least 2 years,90,78
2024,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Not living with the same carer for at least 2 years,30,22
2024,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Total children,120,100
2024,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Living with the same carer for at least 2 years,30,80
2024,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Not living with the same carer for at least 2 years,10,20
2024,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Total children,40,100
2024,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Living with the same carer for at least 2 years,150,71
2024,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Not living with the same carer for at least 2 years,60,29
2024,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Total children,210,100
2024,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Living with the same carer for at least 2 years,960,68
2024,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Not living with the same carer for at least 2 years,450,32
2024,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,1410,100
2024,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Living with the same carer for at least 2 years,260,66
2024,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Not living with the same carer for at least 2 years,140,34
2024,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Total children,400,100
2024,Reporting year,National,E92000001,England,Ethnicity,4b. African,Living with the same carer for at least 2 years,460,72
2024,Reporting year,National,E92000001,England,Ethnicity,4b. African,Not living with the same carer for at least 2 years,180,28
2024,Reporting year,National,E92000001,England,Ethnicity,4b. African,Total children,640,100
2024,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Living with the same carer for at least 2 years,230,64
2024,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Not living with the same carer for at least 2 years,130,36
2024,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Total children,360,100
2024,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Living with the same carer for at least 2 years,200,66
2024,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Not living with the same carer for at least 2 years,100,34
2024,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Total children,300,100
2024,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Living with the same carer for at least 2 years,20,62
2024,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Not living with the same carer for at least 2 years,10,38
2024,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Total children,40,100
2024,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Living with the same carer for at least 2 years,c,c
2024,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Not living with the same carer for at least 2 years,c,c
2024,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Total children,10,100
2024,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Living with the same carer for at least 2 years,20,63
2024,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Not living with the same carer for at least 2 years,10,37
2024,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Total children,30,100
2024,Reporting year,National,E92000001,England,Ethnicity,Total children,Living with the same carer for at least 2 years,19750,68
2024,Reporting year,National,E92000001,England,Ethnicity,Total children,Not living with the same carer for at least 2 years,9250,32
2024,Reporting year,National,E92000001,England,Ethnicity,Total children,Total children,29000,100
2024,Reporting year,National,E92000001,England,Gender,Female,Living with the same carer for at least 2 years,8890,68
2024,Reporting year,National,E92000001,England,Gender,Female,Not living with the same carer for at least 2 years,4180,32
2024,Reporting year,National,E92000001,England,Gender,Female,Total children,13070,100
2024,Reporting year,National,E92000001,England,Gender,Male,Living with the same carer for at least 2 years,10860,68
2024,Reporting year,National,E92000001,England,Gender,Male,Not living with the same carer for at least 2 years,5070,32
2024,Reporting year,National,E92000001,England,Gender,Male,Total children,15930,100
2024,Reporting year,National,E92000001,England,Gender,Total children,Living with the same carer for at least 2 years,19750,68
2024,Reporting year,National,E92000001,England,Gender,Total children,Not living with the same carer for at least 2 years,9250,32
2024,Reporting year,National,E92000001,England,Gender,Total children,Total children,29000,100
2024,Reporting year,National,E92000001,England,Legal status,Care orders,Living with the same carer for at least 2 years,18710,68
2024,Reporting year,National,E92000001,England,Legal status,Care orders,Not living with the same carer for at least 2 years,8730,32
2024,Reporting year,National,E92000001,England,Legal status,Care orders,Total children,27440,100
2024,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Living with the same carer for at least 2 years,z,z
2024,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Not living with the same carer for at least 2 years,z,z
2024,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Total children,0,z
2024,Reporting year,National,E92000001,England,Legal status,Placement order granted,Living with the same carer for at least 2 years,780,65
2024,Reporting year,National,E92000001,England,Legal status,Placement order granted,Not living with the same carer for at least 2 years,420,35
2024,Reporting year,National,E92000001,England,Legal status,Placement order granted,Total children,1200,100
2024,Reporting year,National,E92000001,England,Legal status,Total children,Living with the same carer for at least 2 years,19750,68
2024,Reporting year,National,E92000001,England,Legal status,Total children,Not living with the same carer for at least 2 years,9250,32
2024,Reporting year,National,E92000001,England,Legal status,Total children,Total children,29000,100
2024,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Living with the same carer for at least 2 years,260,73
2024,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Not living with the same carer for at least 2 years,100,27
2024,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Total children,360,100
2024,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Living with the same carer for at least 2 years,z,z
2024,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Not living with the same carer for at least 2 years,z,z
2024,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Total children,0,z
2024,Reporting year,National,E92000001,England,Placement,Foster placements,Living with the same carer for at least 2 years,17360,76
2024,Reporting year,National,E92000001,England,Placement,Foster placements,Not living with the same carer for at least 2 years,5360,24
2024,Reporting year,National,E92000001,England,Placement,Foster placements,Total children,22720,100
2024,Reporting year,National,E92000001,England,Placement,Independent and semi-independent living arrangements/ supported accommodation,Living with the same carer for at least 2 years,z,z
2024,Reporting year,National,E92000001,England,Placement,Independent and semi-independent living arrangements/ supported accommodation,Not living with the same carer for at least 2 years,z,z
2024,Reporting year,National,E92000001,England,Placement,Independent and semi-independent living arrangements/ supported accommodation,Total children,0,z
2024,Reporting year,National,E92000001,England,Placement,Other placements,Living with the same carer for at least 2 years,20,9
2024,Reporting year,National,E92000001,England,Placement,Other placements,Not living with the same carer for at least 2 years,180,91
2024,Reporting year,National,E92000001,England,Placement,Other placements,Total children,190,100
2024,Reporting year,National,E92000001,England,Placement,Other residential settings,Living with the same carer for at least 2 years,20,13
2024,Reporting year,National,E92000001,England,Placement,Other residential settings,Not living with the same carer for at least 2 years,140,87
2024,Reporting year,National,E92000001,England,Placement,Other residential settings,Total children,170,100
2024,Reporting year,National,E92000001,England,Placement,Placed for adoption,Living with the same carer for at least 2 years,440,76
2024,Reporting year,National,E92000001,England,Placement,Placed for adoption,Not living with the same carer for at least 2 years,140,24
2024,Reporting year,National,E92000001,England,Placement,Placed for adoption,Total children,580,100
2024,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Living with the same carer for at least 2 years,880,41
2024,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Not living with the same carer for at least 2 years,1270,59
2024,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Total children,2160,100
2024,Reporting year,National,E92000001,England,Placement,Residential schools,Living with the same carer for at least 2 years,20,71
2024,Reporting year,National,E92000001,England,Placement,Residential schools,Not living with the same carer for at least 2 years,10,29
2024,Reporting year,National,E92000001,England,Placement,Residential schools,Total children,20,100
2024,Reporting year,National,E92000001,England,Placement,Secure homes and children's homes,Living with the same carer for at least 2 years,1020,32
2024,Reporting year,National,E92000001,England,Placement,Secure homes and children's homes,Not living with the same carer for at least 2 years,2160,68
2024,Reporting year,National,E92000001,England,Placement,Secure homes and children's homes,Total children,3170,100
2024,Reporting year,National,E92000001,England,Placement,Total children,Living with the same carer for at least 2 years,19750,68
2024,Reporting year,National,E92000001,England,Placement,Total children,Not living with the same carer for at least 2 years,9250,32
2024,Reporting year,National,E92000001,England,Placement,Total children,Total children,29000,100
2024,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Living with the same carer for at least 2 years,19730,68
2024,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Not living with the same carer for at least 2 years,9240,32
2024,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Total children,28970,100
2024,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Living with the same carer for at least 2 years,19750,68
2024,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Not living with the same carer for at least 2 years,9250,32
2024,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Total children,29000,100
2024,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Living with the same carer for at least 2 years,20,66
2024,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Not living with the same carer for at least 2 years,10,34
2024,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Total children,40,100
2023,Reporting year,National,E92000001,England,Age group,1 to 4 years,Living with the same carer for at least 2 years,1190,63
2023,Reporting year,National,E92000001,England,Age group,1 to 4 years,Not living with the same carer for at least 2 years,690,37
2023,Reporting year,National,E92000001,England,Age group,1 to 4 years,Total children,1880,100
2023,Reporting year,National,E92000001,England,Age group,10 to 15 years,Living with the same carer for at least 2 years,13910,68
2023,Reporting year,National,E92000001,England,Age group,10 to 15 years,Not living with the same carer for at least 2 years,6520,32
2023,Reporting year,National,E92000001,England,Age group,10 to 15 years,Total children,20430,100
2023,Reporting year,National,E92000001,England,Age group,5 to 9 years,Living with the same carer for at least 2 years,5120,70
2023,Reporting year,National,E92000001,England,Age group,5 to 9 years,Not living with the same carer for at least 2 years,2170,30
2023,Reporting year,National,E92000001,England,Age group,5 to 9 years,Total children,7290,100
2023,Reporting year,National,E92000001,England,Age group,Total children,Living with the same carer for at least 2 years,20210,68
2023,Reporting year,National,E92000001,England,Age group,Total children,Not living with the same carer for at least 2 years,9380,32
2023,Reporting year,National,E92000001,England,Age group,Total children,Total children,29600,100
2023,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Living with the same carer for at least 2 years,16150,68
2023,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Not living with the same carer for at least 2 years,7460,32
2023,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Total children,23610,100
2023,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Living with the same carer for at least 2 years,15290,69
2023,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Not living with the same carer for at least 2 years,7010,31
2023,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Total children,22290,100
2023,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Living with the same carer for at least 2 years,50,64
2023,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Not living with the same carer for at least 2 years,30,36
2023,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Total children,70,100
2023,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Living with the same carer for at least 2 years,30,49
2023,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Not living with the same carer for at least 2 years,30,51
2023,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Total children,70,100
2023,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Living with the same carer for at least 2 years,180,66
2023,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Not living with the same carer for at least 2 years,90,34
2023,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Total children,270,100
2023,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Living with the same carer for at least 2 years,610,67
2023,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Not living with the same carer for at least 2 years,300,33
2023,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Total children,910,100
2023,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,Living with the same carer for at least 2 years,2330,68
2023,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,Not living with the same carer for at least 2 years,1100,32
2023,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,Total children,3430,100
2023,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,Living with the same carer for at least 2 years,780,68
2023,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,Not living with the same carer for at least 2 years,370,32
2023,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,Total children,1150,100
2023,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Living with the same carer for at least 2 years,270,67
2023,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Not living with the same carer for at least 2 years,140,33
2023,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Total children,400,100
2023,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Living with the same carer for at least 2 years,540,69
2023,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Not living with the same carer for at least 2 years,240,31
2023,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Total children,780,100
2023,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Living with the same carer for at least 2 years,740,67
2023,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Not living with the same carer for at least 2 years,360,33
2023,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Total children,1100,100
2023,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Living with the same carer for at least 2 years,560,69
2023,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Not living with the same carer for at least 2 years,250,31
2023,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Total children,810,100
2023,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Living with the same carer for at least 2 years,70,72
2023,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Not living with the same carer for at least 2 years,30,28
2023,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Total children,100,100
2023,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Living with the same carer for at least 2 years,240,68
2023,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Not living with the same carer for at least 2 years,110,32
2023,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Total children,350,100
2023,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Living with the same carer for at least 2 years,80,63
2023,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Not living with the same carer for at least 2 years,50,37
2023,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Total children,120,100
2023,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Living with the same carer for at least 2 years,30,80
2023,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Not living with the same carer for at least 2 years,10,20
2023,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Total children,40,100
2023,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Living with the same carer for at least 2 years,150,72
2023,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Not living with the same carer for at least 2 years,60,28
2023,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Total children,200,100
2023,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Living with the same carer for at least 2 years,970,68
2023,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Not living with the same carer for at least 2 years,460,32
2023,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,1430,100
2023,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Living with the same carer for at least 2 years,290,68
2023,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Not living with the same carer for at least 2 years,140,32
2023,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Total children,420,100
2023,Reporting year,National,E92000001,England,Ethnicity,4b. African,Living with the same carer for at least 2 years,430,68
2023,Reporting year,National,E92000001,England,Ethnicity,4b. African,Not living with the same carer for at least 2 years,200,32
2023,Reporting year,National,E92000001,England,Ethnicity,4b. African,Total children,630,100
2023,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Living with the same carer for at least 2 years,260,67
2023,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Not living with the same carer for at least 2 years,130,33
2023,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Total children,380,100
2023,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Living with the same carer for at least 2 years,200,67
2023,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Not living with the same carer for at least 2 years,100,33
2023,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Total children,290,100
2023,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Living with the same carer for at least 2 years,10,61
2023,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Not living with the same carer for at least 2 years,10,39
2023,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Total children,20,100
2023,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Living with the same carer for at least 2 years,c,c
2023,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Not living with the same carer for at least 2 years,c,c
2023,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Total children,10,100
2023,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Living with the same carer for at least 2 years,10,53
2023,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Not living with the same carer for at least 2 years,10,47
2023,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Total children,20,100
2023,Reporting year,National,E92000001,England,Ethnicity,Total children,Living with the same carer for at least 2 years,20210,68
2023,Reporting year,National,E92000001,England,Ethnicity,Total children,Not living with the same carer for at least 2 years,9380,32
2023,Reporting year,National,E92000001,England,Ethnicity,Total children,Total children,29600,100
2023,Reporting year,National,E92000001,England,Gender,Female,Living with the same carer for at least 2 years,8940,68
2023,Reporting year,National,E92000001,England,Gender,Female,Not living with the same carer for at least 2 years,4280,32
2023,Reporting year,National,E92000001,England,Gender,Female,Total children,13220,100
2023,Reporting year,National,E92000001,England,Gender,Male,Living with the same carer for at least 2 years,11270,69
2023,Reporting year,National,E92000001,England,Gender,Male,Not living with the same carer for at least 2 years,5110,31
2023,Reporting year,National,E92000001,England,Gender,Male,Total children,16380,100
2023,Reporting year,National,E92000001,England,Gender,Total children,Living with the same carer for at least 2 years,20210,68
2023,Reporting year,National,E92000001,England,Gender,Total children,Not living with the same carer for at least 2 years,9380,32
2023,Reporting year,National,E92000001,England,Gender,Total children,Total children,29600,100
2023,Reporting year,National,E92000001,England,Legal status,Care orders,Living with the same carer for at least 2 years,19130,68
2023,Reporting year,National,E92000001,England,Legal status,Care orders,Not living with the same carer for at least 2 years,8900,32
2023,Reporting year,National,E92000001,England,Legal status,Care orders,Total children,28030,100
2023,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Living with the same carer for at least 2 years,z,z
2023,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Not living with the same carer for at least 2 years,z,z
2023,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Total children,0,z
2023,Reporting year,National,E92000001,England,Legal status,Placement order granted,Living with the same carer for at least 2 years,860,68
2023,Reporting year,National,E92000001,England,Legal status,Placement order granted,Not living with the same carer for at least 2 years,400,32
2023,Reporting year,National,E92000001,England,Legal status,Placement order granted,Total children,1260,100
2023,Reporting year,National,E92000001,England,Legal status,Total children,Living with the same carer for at least 2 years,20210,68
2023,Reporting year,National,E92000001,England,Legal status,Total children,Not living with the same carer for at least 2 years,9380,32
2023,Reporting year,National,E92000001,England,Legal status,Total children,Total children,29600,100
2023,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Living with the same carer for at least 2 years,230,74
2023,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Not living with the same carer for at least 2 years,80,26
2023,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Total children,310,100
2023,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Living with the same carer for at least 2 years,z,z
2023,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Not living with the same carer for at least 2 years,z,z
2023,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Total children,0,z
2023,Reporting year,National,E92000001,England,Placement,Foster placements,Living with the same carer for at least 2 years,17630,75
2023,Reporting year,National,E92000001,England,Placement,Foster placements,Not living with the same carer for at least 2 years,5760,25
2023,Reporting year,National,E92000001,England,Placement,Foster placements,Total children,23390,100
2023,Reporting year,National,E92000001,England,Placement,Independent and semi-independent living arrangements/ supported accommodation,Living with the same carer for at least 2 years,z,z
2023,Reporting year,National,E92000001,England,Placement,Independent and semi-independent living arrangements/ supported accommodation,Not living with the same carer for at least 2 years,z,z
2023,Reporting year,National,E92000001,England,Placement,Independent and semi-independent living arrangements/ supported accommodation,Total children,0,z
2023,Reporting year,National,E92000001,England,Placement,Other placements,Living with the same carer for at least 2 years,20,11
2023,Reporting year,National,E92000001,England,Placement,Other placements,Not living with the same carer for at least 2 years,150,89
2023,Reporting year,National,E92000001,England,Placement,Other placements,Total children,170,100
