time_period,time_identifier,geographic_level,country_code,country_name,age_group,CLA_group,characteristic,measure,number,percentage
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Care leaver not in touch,Activity of care leaver,5220,48
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Care leaver not in touch,LA in-touch with the care leaver during the year,5300,49
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Female,Gender,4220,39
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,450,4
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,550,5
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,60,1
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,1280,12
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,580,5
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Male,Gender,6640,61
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Owing to illness or disability,Activity of care leaver,610,6
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Owing to other reasons,Activity of care leaver,1460,13
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,440,4
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,170,2
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,30,k
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,30,k
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,560,5
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10850,100
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Total gender,Gender,10850,100
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Total in apprenticeship,Activity of care leaver,90,1
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Total in education other than higher education,Activity of care leaver,610,6
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Total in touch,LA in-touch with the care leaver during the year,10850,100
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,1840,17
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,2510,23
2023,Reporting year,National,E92000001,England,22 years,Care leavers group,Young person has requested and received support,LA in-touch with the care leaver during the year,5560,51
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Care leaver not in touch,Activity of care leaver,6520,62
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Care leaver not in touch,LA in-touch with the care leaver during the year,6550,62
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Female,Gender,4000,38
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,310,3
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,470,4
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,30,k
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,860,8
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,480,5
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Male,Gender,6560,62
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Owing to illness or disability,Activity of care leaver,460,4
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Owing to other reasons,Activity of care leaver,1050,10
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,310,3
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,100,1
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,20,k
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,40,k
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,410,4
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10560,100
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Total gender,Gender,10560,100
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Total in apprenticeship,Activity of care leaver,60,1
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Total in education other than higher education,Activity of care leaver,410,4
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Total in touch,LA in-touch with the care leaver during the year,10560,100
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,1270,12
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,1830,17
2023,Reporting year,National,E92000001,England,23 years,Care leavers group,Young person has requested and received support,LA in-touch with the care leaver during the year,4020,38
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Care leaver not in touch,Activity of care leaver,6940,70
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Care leaver not in touch,LA in-touch with the care leaver during the year,6980,70
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Female,Gender,3960,40
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,210,2
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,310,3
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,30,k
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,650,7
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,330,3
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Male,Gender,6020,60
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Owing to illness or disability,Activity of care leaver,430,4
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Owing to other reasons,Activity of care leaver,760,8
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,260,3
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,60,1
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,20,k
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,30,k
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,290,3
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Total activity of care leavers,Activity of care leaver,9980,100
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Total gender,Gender,9980,100
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Total in apprenticeship,Activity of care leaver,60,1
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Total in education other than higher education,Activity of care leaver,270,3
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Total in touch,LA in-touch with the care leaver during the year,9980,100
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,940,9
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,1460,15
2023,Reporting year,National,E92000001,England,24 years,Care leavers group,Young person has requested and received support,LA in-touch with the care leaver during the year,3000,30
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Care leaver not in touch,Activity of care leaver,7090,82
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Care leaver not in touch,LA in-touch with the care leaver during the year,7120,82
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Female,Gender,3640,42
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,110,1
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,200,2
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,10,k
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,370,4
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,210,2
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Male,Gender,5050,58
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Owing to illness or disability,Activity of care leaver,240,3
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Owing to other reasons,Activity of care leaver,360,4
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,140,2
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,40,1
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,10,k
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,20,k
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,120,1
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Total activity of care leavers,Activity of care leaver,8690,100
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Total gender,Gender,8690,100
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Total in apprenticeship,Activity of care leaver,30,k
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Total in education other than higher education,Activity of care leaver,150,2
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Total in touch,LA in-touch with the care leaver during the year,8690,100
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,480,6
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,730,8
2023,Reporting year,National,E92000001,England,25 years,Care leavers group,Young person has requested and received support,LA in-touch with the care leaver during the year,1570,18
