time_period,time_identifier,geographic_level,country_code,country_name,cla_group,population_group,characteristic,placement_stability,number,percentage
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2a. White and Black Caribbean,With 1 placement during the year,1530,69
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2a. White and Black Caribbean,With 2 placements during the year,420,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2a. White and Black Caribbean,With 3 or more placements during the year,250,11
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2b. White and Black African,Total children,780,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2b. White and Black African,With 1 placement during the year,530,69
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2b. White and Black African,With 2 placements during the year,170,22
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2b. White and Black African,With 3 or more placements during the year,80,10
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2c. White and Asian,Total children,1440,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2c. White and Asian,With 1 placement during the year,1040,73
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2c. White and Asian,With 2 placements during the year,280,20
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2c. White and Asian,With 3 or more placements during the year,110,8
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2d. Any other Mixed background,Total children,2230,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2d. Any other Mixed background,With 1 placement during the year,1590,71
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2d. Any other Mixed background,With 2 placements during the year,440,20
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2d. Any other Mixed background,With 3 or more placements during the year,200,9
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,Total children,2670,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,With 1 placement during the year,1970,74
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,With 2 placements during the year,500,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,With 3 or more placements during the year,200,7
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3a. Indian,Total children,240,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3a. Indian,With 1 placement during the year,180,76
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3a. Indian,With 2 placements during the year,40,18
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3a. Indian,With 3 or more placements during the year,20,7
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3b. Pakistani,Total children,740,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3b. Pakistani,With 1 placement during the year,560,76
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3b. Pakistani,With 2 placements during the year,130,17
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3b. Pakistani,With 3 or more placements during the year,50,7
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3c. Bangladeshi,Total children,280,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3c. Bangladeshi,With 1 placement during the year,210,76
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3c. Bangladeshi,With 2 placements during the year,50,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3c. Bangladeshi,With 3 or more placements during the year,20,5
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,Total children,70,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,With 1 placement during the year,60,93
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,With 2 placements during the year,c,c
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,With 3 or more placements during the year,c,c
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,Total children,1340,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 1 placement during the year,950,71
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 2 placements during the year,280,21
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 3 or more placements during the year,110,8
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,3520,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 1 placement during the year,2490,71
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 2 placements during the year,680,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 3 or more placements during the year,360,10
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,Total children,860,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,With 1 placement during the year,580,68
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,With 2 placements during the year,170,20
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,With 3 or more placements during the year,110,13
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,Total children,1810,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,With 1 placement during the year,1330,73
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,With 2 placements during the year,330,18
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,With 3 or more placements during the year,160,9
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,Total children,850,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,With 1 placement during the year,580,68
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,With 2 placements during the year,180,21
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,With 3 or more placements during the year,90,11
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,Total children,1930,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,With 1 placement during the year,1320,69
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,With 2 placements during the year,440,23
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,With 3 or more placements during the year,170,9
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,Total children,240,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 1 placement during the year,140,60
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 2 placements during the year,80,32
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 3 or more placements during the year,20,8
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,Total children,20,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 1 placement during the year,20,75
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 2 placements during the year,c,c
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 3 or more placements during the year,c,c
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,Total children,210,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 1 placement during the year,120,58
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 2 placements during the year,70,34
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 3 or more placements during the year,20,8
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,Total children,59480,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 1 placement during the year,42800,72
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 2 placements during the year,11300,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 3 or more placements during the year,5380,9
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,Total children,50520,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 1 placement during the year,37220,74
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 2 placements during the year,8880,18
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 3 or more placements during the year,4420,9
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,Total children,20,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 1 placement during the year,10,47
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 2 placements during the year,10,37
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 3 or more placements during the year,c,c
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,Total children,1890,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 1 placement during the year,960,51
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 2 placements during the year,820,43
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 3 or more placements during the year,110,6
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,Total children,59480,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 1 placement during the year,42800,72
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 2 placements during the year,11300,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 3 or more placements during the year,5380,9
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,Total children,7010,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 1 placement during the year,4600,66
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 2 placements during the year,1570,22
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 3 or more placements during the year,840,12
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,Total children,40,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 1 placement during the year,10,26
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 2 placements during the year,20,45
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 3 or more placements during the year,10,29
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,Total children,45800,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 1 placement during the year,34450,75
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 2 placements during the year,8080,18
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 3 or more placements during the year,3280,7
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Independent and semi-independent living arrangements/ supported accommodation,Total children,2070,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Independent and semi-independent living arrangements/ supported accommodation,With 1 placement during the year,1070,52
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Independent and semi-independent living arrangements/ supported accommodation,With 2 placements during the year,630,30
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Independent and semi-independent living arrangements/ supported accommodation,With 3 or more placements during the year,370,18
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placements,Total children,700,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placements,With 1 placement during the year,240,34
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placements,With 2 placements during the year,240,35
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placements,With 3 or more placements during the year,220,32
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,Total children,680,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 1 placement during the year,260,38
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 2 placements during the year,250,36
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 3 or more placements during the year,180,26
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,Total children,250,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 1 placement during the year,210,83
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 2 placements during the year,30,13
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 3 or more placements during the year,10,4
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Total children,3070,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 1 placement during the year,2260,74
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 2 placements during the year,470,15
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 3 or more placements during the year,340,11
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,Total children,60,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 1 placement during the year,50,88
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 2 placements during the year,c,c
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 3 or more placements during the year,c,c
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Secure homes and children's homes,Total children,6840,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Secure homes and children's homes,With 1 placement during the year,4270,62
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Secure homes and children's homes,With 2 placements during the year,1600,23
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Secure homes and children's homes,With 3 or more placements during the year,980,14
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,Total children,59480,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 1 placement during the year,42800,72
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 2 placements during the year,11300,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 3 or more placements during the year,5380,9
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,Total children,26050,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 1 placement during the year,18590,71
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 2 placements during the year,4920,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 3 or more placements during the year,2550,10
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,Total children,33420,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 1 placement during the year,24210,72
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 2 placements during the year,6380,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 3 or more placements during the year,2830,8
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,Total children,59480,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 1 placement during the year,42800,72
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 2 placements during the year,11300,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 3 or more placements during the year,5380,9
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Total children,56460,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 1 placement during the year,40730,72
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 2 placements during the year,10590,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 3 or more placements during the year,5130,9
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,Total children,59480,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 1 placement during the year,42800,72
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 2 placements during the year,11300,19
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 3 or more placements during the year,5380,9
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Total children,3020,100
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 1 placement during the year,2070,69
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 2 placements during the year,700,23
2024,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 3 or more placements during the year,250,8
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,1 to 4 years,Total children,7060,100
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,1 to 4 years,With 1 placement during the previous 2 years,2460,35
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,1 to 4 years,With 2 placements during the previous 2 years,2560,36
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,1 to 4 years,With 3 or more placements during the previous 2 years,2040,29
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,10 to 15 years,Total children,25860,100
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,10 to 15 years,With 1 placement during the previous 2 years,15740,61
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,10 to 15 years,With 2 placements during the previous 2 years,4960,19
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,10 to 15 years,With 3 or more placements during the previous 2 years,5170,20
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,16 years and over,Total children,16240,100
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,16 years and over,With 1 placement during the previous 2 years,8160,50
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,16 years and over,With 2 placements during the previous 2 years,3720,23
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,16 years and over,With 3 or more placements during the previous 2 years,4350,27
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,5 to 9 years,Total children,11270,100
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,5 to 9 years,With 1 placement during the previous 2 years,6300,56
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,5 to 9 years,With 2 placements during the previous 2 years,2830,25
2024,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,5 to 9 years,With 3 or more placements during the previous 2 years,2130,19
