time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,in_touch,number,percentage
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,Young person refuses contact,40,1
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Local authority in touch with care leaver,24,89
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Local authority not in touch with care leaver,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Total,27,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Young person no longer requires services,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Local authority in touch with care leaver,93,98
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Local authority not in touch with care leaver,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Total,95,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Young person no longer requires services,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Young person refuses contact,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Local authority in touch with care leaver,62,90
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Local authority not in touch with care leaver,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Total,69,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Young person no longer requires services,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Young person refuses contact,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,Local authority in touch with care leaver,146,86
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,Local authority not in touch with care leaver,13,8
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,Total,169,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,Young person no longer requires services,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,Young person refuses contact,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,Local authority in touch with care leaver,47,89
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,Local authority not in touch with care leaver,6,11
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,Total,53,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,Young person no longer requires services,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,Local authority in touch with care leaver,126,95
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,Local authority not in touch with care leaver,7,5
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,Total,133,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,Young person no longer requires services,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,Local authority in touch with care leaver,81,99
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,Local authority not in touch with care leaver,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,Total,82,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,Young person no longer requires services,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,Local authority in touch with care leaver,147,95
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,Local authority not in touch with care leaver,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,Total,154,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,Young person no longer requires services,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,Young person refuses contact,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,Local authority in touch with care leaver,21,95
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,Local authority not in touch with care leaver,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,Total,22,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,Young person no longer requires services,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,Local authority in touch with care leaver,67,99
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,Local authority not in touch with care leaver,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,Total,68,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,Young person no longer requires services,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,Young person refuses contact,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,Local authority in touch with care leaver,114,96
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,Local authority not in touch with care leaver,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,Total,119,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,Young person no longer requires services,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,Local authority in touch with care leaver,205,83
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,Local authority not in touch with care leaver,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,Total,247,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,Young person no longer requires services,42,17
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,Local authority in touch with care leaver,61,98
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,Local authority not in touch with care leaver,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,Total,62,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,Young person no longer requires services,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,Local authority in touch with care leaver,130,99
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,Local authority not in touch with care leaver,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,Total,131,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,Young person no longer requires services,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,Local authority in touch with care leaver,81,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,Local authority not in touch with care leaver,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,Total,81,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,Young person no longer requires services,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,Local authority in touch with care leaver,192,93
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,Local authority not in touch with care leaver,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,Total,207,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,Young person no longer requires services,14,7
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,Young person refuses contact,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 17 to 18,Local authority in touch with care leaver,65,96
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 17 to 18,Local authority not in touch with care leaver,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 17 to 18,Total,68,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 17 to 18,Young person no longer requires services,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 17 to 18,Young person refuses contact,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 19 to 21,Local authority in touch with care leaver,92,79
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 19 to 21,Local authority not in touch with care leaver,18,16
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 19 to 21,Total,116,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 19 to 21,Young person no longer requires services,6,5
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 19 to 21,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 17 to 18,Local authority in touch with care leaver,45,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 17 to 18,Local authority not in touch with care leaver,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 17 to 18,Total,45,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 17 to 18,Young person no longer requires services,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 17 to 18,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 19 to 21,Local authority in touch with care leaver,98,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 19 to 21,Local authority not in touch with care leaver,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 19 to 21,Total,98,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 19 to 21,Young person no longer requires services,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Aged 19 to 21,Young person refuses contact,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Aged 17 to 18,Local authority in touch with care leaver,66,96
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Aged 17 to 18,Local authority not in touch with care leaver,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Aged 17 to 18,Total,69,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Aged 17 to 18,Young person no longer requires services,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Aged 17 to 18,Young person refuses contact,c,c
