time_period,time_identifier,geographic_level,country_code,country_name,missing_status,characteristic,number
2024,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,Total children who were away from placement without authorisation during the year,2720
2024,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Females,1210
2024,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Males,1510
2024,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Total children who were away from placement without authorisation during the year,2720
2024,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 1 and 2 days,6000
2024,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 11 and 15 days,130
2024,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 16 and 20 days,70
2024,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 21 and 30 days,80
2024,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 3 and 7 days,1330
2024,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 8 and 10 days,210
2024,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Less than 1 day,2820
2024,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,More than 30 days,140
2024,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Total incidents,10780
2024,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Away from placement without authorisation inside council boundary,4870
2024,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Away from placement without authorisation outside council boundary,5910
2024,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Total incidents,10780
2024,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,1: Foster placements,1580
2024,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,2: Adoption,0
2024,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,3: Placed with parents,40
2024,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,4: Secure homes and children's homes,2050
2024,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,5: Independent and semi-independent living arrangements/supported accommodation,5550
2024,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,6: Other placements,1560
2024,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,Total incidents,10780
2023,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,1 to 4 years,10
2023,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,10 to 15 years,2250
2023,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,16 years and over,8250
2023,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,5 to 9 years,10
2023,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,Total incidents,10520
2023,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,Under 1 year,c
2023,Reporting year,National,E92000001,England,Away from placement without authorisation incidents,Total number of away from placement without authorisation incidents during the year,10520
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation,All children looked after during the year,114760
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average (mean) number of days per away from placement without authorisation incident,2.7
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average (median) number of days per away from placement without authorisation incident,1
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average number of incidents per looked after child who was away from placement without authorisation,4
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away from placement without authorisation more than once during the year,1360
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away from placement without authorisation on 31 March,40
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away without authorisation from placement on 31 March who were unaccompanied asylum-seeking children,c
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation,Percentage of children looked after during the year who were away from placement without authorisation,2
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1. Total White,1500
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1a. White British,1360
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1b. White Irish,10
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1c. Traveller of Irish Heritage,c
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1d. Gypsy Roma,10
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1e. Any other White background,120
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2. Total Mixed or Multiple ethnic groups,370
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2a. White and Black Caribbean,160
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2b. White and Black African,50
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2c. White and Asian,50
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2d. Any other Mixed background,120
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3. Total Asian or Asian British,150
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3a. Indian,10
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3b. Pakistani,20
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3c. Bangladeshi,10
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3d. Chinese,c
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3e. Any other Asian background,100
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,"4. Total Black, African, Caribbean or Black British",440
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,4a. Caribbean,130
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,4b. African,190
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,4c. Any other Black background,120
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,5. Total other ethnic group,180
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,6. Total refused or information not yet available,c
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,6a. Refused,c
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,6b. Information not yet obtained,c
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,Total children who were away from placement without authorisation during the year,2640
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Females,1220
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Males,1420
2023,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Total children who were away from placement without authorisation during the year,2640
2023,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 1 and 2 days,6200
2023,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 11 and 15 days,130
2023,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 16 and 20 days,60
2023,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 21 and 30 days,60
2023,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 3 and 7 days,1300
2023,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 8 and 10 days,170
2023,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Less than 1 day,2510
2023,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,More than 30 days,100
2023,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Total incidents,10520
2023,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Away from placement without authorisation inside council boundary,4760
2023,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Away from placement without authorisation outside council boundary,5760
2023,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Total incidents,10520
2023,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,1: Foster placements,1850
2023,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,2: Adoption,0
2023,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,3: Placed with parents,80
2023,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,4: Secure homes and children's homes,1780
2023,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,5: Independent and semi-independent living arrangements/supported accommodation,6460
2023,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,6: Other placements,350
2023,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,Total incidents,10520
2022,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,1 to 4 years,10
2022,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,10 to 15 years,2050
2022,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,16 years and over,6840
2022,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,5 to 9 years,c
2022,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,Total incidents,8910
2022,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,Under 1 year,c
2022,Reporting year,National,E92000001,England,Away from placement without authorisation incidents,Total number of away from placement without authorisation incidents during the year,8910
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation,All children looked after during the year,111440
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average (mean) number of days per away from placement without authorisation incident,2.6
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average (median) number of days per away from placement without authorisation incident,1
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average number of incidents per looked after child who was away from placement without authorisation,3.5
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away from placement without authorisation more than once during the year,1260
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away from placement without authorisation on 31 March,30
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away without authorisation from placement on 31 March who were unaccompanied asylum-seeking children,c
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation,Percentage of children looked after during the year who were away from placement without authorisation,2
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1. Total White,1500
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1a. White British,1370
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1b. White Irish,10
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1c. Traveller of Irish Heritage,c
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1d. Gypsy Roma,10
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1e. Any other White background,100
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2. Total Mixed or Multiple ethnic groups,320
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2a. White and Black Caribbean,120
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2b. White and Black African,40
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2c. White and Asian,40
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2d. Any other Mixed background,110
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3. Total Asian or Asian British,140
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3a. Indian,10
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3b. Pakistani,30
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3c. Bangladeshi,10
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3d. Chinese,c
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3e. Any other Asian background,80
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,"4. Total Black, African, Caribbean or Black British",420
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,4a. Caribbean,130
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,4b. African,200
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,4c. Any other Black background,90
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,5. Total other ethnic group,140
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,6. Total refused or information not yet available,10
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,6a. Refused,c
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,6b. Information not yet obtained,c
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,Total children who were away from placement without authorisation during the year,2520
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Females,1090
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Males,1430
2022,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Total children who were away from placement without authorisation during the year,2520
2022,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 1 and 2 days,5030
2022,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 11 and 15 days,110
2022,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 16 and 20 days,50
2022,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 21 and 30 days,40
2022,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 3 and 7 days,1050
2022,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 8 and 10 days,130
2022,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Less than 1 day,2390
2022,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,More than 30 days,100
2022,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Total incidents,8910
2022,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Away from placement without authorisation inside council boundary,4040
2022,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Away from placement without authorisation outside council boundary,4860
2022,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Total incidents,8910
2022,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,1: Foster placements,1330
2022,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,2: Adoption,0
2022,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,3: Placed with parents,60
2022,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,4: Secure homes and children's homes,2100
2022,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,5: Independent and semi-independent living arrangements/supported accommodation,5280
2022,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,6: Other placements,140
2022,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,Total incidents,8910
2021,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,1 to 4 years,c
2021,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,10 to 15 years,2330
2021,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,16 years and over,8070
2021,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,5 to 9 years,10
2021,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,Total incidents,10420
2021,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,Under 1 year,c
2021,Reporting year,National,E92000001,England,Away from placement without authorisation incidents,Total number of away from placement without authorisation incidents during the year,10420
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation,All children looked after during the year,108100
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average (mean) number of days per away from placement without authorisation incident,2.5
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average (median) number of days per away from placement without authorisation incident,1
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average number of incidents per looked after child who was away from placement without authorisation,4
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away from placement without authorisation more than once during the year,1400
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away from placement without authorisation on 31 March,30
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away without authorisation from placement on 31 March who were unaccompanied asylum-seeking children,c
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation,Percentage of children looked after during the year who were away from placement without authorisation,2
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1. Total White,1570
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1a. White British,1420
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1b. White Irish,10
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1c. Traveller of Irish Heritage,c
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1d. Gypsy Roma,10
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1e. Any other White background,130
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2. Total Mixed or Multiple ethnic groups,320
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2a. White and Black Caribbean,140
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2b. White and Black African,40
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2c. White and Asian,40
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2d. Any other Mixed background,110
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3. Total Asian or Asian British,150
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3a. Indian,10
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3b. Pakistani,30
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3c. Bangladeshi,20
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3d. Chinese,c
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3e. Any other Asian background,70
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,"4. Total Black, African, Caribbean or Black British",460
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,4a. Caribbean,150
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,4b. African,220
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,4c. Any other Black background,90
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,5. Total other ethnic group,120
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,6. Total refused or information not yet available,c
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,6a. Refused,0
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,6b. Information not yet obtained,c
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,Total children who were away from placement without authorisation during the year,2620
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Females,1160
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Males,1460
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by gender,Total children who were away from placement without authorisation during the year,2620
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 1 and 2 days,5970
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 11 and 15 days,120
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 16 and 20 days,50
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 21 and 30 days,50
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 3 and 7 days,1090
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 8 and 10 days,120
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Less than 1 day,2900
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,More than 30 days,120
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Total incidents,10420
2021,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Away from placement without authorisation inside council boundary,4550
2021,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Away from placement without authorisation outside council boundary,5870
2021,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Total incidents,10420
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,1: Foster placements,1650
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,2: Adoption,0
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,3: Placed with parents,60
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,4: Secure homes and children's homes,2470
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,5: Independent and semi-independent living arrangements/supported accommodation,6120
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,6: Other placements,120
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,Total incidents,10420
2020,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,1 to 4 years,c
2020,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,10 to 15 years,3840
2020,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,16 years and over,9880
2020,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,5 to 9 years,10
2020,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,Total incidents,13740
2020,Reporting year,National,E92000001,England,Age of children who were away from placement without authorisation,Under 1 year,c
2020,Reporting year,National,E92000001,England,Away from placement without authorisation incidents,Total number of away from placement without authorisation incidents during the year,13740
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation,All children looked after during the year,108680
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average (mean) number of days per away from placement without authorisation incident,2
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average (median) number of days per away from placement without authorisation incident,1
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation,Average number of incidents per looked after child who was away from placement without authorisation,4
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away from placement without authorisation more than once during the year,1820
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away from placement without authorisation on 31 March,40
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation,Children away without authorisation from placement on 31 March who were unaccompanied asylum-seeking children,c
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation,Percentage of children looked after during the year who were away from placement without authorisation,3
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1. Total White,2040
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1a. White British,1850
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1b. White Irish,20
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1c. Traveller of Irish Heritage,c
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1d. Gypsy Roma,10
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,1e. Any other White background,160
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2. Total Mixed or Multiple ethnic groups,410
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2a. White and Black Caribbean,190
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2b. White and Black African,40
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2c. White and Asian,50
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,2d. Any other Mixed background,130
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3. Total Asian or Asian British,180
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3a. Indian,10
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3b. Pakistani,40
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3c. Bangladeshi,40
2020,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,3d. Chinese,c
