time_period,time_identifier,geographic_level,country_code,country_name,placement_type,placement_provider,number,percentage
2024,Reporting year,National,E92000001,England,3a. Foster placements,"Other public provision (e.g., PCT)",0,0
2024,Reporting year,National,E92000001,England,3a. Foster placements,Own provision (by the LA),9200,38
2024,Reporting year,National,E92000001,England,3a. Foster placements,Parents or other person with parental responsibility,z,z
2024,Reporting year,National,E92000001,England,3a. Foster placements,Placement provider not reported,z,z
2024,Reporting year,National,E92000001,England,3a. Foster placements,Private provision,12390,52
2024,Reporting year,National,E92000001,England,3a. Foster placements,Voluntary/third sector provision,2080,9
2024,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,All children,5860,100
2024,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Other LA provision,110,2
2024,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,"Other public provision (e.g., PCT)",c,c
2024,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Own provision (by the LA),c,c
2024,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Parents or other person with parental responsibility,z,z
2024,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Placement provider not reported,z,z
2024,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Private provision,5440,93
2024,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Voluntary/third sector provision,300,5
2024,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,All children,2730,100
2024,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Other LA provision,c,c
2024,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,"Other public provision (e.g., PCT)",0,0
2024,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Own provision (by the LA),c,c
2024,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Parents or other person with parental responsibility,z,z
2024,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Placement provider not reported,z,z
2024,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Private provision,2650,97
2024,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Voluntary/third sector provision,80,3
2024,Reporting year,National,E92000001,England,3d. Other residential settings,All children,930,100
2024,Reporting year,National,E92000001,England,3d. Other residential settings,Other LA provision,20,2
2024,Reporting year,National,E92000001,England,3d. Other residential settings,"Other public provision (e.g., PCT)",200,21
2024,Reporting year,National,E92000001,England,3d. Other residential settings,Own provision (by the LA),0,0
2024,Reporting year,National,E92000001,England,3d. Other residential settings,Parents or other person with parental responsibility,z,z
2024,Reporting year,National,E92000001,England,3d. Other residential settings,Placement provider not reported,z,z
2024,Reporting year,National,E92000001,England,3d. Other residential settings,Private provision,660,71
2024,Reporting year,National,E92000001,England,3d. Other residential settings,Voluntary/third sector provision,50,6
2024,Reporting year,National,E92000001,England,3e. Residential schools,All children,60,100
2024,Reporting year,National,E92000001,England,3e. Residential schools,Other LA provision,10,10
2024,Reporting year,National,E92000001,England,3e. Residential schools,"Other public provision (e.g., PCT)",0,0
2024,Reporting year,National,E92000001,England,3e. Residential schools,Own provision (by the LA),0,0
2024,Reporting year,National,E92000001,England,3e. Residential schools,Parents or other person with parental responsibility,z,z
2024,Reporting year,National,E92000001,England,3e. Residential schools,Placement provider not reported,z,z
2024,Reporting year,National,E92000001,England,3e. Residential schools,Private provision,40,66
2024,Reporting year,National,E92000001,England,3e. Residential schools,Voluntary/third sector provision,10,24
2024,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,All children,1000,100
2024,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Other LA provision,z,z
2024,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,"Other public provision (e.g., PCT)",z,z
2024,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Own provision (by the LA),z,z
2024,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Parents or other person with parental responsibility,1000,100
2024,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Placement provider not reported,z,z
2024,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Private provision,z,z
2024,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Voluntary/third sector provision,z,z
2024,Reporting year,National,E92000001,England,3g. Placed for adoption,All children,1520,100
2024,Reporting year,National,E92000001,England,3g. Placed for adoption,Other LA provision,370,24
2024,Reporting year,National,E92000001,England,3g. Placed for adoption,"Other public provision (e.g., PCT)",0,0
2024,Reporting year,National,E92000001,England,3g. Placed for adoption,Own provision (by the LA),710,47
2024,Reporting year,National,E92000001,England,3g. Placed for adoption,Parents or other person with parental responsibility,z,z
2024,Reporting year,National,E92000001,England,3g. Placed for adoption,Placement provider not reported,z,z
2024,Reporting year,National,E92000001,England,3g. Placed for adoption,Private provision,10,1
2024,Reporting year,National,E92000001,England,3g. Placed for adoption,Voluntary/third sector provision,430,28
2024,Reporting year,National,E92000001,England,4. Other placement,All children,3790,100
2024,Reporting year,National,E92000001,England,4. Other placement,Other LA provision,z,z
2024,Reporting year,National,E92000001,England,4. Other placement,"Other public provision (e.g., PCT)",z,z
2024,Reporting year,National,E92000001,England,4. Other placement,Own provision (by the LA),z,z
2024,Reporting year,National,E92000001,England,4. Other placement,Parents or other person with parental responsibility,z,z
2024,Reporting year,National,E92000001,England,4. Other placement,Placement provider not reported,3790,100
2024,Reporting year,National,E92000001,England,4. Other placement,Private provision,z,z
2024,Reporting year,National,E92000001,England,4. Other placement,Voluntary/third sector provision,z,z
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,All children,83760,100
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Other LA provision,1100,1
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,"Other public provision (e.g., PCT)",330,k
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Own provision (by the LA),37040,44
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Parents or other person with parental responsibility,5820,7
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Placement provider not reported,1150,1
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Private provision,32890,39
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Voluntary/third sector provision,5440,6
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,All children,46350,100
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Other LA provision,120,k
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,"Other public provision (e.g., PCT)",70,k
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Own provision (by the LA),27260,59
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Parents or other person with parental responsibility,4780,10
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Private provision,11460,25
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Voluntary/third sector provision,2670,6
2023,Reporting year,National,E92000001,England,2a. Foster placements,All children,33130,100
2023,Reporting year,National,E92000001,England,2a. Foster placements,Other LA provision,30,k
2023,Reporting year,National,E92000001,England,2a. Foster placements,"Other public provision (e.g., PCT)",0,0
2023,Reporting year,National,E92000001,England,2a. Foster placements,Own provision (by the LA),25240,76
2023,Reporting year,National,E92000001,England,2a. Foster placements,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,2a. Foster placements,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2a. Foster placements,Private provision,5890,18
2023,Reporting year,National,E92000001,England,2a. Foster placements,Voluntary/third sector provision,1970,6
2023,Reporting year,National,E92000001,England,2b. Secure homes and children's homes,All children,2630,100
2023,Reporting year,National,E92000001,England,2b. Secure homes and children's homes,Other LA provision,10,k
2023,Reporting year,National,E92000001,England,2b. Secure homes and children's homes,"Other public provision (e.g., PCT)",c,c
2023,Reporting year,National,E92000001,England,2b. Secure homes and children's homes,Own provision (by the LA),980,37
2023,Reporting year,National,E92000001,England,2b. Secure homes and children's homes,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,2b. Secure homes and children's homes,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2b. Secure homes and children's homes,Private provision,1460,56
2023,Reporting year,National,E92000001,England,2b. Secure homes and children's homes,Voluntary/third sector provision,170,7
2023,Reporting year,National,E92000001,England,2c. Independent and semi-independent living arrangements/supported accommodation,All children,5030,100
2023,Reporting year,National,E92000001,England,2c. Independent and semi-independent living arrangements/supported accommodation,Other LA provision,30,1
2023,Reporting year,National,E92000001,England,2c. Independent and semi-independent living arrangements/supported accommodation,"Other public provision (e.g., PCT)",20,k
2023,Reporting year,National,E92000001,England,2c. Independent and semi-independent living arrangements/supported accommodation,Own provision (by the LA),600,12
2023,Reporting year,National,E92000001,England,2c. Independent and semi-independent living arrangements/supported accommodation,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,2c. Independent and semi-independent living arrangements/supported accommodation,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2c. Independent and semi-independent living arrangements/supported accommodation,Private provision,3910,78
2023,Reporting year,National,E92000001,England,2c. Independent and semi-independent living arrangements/supported accommodation,Voluntary/third sector provision,460,9
2023,Reporting year,National,E92000001,England,2d. Other residential settings,All children,300,100
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Other LA provision,c,c
2023,Reporting year,National,E92000001,England,2d. Other residential settings,"Other public provision (e.g., PCT)",50,16
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Own provision (by the LA),50,18
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Private provision,180,61
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Voluntary/third sector provision,10,4
2023,Reporting year,National,E92000001,England,2e. Residential schools,All children,30,100
2023,Reporting year,National,E92000001,England,2e. Residential schools,Other LA provision,0,0
2023,Reporting year,National,E92000001,England,2e. Residential schools,"Other public provision (e.g., PCT)",0,0
2023,Reporting year,National,E92000001,England,2e. Residential schools,Own provision (by the LA),10,40
2023,Reporting year,National,E92000001,England,2e. Residential schools,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,2e. Residential schools,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2e. Residential schools,Private provision,10,27
2023,Reporting year,National,E92000001,England,2e. Residential schools,Voluntary/third sector provision,10,33
2023,Reporting year,National,E92000001,England,2f. Placed with parents or other person with parental responsibility,All children,4780,100
2023,Reporting year,National,E92000001,England,2f. Placed with parents or other person with parental responsibility,Other LA provision,z,z
2023,Reporting year,National,E92000001,England,2f. Placed with parents or other person with parental responsibility,"Other public provision (e.g., PCT)",z,z
2023,Reporting year,National,E92000001,England,2f. Placed with parents or other person with parental responsibility,Own provision (by the LA),z,z
2023,Reporting year,National,E92000001,England,2f. Placed with parents or other person with parental responsibility,Parents or other person with parental responsibility,4780,100
2023,Reporting year,National,E92000001,England,2f. Placed with parents or other person with parental responsibility,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2f. Placed with parents or other person with parental responsibility,Private provision,z,z
2023,Reporting year,National,E92000001,England,2f. Placed with parents or other person with parental responsibility,Voluntary/third sector provision,z,z
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,All children,450,100
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Other LA provision,40,8
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,"Other public provision (e.g., PCT)",0,0
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Own provision (by the LA),370,82
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Private provision,c,c
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Voluntary/third sector provision,40,9
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,All children,36270,100
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Other LA provision,990,3
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,"Other public provision (e.g., PCT)",250,1
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Own provision (by the LA),9780,27
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Parents or other person with parental responsibility,1040,3
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Private provision,21440,59
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Voluntary/third sector provision,2770,8
2023,Reporting year,National,E92000001,England,3a. Foster placements,All children,23520,100
2023,Reporting year,National,E92000001,England,3a. Foster placements,Other LA provision,210,1
2023,Reporting year,National,E92000001,England,3a. Foster placements,"Other public provision (e.g., PCT)",0,0
2023,Reporting year,National,E92000001,England,3a. Foster placements,Own provision (by the LA),9000,38
2023,Reporting year,National,E92000001,England,3a. Foster placements,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,3a. Foster placements,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3a. Foster placements,Private provision,12430,53
2023,Reporting year,National,E92000001,England,3a. Foster placements,Voluntary/third sector provision,1880,8
2023,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,All children,5360,100
2023,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Other LA provision,100,2
2023,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,"Other public provision (e.g., PCT)",c,c
2023,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Own provision (by the LA),c,c
2023,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Private provision,4940,92
2023,Reporting year,National,E92000001,England,3b. Secure homes and children's homes,Voluntary/third sector provision,310,6
2023,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,All children,3620,100
2023,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Other LA provision,50,1
2023,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,"Other public provision (e.g., PCT)",10,k
2023,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Own provision (by the LA),20,k
2023,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Private provision,3420,95
2023,Reporting year,National,E92000001,England,3c. Independent and semi-independent living arrangements/supported accommodation,Voluntary/third sector provision,120,3
2023,Reporting year,National,E92000001,England,3d. Other residential settings,All children,900,100
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Other LA provision,30,3
2023,Reporting year,National,E92000001,England,3d. Other residential settings,"Other public provision (e.g., PCT)",240,27
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Own provision (by the LA),0,0
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Private provision,590,66
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Voluntary/third sector provision,50,5
2023,Reporting year,National,E92000001,England,3e. Residential schools,All children,60,100
2023,Reporting year,National,E92000001,England,3e. Residential schools,Other LA provision,c,c
2023,Reporting year,National,E92000001,England,3e. Residential schools,"Other public provision (e.g., PCT)",0,0
2023,Reporting year,National,E92000001,England,3e. Residential schools,Own provision (by the LA),0,0
2023,Reporting year,National,E92000001,England,3e. Residential schools,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,3e. Residential schools,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3e. Residential schools,Private provision,40,68
2023,Reporting year,National,E92000001,England,3e. Residential schools,Voluntary/third sector provision,20,24
2023,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,All children,1040,100
2023,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Other LA provision,z,z
2023,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,"Other public provision (e.g., PCT)",z,z
2023,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Own provision (by the LA),z,z
2023,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Parents or other person with parental responsibility,1040,100
2023,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Private provision,z,z
2023,Reporting year,National,E92000001,England,3f. Placed with parents or other person with parental responsibility,Voluntary/third sector provision,z,z
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,All children,1770,100
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Other LA provision,590,33
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,"Other public provision (e.g., PCT)",0,0
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Own provision (by the LA),770,44
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Private provision,10,1
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Voluntary/third sector provision,400,23
2023,Reporting year,National,E92000001,England,4. Other placement,All children,1150,100
2023,Reporting year,National,E92000001,England,4. Other placement,Other LA provision,z,z
2023,Reporting year,National,E92000001,England,4. Other placement,"Other public provision (e.g., PCT)",z,z
2023,Reporting year,National,E92000001,England,4. Other placement,Own provision (by the LA),z,z
2023,Reporting year,National,E92000001,England,4. Other placement,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,4. Other placement,Placement provider not reported,1150,100
2023,Reporting year,National,E92000001,England,4. Other placement,Private provision,z,z
2023,Reporting year,National,E92000001,England,4. Other placement,Voluntary/third sector provision,z,z
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,All children,82090,100
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Other LA provision,1110,1
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,"Other public provision (e.g., PCT)",330,k
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Own provision (by the LA),37460,46
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Parents or other person with parental responsibility,5700,7
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Placement provider not reported,710,1
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Private provision,31020,38
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Voluntary/third sector provision,5760,7
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,All children,46210,100
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Other LA provision,160,k
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,"Other public provision (e.g., PCT)",90,k
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Own provision (by the LA),27550,60
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Parents or other person with parental responsibility,4670,10
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Placement provider not reported,z,z
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Private provision,10950,24
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Voluntary/third sector provision,2780,6
2022,Reporting year,National,E92000001,England,2a. Foster placements,All children,33700,100
2022,Reporting year,National,E92000001,England,2a. Foster placements,Other LA provision,40,k
2022,Reporting year,National,E92000001,England,2a. Foster placements,"Other public provision (e.g., PCT)",0,0
2022,Reporting year,National,E92000001,England,2a. Foster placements,Own provision (by the LA),25510,76
