time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,activity,number,percentage
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 22,"Not in education, training or employment",690,28
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 22,Total,2490,100
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 23,Care leaver not in touch with the LA during the year,1120,47
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 23,"Education, training or employment",720,30
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 23,"Not in education, training or employment",560,23
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 23,Total,2390,100
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 24,Care leaver not in touch with the LA during the year,1420,60
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 24,"Education, training or employment",520,22
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 24,"Not in education, training or employment",410,18
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 24,Total,2350,100
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 25,Care leaver not in touch with the LA during the year,1710,78
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 25,"Education, training or employment",260,12
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 25,"Not in education, training or employment",230,10
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 25,Total,2190,100
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 22,Care leaver not in touch with the LA during the year,780,47
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 22,"Education, training or employment",490,29
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 22,"Not in education, training or employment",410,24
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 22,Total,1680,100
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 23,Care leaver not in touch with the LA during the year,1000,64
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 23,"Education, training or employment",300,19
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 23,"Not in education, training or employment",270,17
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 23,Total,1570,100
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 24,Care leaver not in touch with the LA during the year,1170,71
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 24,"Education, training or employment",240,15
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 24,"Not in education, training or employment",230,14
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 24,Total,1640,100
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 25,Care leaver not in touch with the LA during the year,1320,80
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 25,"Education, training or employment",190,12
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 25,"Not in education, training or employment",140,8
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 25,Total,1640,100
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 22,Care leaver not in touch with the LA during the year,450,48
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 22,"Education, training or employment",240,26
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 22,"Not in education, training or employment",240,26
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 22,Total,930,100
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 23,Care leaver not in touch with the LA during the year,570,65
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 23,"Education, training or employment",160,18
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 23,"Not in education, training or employment",160,18
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 23,Total,880,100
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 24,Care leaver not in touch with the LA during the year,640,73
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 24,"Education, training or employment",110,12
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 24,"Not in education, training or employment",120,14
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 24,Total,870,100
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 25,Care leaver not in touch with the LA during the year,620,81
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 25,"Education, training or employment",70,9
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 25,"Not in education, training or employment",70,10
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 25,Total,770,100
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 22,Care leaver not in touch with the LA during the year,290,29
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 22,"Education, training or employment",420,42
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 22,"Not in education, training or employment",290,29
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 22,Total,990,100
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 23,Care leaver not in touch with the LA during the year,420,40
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 23,"Education, training or employment",330,32
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 23,"Not in education, training or employment",290,28
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 23,Total,1040,100
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 24,Care leaver not in touch with the LA during the year,550,54
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 24,"Education, training or employment",250,25
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 24,"Not in education, training or employment",220,21
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 24,Total,1020,100
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 25,Care leaver not in touch with the LA during the year,640,73
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 25,"Education, training or employment",130,15
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 25,"Not in education, training or employment",110,13
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 25,Total,890,100
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 22,Care leaver not in touch with the LA during the year,590,40
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 22,"Education, training or employment",500,33
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 22,"Not in education, training or employment",400,27
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 22,Total,1500,100
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 23,Care leaver not in touch with the LA during the year,700,52
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 23,"Education, training or employment",390,29
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 23,"Not in education, training or employment",270,20
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 23,Total,1350,100
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 24,Care leaver not in touch with the LA during the year,870,65
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 24,"Education, training or employment",260,20
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 24,"Not in education, training or employment",200,15
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 24,Total,1330,100
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 25,Care leaver not in touch with the LA during the year,1060,81
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 25,"Education, training or employment",130,10
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 25,"Not in education, training or employment",120,9
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 25,Total,1310,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 22,Care leaver not in touch with the LA during the year,10,63
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 22,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 22,"Not in education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 22,Total,16,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 23,Care leaver not in touch with the LA during the year,26,87
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 23,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 23,"Not in education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 23,Total,30,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 24,Care leaver not in touch with the LA during the year,28,90
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 24,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 24,"Not in education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 24,Total,31,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 25,Care leaver not in touch with the LA during the year,15,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 25,"Education, training or employment",0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 25,"Not in education, training or employment",0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 25,Total,15,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 22,Care leaver not in touch with the LA during the year,19,48
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 22,"Education, training or employment",7,18
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 22,"Not in education, training or employment",14,35
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 22,Total,40,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 23,Care leaver not in touch with the LA during the year,23,66
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 23,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 23,"Not in education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 23,Total,35,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 24,Care leaver not in touch with the LA during the year,33,73
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 24,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 24,"Not in education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 24,Total,45,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 25,Care leaver not in touch with the LA during the year,29,73
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 25,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 25,"Not in education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 25,Total,40,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 22,Care leaver not in touch with the LA during the year,14,54
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 22,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 22,"Not in education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 22,Total,26,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 23,Care leaver not in touch with the LA during the year,18,60
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 23,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 23,"Not in education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 23,Total,30,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 24,Care leaver not in touch with the LA during the year,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 24,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 24,"Not in education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 24,Total,23,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 25,Care leaver not in touch with the LA during the year,16,94
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 25,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 25,"Not in education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 25,Total,17,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 22,Care leaver not in touch with the LA during the year,15,43
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 22,"Education, training or employment",11,31
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 22,"Not in education, training or employment",9,26
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 22,Total,35,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 23,Care leaver not in touch with the LA during the year,24,69
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 23,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 23,"Not in education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 23,Total,35,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 24,Care leaver not in touch with the LA during the year,30,79
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 24,"Education, training or employment",c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 24,"Not in education, training or employment",c,c
