time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,population_count,population_estimate,number,rate_per_10000
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Children ceasing to be looked after each year,27441,194,71
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Children looked after at 31 March each year,27441,419,153
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Children starting to be looked after each year,27441,212,77
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Children ceasing to be looked after each year,44087,165,37
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Children looked after at 31 March each year,44087,581,132
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Children starting to be looked after each year,44087,168,38
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Children ceasing to be looked after each year,22411,137,61
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Children looked after at 31 March each year,22411,299,133
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Children starting to be looked after each year,22411,119,53
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Children ceasing to be looked after each year,99629,398,40
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Children looked after at 31 March each year,99629,1213,122
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Children starting to be looked after each year,99629,533,53
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Children ceasing to be looked after each year,58812,220,37
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Children looked after at 31 March each year,58812,436,74
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Children starting to be looked after each year,58812,200,34
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Children ceasing to be looked after each year,60086,248,41
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Children looked after at 31 March each year,60086,600,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Children starting to be looked after each year,60086,210,35
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Children ceasing to be looked after each year,42037,194,46
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Children looked after at 31 March each year,42037,351,83
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Children starting to be looked after each year,42037,182,43
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Children ceasing to be looked after each year,30096,140,47
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Children looked after at 31 March each year,30096,307,102
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Children starting to be looked after each year,30096,136,45
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Children ceasing to be looked after each year,55636,238,43
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Children looked after at 31 March each year,55636,525,94
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Children starting to be looked after each year,55636,258,46
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Children ceasing to be looked after each year,39784,206,52
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Children looked after at 31 March each year,39784,528,133
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Children starting to be looked after each year,39784,203,51
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Children ceasing to be looked after each year,27533,127,46
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Children looked after at 31 March each year,27533,381,138
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Children starting to be looked after each year,27533,122,44
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Children ceasing to be looked after each year,44153,122,28
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Children looked after at 31 March each year,44153,354,80
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Children starting to be looked after each year,44153,143,32
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Children ceasing to be looked after each year,40390,141,35
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Children looked after at 31 March each year,40390,349,86
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Children starting to be looked after each year,40390,134,33
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Children ceasing to be looked after each year,28663,179,62
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Children looked after at 31 March each year,28663,520,181
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Children starting to be looked after each year,28663,155,54
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Children ceasing to be looked after each year,81634,257,31
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Children looked after at 31 March each year,81634,542,66
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Children starting to be looked after each year,81634,205,25
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Children ceasing to be looked after each year,70881,177,25
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Children looked after at 31 March each year,70881,570,80
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Children starting to be looked after each year,70881,162,23
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,Children ceasing to be looked after each year,51775,176,34
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,Children looked after at 31 March each year,51775,482,93
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,Children starting to be looked after each year,51775,173,33
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,Children ceasing to be looked after each year,38971,82,21
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,Children looked after at 31 March each year,38971,246,63
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,Children starting to be looked after each year,38971,71,18
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Children ceasing to be looked after each year,73832,202,27
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Children looked after at 31 March each year,73832,571,77
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Children starting to be looked after each year,73832,210,28
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Children ceasing to be looked after each year,43965,116,26
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Children looked after at 31 March each year,43965,344,78
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Children starting to be looked after each year,43965,109,25
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Children ceasing to be looked after each year,129785,525,40
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Children looked after at 31 March each year,129785,1303,100
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Children starting to be looked after each year,129785,483,37
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Children ceasing to be looked after each year,62995,195,31
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Children looked after at 31 March each year,62995,590,94
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Children starting to be looked after each year,62995,240,38
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Children ceasing to be looked after each year,56376,157,28
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Children looked after at 31 March each year,56376,605,107
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Children starting to be looked after each year,56376,162,29
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Children ceasing to be looked after each year,61372,186,30
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Children looked after at 31 March each year,61372,561,91
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Children starting to be looked after each year,61372,193,31
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Children ceasing to be looked after each year,64102,173,27
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Children looked after at 31 March each year,64102,495,77
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Children starting to be looked after each year,64102,188,29
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Children ceasing to be looked after each year,52031,200,38
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Children looked after at 31 March each year,52031,645,124
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Children starting to be looked after each year,52031,188,36
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Children ceasing to be looked after each year,56015,117,21
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Children looked after at 31 March each year,56015,377,67
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Children starting to be looked after each year,56015,142,25
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Children ceasing to be looked after each year,70544,214,30
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Children looked after at 31 March each year,70544,741,105
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Children starting to be looked after each year,70544,279,40
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Children ceasing to be looked after each year,35251,97,28
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Children looked after at 31 March each year,35251,337,96
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Children starting to be looked after each year,35251,105,30
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Children ceasing to be looked after each year,95953,394,41
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Children looked after at 31 March each year,95953,1490,155
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Children starting to be looked after each year,95953,404,42
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Children ceasing to be looked after each year,37107,172,46
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Children looked after at 31 March each year,37107,488,132
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Children starting to be looked after each year,37107,186,50
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Children ceasing to be looked after each year,53970,194,36
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Children looked after at 31 March each year,53970,581,108
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Children starting to be looked after each year,53970,162,30
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Children ceasing to be looked after each year,65875,216,33
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Children looked after at 31 March each year,65875,767,116
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Children starting to be looked after each year,65875,211,32
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Children ceasing to be looked after each year,x,z,z
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Children looked after at 31 March each year,x,z,z
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Children starting to be looked after each year,x,z,z
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Children ceasing to be looked after each year,256087,595,23
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Children looked after at 31 March each year,256087,1754,68
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Children starting to be looked after each year,256087,477,19
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Children ceasing to be looked after each year,61075,284,47
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Children looked after at 31 March each year,61075,747,122
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Children starting to be looked after each year,61075,260,43
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Children ceasing to be looked after each year,62209,147,24
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Children looked after at 31 March each year,62209,351,56
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Children starting to be looked after each year,62209,146,23
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Children ceasing to be looked after each year,33257,205,62
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Children looked after at 31 March each year,33257,469,141
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Children starting to be looked after each year,33257,100,30
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Children ceasing to be looked after each year,34349,87,25
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Children looked after at 31 March each year,34349,205,60
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Children starting to be looked after each year,34349,102,30
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Children ceasing to be looked after each year,34612,84,24
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Children looked after at 31 March each year,34612,243,70
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Children starting to be looked after each year,34612,61,18
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E06000065,Children ceasing to be looked after each year,114622,187,16
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E06000065,Children looked after at 31 March each year,114622,501,44
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E06000065,Children starting to be looked after each year,114622,222,19
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Children ceasing to be looked after each year,51047,216,42
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Children looked after at 31 March each year,51047,405,79
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Children starting to be looked after each year,51047,223,44
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Children ceasing to be looked after each year,66236,236,36
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Children looked after at 31 March each year,66236,523,79
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Children starting to be looked after each year,66236,216,33
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Children ceasing to be looked after each year,58096,206,35
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Children looked after at 31 March each year,58096,502,86
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Children starting to be looked after each year,58096,167,29
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Children ceasing to be looked after each year,114285,308,27
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Children looked after at 31 March each year,114285,646,57
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Children starting to be looked after each year,114285,299,26
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Children ceasing to be looked after each year,141384,600,42
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Children looked after at 31 March each year,141384,1483,105
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Children starting to be looked after each year,141384,497,35
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Children ceasing to be looked after each year,45005,138,31
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Children looked after at 31 March each year,45005,363,81
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Children starting to be looked after each year,45005,144,32
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,Children ceasing to be looked after each year,98726,236,24
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,Children looked after at 31 March each year,98726,603,61
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,Children starting to be looked after each year,98726,249,25
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,Children ceasing to be looked after each year,174133,476,27
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,Children looked after at 31 March each year,174133,1549,89
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,Children starting to be looked after each year,174133,558,32
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,Children ceasing to be looked after each year,75878,196,26
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,Children looked after at 31 March each year,75878,684,90
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,Children starting to be looked after each year,75878,248,33
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Children ceasing to be looked after each year,60058,260,43
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Children looked after at 31 March each year,60058,598,100
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Children starting to be looked after each year,60058,233,39
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Children ceasing to be looked after each year,88726,228,26
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Children looked after at 31 March each year,88726,599,68
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Children starting to be looked after each year,88726,195,22
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,Children ceasing to be looked after each year,7972,14,18
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,Children looked after at 31 March each year,7972,27,34
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,Children starting to be looked after each year,7972,9,11
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,Children ceasing to be looked after each year,67515,264,39
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,Children looked after at 31 March each year,67515,674,100
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,Children starting to be looked after each year,67515,215,32
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,Children ceasing to be looked after each year,81196,219,27
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,Children looked after at 31 March each year,81196,533,66
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,Children starting to be looked after each year,81196,205,25
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,Children ceasing to be looked after each year,94937,260,27
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,Children looked after at 31 March each year,94937,648,68
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,Children starting to be looked after each year,94937,210,22
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Children ceasing to be looked after each year,154488,428,28
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Children looked after at 31 March each year,154488,1057,68
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Children starting to be looked after each year,154488,485,31
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,Children ceasing to be looked after each year,145169,274,19
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,Children looked after at 31 March each year,145169,726,50
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,Children starting to be looked after each year,145169,311,21
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,Children ceasing to be looked after each year,147250,340,23
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,Children looked after at 31 March each year,147250,754,51
