time_period,time_identifier,level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,performance_type,cla_ks4_matched,cla_ks4_gcse_em_9-5,cla_ks4_gcse_em_9-5_%,cla_ks4_gcse_em_9-4,cla_ks4_gcse_em_9-4_%,cla_ks4_att8points,cla_ks4_av_att8score,cla_ks4_inp8calc,cla_ks4_p8score,cla_ks4_av_p8score
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,key stage 4 performance,11,c,c,c,c,248,22.5,7,-9.5,-1.35
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,key stage 4 performance,30,c,c,c,c,700,23.3,22,-23.4,-1.06
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,key stage 4 performance,22,c,c,c,c,441.25,20.1,16,-14.6,-0.91
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,key stage 4 performance,30,c,c,c,c,493.25,16.4,19,-20.3,-1.07
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,key stage 4 performance,27,c,c,c,c,358.5,13.3,19,-28.3,-1.49
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,key stage 4 performance,23,c,c,c,c,452.5,19.7,15,-20.2,-1.35
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,key stage 4 performance,65,c,c,9,13.8,957.75,14.7,24,-23.4,-0.97
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,key stage 4 performance,24,c,c,6,25,491.5,20.5,16,-15.5,-0.97
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,key stage 4 performance,25,c,c,8,32,522,20.9,13,-7,-0.54
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,key stage 4 performance,27,c,c,7,25.9,733.25,27.2,23,-20.6,-0.9
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,key stage 4 performance,14,c,c,c,c,226,16.1,9,-17.1,-1.9
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,key stage 4 performance,15,c,c,c,c,284,18.9,15,-20.4,-1.36
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,key stage 4 performance,21,c,c,c,c,502.75,23.9,11,-12.4,-1.13
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,key stage 4 performance,24,c,c,6,25,501.25,20.9,15,-14.9,-0.99
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,key stage 4 performance,11,c,c,c,c,123,11.2,7,-7.8,-1.12
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,key stage 4 performance,14,c,c,c,c,233.5,16.7,6,-1,-0.17
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,key stage 4 performance,31,c,c,6,19.4,776.25,25,21,-8.2,-0.39
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,key stage 4 performance,13,c,c,c,c,326.25,25.1,8,-7.7,-0.97
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,key stage 4 performance,6,c,c,c,c,129,21.5,c,c,c
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,key stage 4 performance,16,c,c,c,c,310.25,19.4,12,-15.6,-1.3
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,key stage 4 performance,25,c,c,c,c,279.5,11.2,15,-29.1,-1.94
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,key stage 4 performance,139,9,6.5,21,15.1,2712.75,19.5,104,-114.9,-1.1
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,key stage 4 performance,43,c,c,9,20.9,803.25,18.7,32,-33,-1.03
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,key stage 4 performance,38,c,c,8,21.1,928,24.4,34,-38,-1.12
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,key stage 4 performance,45,c,c,6,13.3,790.25,17.6,36,-39.3,-1.09
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,key stage 4 performance,35,c,c,8,22.9,675.25,19.3,25,-37.3,-1.49
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,key stage 4 performance,34,c,c,8,23.5,677.25,19.9,29,-14.9,-0.51
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,key stage 4 performance,47,c,c,6,12.8,793.25,16.9,37,-50.6,-1.37
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,key stage 4 performance,16,c,c,c,c,320.25,20,12,-15.8,-1.32
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,key stage 4 performance,62,6,9.7,8,12.9,1224.25,19.7,52,-66.9,-1.29
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,key stage 4 performance,28,c,c,c,c,439,15.7,22,-30.1,-1.37
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,key stage 4 performance,24,c,c,c,c,491.25,20.5,19,-25.3,-1.33
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,key stage 4 performance,42,c,c,6,14.3,807.25,19.2,36,-56.8,-1.58
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,key stage 4 performance,31,c,c,c,c,451,14.5,29,-48.6,-1.68
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,key stage 4 performance,21,c,c,c,c,327,15.6,17,-25,-1.47
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,key stage 4 performance,88,8,9.1,24,27.3,1973.75,22.4,72,-65.5,-0.91
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,key stage 4 performance,28,c,c,7,25,706,25.2,24,-18.4,-0.77
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,key stage 4 performance,35,c,c,8,22.9,807.75,23.1,29,-26.6,-0.92
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,key stage 4 performance,42,c,c,9,21.4,970.25,23.1,34,-39.2,-1.15
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,key stage 4 performance,22,c,c,7,31.8,563.25,25.6,18,-10.1,-0.56
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,key stage 4 performance,34,c,c,c,c,565.75,16.6,27,-33.1,-1.23
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,key stage 4 performance,29,c,c,6,20.7,640.75,22.1,26,-30.5,-1.17
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,key stage 4 performance,23,c,c,c,c,458.75,19.9,21,-32.6,-1.55
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,key stage 4 performance,16,c,c,7,43.8,448.5,28,13,-5.6,-0.43
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,key stage 4 performance,33,c,c,9,27.3,689.75,20.9,30,-34.6,-1.15
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,key stage 4 performance,41,c,c,c,c,596.75,14.6,31,-47.2,-1.52
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,key stage 4 performance,44,c,c,c,c,726.25,16.5,38,-48.2,-1.27
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,key stage 4 performance,61,c,c,7,11.5,1203.5,19.7,48,-44.3,-0.92
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,key stage 4 performance,23,c,c,c,c,384,16.7,20,-31,-1.55
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,key stage 4 performance,50,c,c,9,18,904.5,18.1,43,-47.1,-1.1
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,key stage 4 performance,82,9,11,17,20.7,1675.5,20.4,73,-74,-1.01
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,key stage 4 performance,28,c,c,c,c,426.5,15.2,20,-27.2,-1.36
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,key stage 4 performance,24,c,c,c,c,536.75,22.4,22,-29.9,-1.36
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,key stage 4 performance,35,c,c,9,25.7,732.75,20.9,28,-34.5,-1.23
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,key stage 4 performance,21,c,c,c,c,478.5,22.8,19,-22.4,-1.18
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,key stage 4 performance,18,c,c,c,c,321.75,17.9,16,-17,-1.06
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,key stage 4 performance,30,c,c,6,20,586.25,19.5,23,-34.4,-1.5
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,key stage 4 performance,0,.,.,.,.,.,.,.,.,.
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,key stage 4 performance,16,c,c,8,50,509.5,31.8,14,-6.3,-0.45
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",key stage 4 performance,49,c,c,6,12.2,710.5,14.5,40,-58.5,-1.46
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,key stage 4 performance,22,c,c,c,c,316.5,14.4,19,-31.5,-1.66
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,key stage 4 performance,14,c,c,c,c,230.25,16.4,11,-16.9,-1.54
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,key stage 4 performance,12,c,c,c,c,288,24,11,-5,-0.45
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,key stage 4 performance,29,c,c,c,c,609,21,25,-31.9,-1.28
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,key stage 4 performance,19,c,c,c,c,292.25,15.4,15,-21.7,-1.45
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,key stage 4 performance,27,c,c,c,c,485.75,18,18,-21,-1.17
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,"Kingston Upon Hull, City of",key stage 4 performance,40,c,c,c,c,764.75,19.1,36,-46.7,-1.3
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,key stage 4 performance,21,c,c,c,c,416.75,19.8,18,-20.4,-1.13
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,key stage 4 performance,14,c,c,c,c,228,16.3,11,-14.4,-1.31
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,key stage 4 performance,13,c,c,c,c,213.5,16.4,11,-11.7,-1.06
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,key stage 4 performance,40,c,c,7,17.5,800.5,20,32,-31.2,-0.97
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,key stage 4 performance,15,c,c,c,c,220,14.7,12,-17.8,-1.49
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,key stage 4 performance,29,c,c,c,c,452,15.6,24,-43.6,-1.82
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford Borough,key stage 4 performance,9,c,c,c,c,140,15.6,c,c,c
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,key stage 4 performance,19,c,c,c,c,441.25,23.2,14,-8.4,-0.6
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,key stage 4 performance,28,c,c,7,25,447.25,16,23,-25,-1.09
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,key stage 4 performance,28,c,c,c,c,413.25,14.8,17,-27,-1.59
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,key stage 4 performance,43,c,c,6,14,755.25,17.6,35,-45.3,-1.29
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,key stage 4 performance,30,c,c,c,c,563,18.8,26,-35.1,-1.35
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,key stage 4 performance,34,c,c,7,20.6,479,14.1,27,-32.5,-1.2
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,key stage 4 performance,14,c,c,c,c,229,16.4,8,-7.1,-0.88
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,key stage 4 performance,25,c,c,7,28,563.75,22.6,20,-21.1,-1.06
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,key stage 4 performance,52,c,c,9,17.3,1204.5,23.2,48,-54.1,-1.13
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,key stage 4 performance,15,c,c,c,c,391.25,26.1,12,-16.9,-1.41
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,key stage 4 performance,33,c,c,c,c,608.5,18.4,30,-44.8,-1.49
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,key stage 4 performance,41,c,c,9,22,742.75,18.1,33,-50.1,-1.52
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,key stage 4 performance,108,8,7.4,25,23.1,2378.75,22,88,-98.5,-1.12
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,key stage 4 performance,22,c,c,c,c,257.25,11.7,16,-24.3,-1.52
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,key stage 4 performance,36,c,c,c,c,605.5,16.8,26,-34.7,-1.33
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,key stage 4 performance,34,c,c,6,17.6,662.25,19.5,30,-38.6,-1.29
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,key stage 4 performance,32,c,c,c,c,715.75,22.4,29,-23.2,-0.8
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,key stage 4 performance,c,c,c,c,c,c,c,c,c,c
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,key stage 4 performance,70,c,c,10,14.3,1230,17.6,55,-57,-1.04
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,key stage 4 performance,39,c,c,11,28.2,949,24.3,29,-24.4,-0.84
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,key stage 4 performance,41,c,c,7,17.1,726,17.7,34,-35.1,-1.03
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,key stage 4 performance,16,c,c,c,c,253,15.8,13,-16.1,-1.24
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,key stage 4 performance,9,c,c,c,c,147.5,16.4,6,-9,-1.5
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,key stage 4 performance,8,c,c,c,c,209.75,26.2,7,-4.4,-0.63
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,key stage 4 performance,16,c,c,c,c,320.5,20,13,-16.2,-1.25
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,key stage 4 performance,19,c,c,8,42.1,461.25,24.3,14,-17.5,-1.25
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,key stage 4 performance,16,c,c,c,c,217,13.6,14,-21.5,-1.54
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,key stage 4 performance,11,c,c,c,c,167,15.2,9,-8.3,-0.93
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,key stage 4 performance,55,c,c,8,14.5,1206.5,21.9,43,-30.4,-0.71
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,key stage 4 performance,29,c,c,c,c,424.5,14.6,21,-27.7,-1.32
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,key stage 4 performance,19,c,c,c,c,298.25,15.7,13,-24.5,-1.89
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,key stage 4 performance,23,c,c,c,c,445.5,19.4,19,-32.5,-1.71
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,key stage 4 performance,80,c,c,10,12.5,1137,14.2,56,-91.4,-1.63
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,key stage 4 performance,22,c,c,c,c,373.5,17,19,-24.1,-1.27
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,key stage 4 performance,21,c,c,6,28.6,444.25,21.2,17,-22.6,-1.33
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,key stage 4 performance,94,9,9.6,20,21.3,1987.25,21.1,79,-81.5,-1.03
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,key stage 4 performance,29,c,c,8,27.6,584,20.1,24,-35,-1.46
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,key stage 4 performance,23,c,c,6,26.1,452,19.7,16,-22.3,-1.39
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,key stage 4 performance,21,c,c,c,c,369.25,17.6,18,-25.4,-1.41
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,key stage 4 performance,58,c,c,14,24.1,1171.25,20.2,51,-64.8,-1.27
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,key stage 4 performance,145,13,9,26,17.9,2932.5,20.2,105,-108.3,-1.03
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,key stage 4 performance,29,c,c,c,c,433.75,15,23,-26.1,-1.14
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,key stage 4 performance,108,6,5.6,12,11.1,1966.25,18.2,91,-119.8,-1.32
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,key stage 4 performance,19,c,c,c,c,306.25,16.1,15,-21.1,-1.4
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,key stage 4 performance,29,c,c,c,c,483.75,16.7,25,-32.8,-1.31
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,key stage 4 performance,44,c,c,10,22.7,900.5,20.5,37,-43.9,-1.19
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,key stage 4 performance,39,c,c,7,17.9,738,18.9,29,-31.7,-1.09
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,key stage 4 performance,27,c,c,c,c,504.25,18.7,21,-23.1,-1.1
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,key stage 4 performance,23,c,c,c,c,337.25,14.7,15,-17.7,-1.18
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,key stage 4 performance,38,c,c,c,c,604.25,15.9,30,-44.8,-1.49
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,key stage 4 performance,31,c,c,9,29,660,21.3,23,-31.9,-1.39
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,key stage 4 performance,45,c,c,10,22.2,984.25,21.9,33,-42.1,-1.27
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,key stage 4 performance,40,c,c,9,22.5,802.75,20.1,30,-29.2,-0.97
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,key stage 4 performance,56,c,c,c,c,616.5,11,35,-51.4,-1.47
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,key stage 4 performance,68,7,10.3,14,20.6,1205.75,17.7,50,-63.5,-1.27
