time_period,time_identifier,geographic_level,country_code,country_name,age_group,cla_group,characteristic,activity_type,number,percentage
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other placements,Higher education i.e. studies beyond A level,0,0
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other placements,In an apprenticeship,0,0
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other placements,In training or employment,z,z
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other placements,In training or employment (excl. apprenticeship),20,25
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other placements,Information not known,10,13
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other placements,"Not in education, employment or training",50,57
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other placements,Total care leavers,90,100
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other placements,Education other than higher education,20,10
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other placements,Higher education i.e. studies beyond A level,10,3
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other placements,In an apprenticeship,c,c
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other placements,In training or employment,z,z
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other placements,In training or employment (excl. apprenticeship),60,24
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other placements,Information not known,30,11
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other placements,"Not in education, employment or training",120,52
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other placements,Total care leavers,240,100
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other placements,Education other than higher education,10,43
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other placements,Higher education i.e. studies beyond A level,0,0
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other placements,In an apprenticeship,0,0
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other placements,In training or employment,z,z
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other placements,In training or employment (excl. apprenticeship),c,c
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other placements,Information not known,c,c
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other placements,"Not in education, employment or training",c,c
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other placements,Total care leavers,10,100
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other placements,Education other than higher education,20,20
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other placements,Higher education i.e. studies beyond A level,c,c
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other placements,In an apprenticeship,0,0
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other placements,In training or employment,z,z
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other placements,In training or employment (excl. apprenticeship),20,22
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other placements,Information not known,10,10
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other placements,"Not in education, employment or training",40,47
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other placements,Total care leavers,90,100
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other placements,Education other than higher education,c,c
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other placements,Higher education i.e. studies beyond A level,c,c
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other placements,In an apprenticeship,c,c
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other placements,In training or employment,z,z
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other placements,In training or employment (excl. apprenticeship),20,27
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other placements,Information not known,10,10
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other placements,"Not in education, employment or training",30,52
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other placements,Total care leavers,60,100
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other placements,Education other than higher education,30,24
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other placements,Higher education i.e. studies beyond A level,c,c
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other placements,In an apprenticeship,c,c
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other placements,In training or employment,z,z
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other placements,In training or employment (excl. apprenticeship),10,13
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other placements,Information not known,10,11
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other placements,"Not in education, employment or training",50,50
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other placements,Total care leavers,110,100
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Independent living,Education other than higher education,930,44
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Independent living,Higher education i.e. studies beyond A level,30,2
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Independent living,In an apprenticeship,40,2
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Independent living,In training or employment,z,z
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Independent living,In training or employment (excl. apprenticeship),270,13
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Independent living,Information not known,100,5
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Independent living,"Not in education, employment or training",740,35
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Independent living,Total care leavers,2100,100
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Independent living,Education other than higher education,390,13
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Independent living,Higher education i.e. studies beyond A level,100,3
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Independent living,In an apprenticeship,40,1
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Independent living,In training or employment,z,z
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Independent living,In training or employment (excl. apprenticeship),910,31
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Independent living,Information not known,230,8
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Independent living,"Not in education, employment or training",1310,44
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Independent living,Total care leavers,2980,100
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Independent living,Education other than higher education,530,26
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Independent living,Higher education i.e. studies beyond A level,40,2
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Independent living,In an apprenticeship,30,1
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Independent living,In training or employment,z,z
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Independent living,In training or employment (excl. apprenticeship),460,23
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Independent living,Information not known,80,4
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Independent living,"Not in education, employment or training",890,44
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Independent living,Total care leavers,2020,100
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Independent living,Education other than higher education,10,21
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Independent living,Higher education i.e. studies beyond A level,0,0
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Independent living,In an apprenticeship,0,0
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Independent living,In training or employment,z,z
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Independent living,In training or employment (excl. apprenticeship),c,c
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Independent living,Information not known,10,50
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Independent living,"Not in education, employment or training",10,21
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Independent living,Total care leavers,30,100
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Independent living,Education other than higher education,1360,18
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Independent living,Higher education i.e. studies beyond A level,220,3
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Independent living,In an apprenticeship,110,1
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Independent living,In training or employment,z,z
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Independent living,In training or employment (excl. apprenticeship),2130,28
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Independent living,Information not known,380,5
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Independent living,"Not in education, employment or training",3310,44
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Independent living,Total care leavers,7510,100
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Independent living,Education other than higher education,430,17
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Independent living,Higher education i.e. studies beyond A level,80,3
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Independent living,In an apprenticeship,40,2
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Independent living,In training or employment,z,z
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Independent living,In training or employment (excl. apprenticeship),760,30
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Independent living,Information not known,80,3
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Independent living,"Not in education, employment or training",1120,45
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Independent living,Total care leavers,2510,100
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other residential settings,Education other than higher education,40,10
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other residential settings,Higher education i.e. studies beyond A level,10,1
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other residential settings,In an apprenticeship,c,c
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other residential settings,In training or employment,z,z
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other residential settings,In training or employment (excl. apprenticeship),60,15
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other residential settings,Information not known,60,14
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other residential settings,"Not in education, employment or training",250,60
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Other residential settings,Total care leavers,430,100
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other residential settings,Education other than higher education,140,11
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other residential settings,Higher education i.e. studies beyond A level,20,1
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other residential settings,In an apprenticeship,10,1
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other residential settings,In training or employment,z,z
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other residential settings,In training or employment (excl. apprenticeship),200,16
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other residential settings,Information not known,180,14
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other residential settings,"Not in education, employment or training",720,57
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Other residential settings,Total care leavers,1260,100
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other residential settings,Education other than higher education,10,25
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other residential settings,Higher education i.e. studies beyond A level,0,0
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other residential settings,In an apprenticeship,0,0
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other residential settings,In training or employment,z,z
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other residential settings,In training or employment (excl. apprenticeship),c,c
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other residential settings,Information not known,10,32
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other residential settings,"Not in education, employment or training",20,39
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Other residential settings,Total care leavers,40,100
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other residential settings,Education other than higher education,70,17
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other residential settings,Higher education i.e. studies beyond A level,c,c
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other residential settings,In an apprenticeship,c,c
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other residential settings,In training or employment,z,z
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other residential settings,In training or employment (excl. apprenticeship),60,14
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other residential settings,Information not known,50,12
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other residential settings,"Not in education, employment or training",220,56
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Other residential settings,Total care leavers,390,100
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other residential settings,Education other than higher education,30,8
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other residential settings,Higher education i.e. studies beyond A level,c,c
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other residential settings,In an apprenticeship,c,c
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other residential settings,In training or employment,z,z
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other residential settings,In training or employment (excl. apprenticeship),80,18
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other residential settings,Information not known,70,16
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other residential settings,"Not in education, employment or training",250,57
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Other residential settings,Total care leavers,450,100
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other residential settings,Education other than higher education,100,30
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other residential settings,Higher education i.e. studies beyond A level,c,c
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other residential settings,In an apprenticeship,c,c
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other residential settings,In training or employment,z,z
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other residential settings,In training or employment (excl. apprenticeship),30,9
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other residential settings,Information not known,30,7
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other residential settings,"Not in education, employment or training",180,53
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Other residential settings,Total care leavers,340,100
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Education other than higher education,170,27
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,20,3
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In an apprenticeship,10,2
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment,z,z
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),100,16
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Information not known,80,14
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,"Not in education, employment or training",240,39
2023,Reporting year,National,E92000001,England,18 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Total care leavers,620,100
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Education other than higher education,20,5
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,20,5
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In an apprenticeship,c,c
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment,z,z
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),130,28
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Information not known,60,14
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,"Not in education, employment or training",210,48
2023,Reporting year,National,E92000001,England,21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Total care leavers,450,100
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Education other than higher education,100,15
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,30,4
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In an apprenticeship,10,2
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment,z,z
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),140,23
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Information not known,80,13
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,"Not in education, employment or training",260,42
2023,Reporting year,National,E92000001,England,19 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Total care leavers,610,100
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Education other than higher education,50,38
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,c,c
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In an apprenticeship,c,c
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment,z,z
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),10,8
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Information not known,40,34
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,"Not in education, employment or training",20,15
2023,Reporting year,National,E92000001,England,17 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Total care leavers,120,100
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Education other than higher education,150,9
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,70,4
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In an apprenticeship,30,2
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment,z,z
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),430,27
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Information not known,230,14
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,"Not in education, employment or training",710,44
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Total care leavers,1620,100
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Education other than higher education,40,7
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,20,4
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In an apprenticeship,10,2
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment,z,z
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),160,29
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Information not known,90,16
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,"Not in education, employment or training",240,43
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Placed with parents or other person with parental responsibility,Total care leavers,560,100
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Residential schools,Education other than higher education,10,36
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Residential schools,Higher education i.e. studies beyond A level,c,c
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Residential schools,In an apprenticeship,0,0
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Residential schools,In training or employment,z,z
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Residential schools,In training or employment (excl. apprenticeship),c,c
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Residential schools,Information not known,c,c
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Residential schools,"Not in education, employment or training",10,32
2023,Reporting year,National,E92000001,England,20 years,Placement on ceasing care,Residential schools,Total care leavers,30,100
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Residential schools,Education other than higher education,30,37
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Residential schools,Higher education i.e. studies beyond A level,10,11
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Residential schools,In an apprenticeship,0,0
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Residential schools,In training or employment,z,z
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Residential schools,In training or employment (excl. apprenticeship),c,c
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Residential schools,Information not known,10,13
2023,Reporting year,National,E92000001,England,19 to 21 years,Placement on ceasing care,Residential schools,"Not in education, employment or training",30,34
