time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2023,Reporting year,National,E92000001,England,Gender,Male,6990,96
2023,Reporting year,National,E92000001,England,Gender,Total,7290,100
2023,Reporting year,National,E92000001,England,Placements,1. Foster placements,2740,38
2023,Reporting year,National,E92000001,England,Placements,2. Living independently,1140,16
2023,Reporting year,National,E92000001,England,Placements,3. Secure units and children's homes ,80,1
2023,Reporting year,National,E92000001,England,Placements,4. Semi-independent living accommodation,3310,45
2023,Reporting year,National,E92000001,England,Placements,5. Other placements,30,k
2023,Reporting year,National,E92000001,England,Placements,Total,7290,100
2022,Reporting year,National,E92000001,England,Age group,16 years and over,4950,87
2022,Reporting year,National,E92000001,England,Age group,Total,5670,100
2022,Reporting year,National,E92000001,England,Age group,Under 16 years,720,13
2022,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,400,7
2022,Reporting year,National,E92000001,England,Category of need,N2. Child's disability,0,0
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,c,c
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,220,4
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,30,1
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,0,0
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,10,k
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,5000,88
2022,Reporting year,National,E92000001,England,Category of need,Total,5670,100
2022,Reporting year,National,E92000001,England,Ethnicity,1. Total White,210,4
2022,Reporting year,National,E92000001,England,Ethnicity,1a. White British,c,c
2022,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,0,0
2022,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,0,0
2022,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,0,0
2022,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,200,4
2022,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,100,2
2022,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,c,c
2022,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,20,k
2022,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,10,k
2022,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,70,1
2022,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,1410,25
2022,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,10,k
2022,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,30,k
2022,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,10,k
2022,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,10,k
2022,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,1360,24
2022,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",1320,23
2022,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,c,c
2022,Reporting year,National,E92000001,England,Ethnicity,4b. African,1170,21
2022,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,150,3
2022,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,2570,45
2022,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,70,1
2022,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,c,c
2022,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,70,1
2022,Reporting year,National,E92000001,England,Ethnicity,Total,5670,100
2022,Reporting year,National,E92000001,England,Gender,Female,290,5
2022,Reporting year,National,E92000001,England,Gender,Male,5370,95
2022,Reporting year,National,E92000001,England,Gender,Total,5670,100
2022,Reporting year,National,E92000001,England,Placements,1. Foster placements,2230,39
2022,Reporting year,National,E92000001,England,Placements,2. Living independently,870,15
2022,Reporting year,National,E92000001,England,Placements,3. Secure units and children's homes ,40,1
2022,Reporting year,National,E92000001,England,Placements,4. Semi-independent living accommodation,2510,44
2022,Reporting year,National,E92000001,England,Placements,5. Other placements,20,k
2022,Reporting year,National,E92000001,England,Placements,Total,5670,100
2021,Reporting year,National,E92000001,England,Age group,16 years and over,3610,87
2021,Reporting year,National,E92000001,England,Age group,Total,4150,100
2021,Reporting year,National,E92000001,England,Age group,Under 16 years,540,13
2021,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,320,8
2021,Reporting year,National,E92000001,England,Category of need,N2. Child's disability,0,0
2021,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,c,c
2021,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,190,5
2021,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,30,1
2021,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,0,0
2021,Reporting year,National,E92000001,England,Category of need,N7. Low income,10,k
2021,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,3600,87
2021,Reporting year,National,E92000001,England,Category of need,Total,4150,100
2021,Reporting year,National,E92000001,England,Ethnicity,1. Total White,250,6
2021,Reporting year,National,E92000001,England,Ethnicity,1a. White British,c,c
2021,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,0,0
2021,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,0,0
2021,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,0,0
2021,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,250,6
2021,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,70,2
2021,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,0,0
2021,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,10,k
2021,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,20,k
2021,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,40,1
2021,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,1060,26
2021,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,c,c
2021,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,30,1
2021,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,c,c
2021,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,10,k
2021,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,1010,24
2021,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",1170,28
2021,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,c,c
2021,Reporting year,National,E92000001,England,Ethnicity,4b. African,1020,25
2021,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,140,3
2021,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,1570,38
2021,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,40,1
2021,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,c,c
2021,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,30,1
2021,Reporting year,National,E92000001,England,Ethnicity,Total,4150,100
2021,Reporting year,National,E92000001,England,Gender,Female,340,8
2021,Reporting year,National,E92000001,England,Gender,Male,3810,92
2021,Reporting year,National,E92000001,England,Gender,Total,4150,100
2021,Reporting year,National,E92000001,England,Placements,1. Foster placements,1980,48
2021,Reporting year,National,E92000001,England,Placements,2. Living independently,620,15
2021,Reporting year,National,E92000001,England,Placements,3. Secure units and children's homes ,40,1
2021,Reporting year,National,E92000001,England,Placements,4. Semi-independent living accommodation,1500,36
2021,Reporting year,National,E92000001,England,Placements,5. Other placements,20,k
2021,Reporting year,National,E92000001,England,Placements,Total,4150,100
2020,Reporting year,National,E92000001,England,Age group,16 years and over,4380,86
2020,Reporting year,National,E92000001,England,Age group,Total,5080,100
2020,Reporting year,National,E92000001,England,Age group,Under 16 years,710,14
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,380,7
2020,Reporting year,National,E92000001,England,Category of need,N2. Child's disability,0,0
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,c,c
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,170,3
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,50,1
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,c,c
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,20,k
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,4460,88
2020,Reporting year,National,E92000001,England,Category of need,Total,5080,100
2020,Reporting year,National,E92000001,England,Ethnicity,1. Total White,380,7
2020,Reporting year,National,E92000001,England,Ethnicity,1a. White British,c,c
2020,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,0,0
2020,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,0,0
2020,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,c,c
2020,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,380,7
2020,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,60,1
2020,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,0,0
2020,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,20,k
2020,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,10,k
2020,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,30,1
2020,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,1210,24
2020,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,c,c
2020,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,40,1
2020,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,c,c
2020,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,10,k
2020,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,1150,23
2020,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",1540,30
2020,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,c,c
2020,Reporting year,National,E92000001,England,Ethnicity,4b. African,1370,27
2020,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,170,3
2020,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,1870,37
2020,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,20,k
2020,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,0,0
2020,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,20,k
2020,Reporting year,National,E92000001,England,Ethnicity,Total,5080,100
2020,Reporting year,National,E92000001,England,Gender,Female,510,10
2020,Reporting year,National,E92000001,England,Gender,Male,4570,90
2020,Reporting year,National,E92000001,England,Gender,Total,5080,100
2020,Reporting year,National,E92000001,England,Placements,1. Foster placements,2460,48
2020,Reporting year,National,E92000001,England,Placements,2. Living independently,1000,20
2020,Reporting year,National,E92000001,England,Placements,3. Secure units and children's homes ,40,1
2020,Reporting year,National,E92000001,England,Placements,4. Semi-independent living accommodation,1550,31
2020,Reporting year,National,E92000001,England,Placements,5. Other placements,30,1
2020,Reporting year,National,E92000001,England,Placements,Total,5080,100
2019,Reporting year,National,E92000001,England,Age group,16 years and over,4390,85
2019,Reporting year,National,E92000001,England,Age group,Total,5150,100
2019,Reporting year,National,E92000001,England,Age group,Under 16 years,760,15
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,350,7
2019,Reporting year,National,E92000001,England,Category of need,N2. Child's disability,c,c
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,c,c
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,210,4
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,50,1
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,0,0
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,30,1
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,4510,88
2019,Reporting year,National,E92000001,England,Category of need,Total,5150,100
2019,Reporting year,National,E92000001,England,Ethnicity,1. Total White,470,9
2019,Reporting year,National,E92000001,England,Ethnicity,1a. White British,c,c
2019,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,0,0
2019,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,0,0
2019,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,0,0
2019,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,470,9
2019,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,60,1
2019,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,c,c
2019,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,30,1
2019,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,10,k
2019,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,30,1
2019,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,1130,22
2019,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,c,c
2019,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,30,1
2019,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,c,c
2019,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,10,k
2019,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,1090,21
2019,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",1690,33
2019,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,c,c
2019,Reporting year,National,E92000001,England,Ethnicity,4b. African,1520,30
2019,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,160,3
2019,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,1780,35
2019,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,20,k
2019,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,0,0
2019,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,20,k
2019,Reporting year,National,E92000001,England,Ethnicity,Total,5150,100
2019,Reporting year,National,E92000001,England,Gender,Female,490,10
2019,Reporting year,National,E92000001,England,Gender,Male,4660,90
2019,Reporting year,National,E92000001,England,Gender,Total,5150,100
2019,Reporting year,National,E92000001,England,Placements,1. Foster placements,2570,50
2019,Reporting year,National,E92000001,England,Placements,2. Living independently,1290,25
2019,Reporting year,National,E92000001,England,Placements,3. Secure units and children's homes ,50,1
2019,Reporting year,National,E92000001,England,Placements,4. Semi-independent living accommodation,1220,24
2019,Reporting year,National,E92000001,England,Placements,5. Other placements,20,k
2019,Reporting year,National,E92000001,England,Placements,Total,5150,100
