time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,in_touch,number,percentage
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 22,Young person has requested and received support,390,38
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 23,Care leaver not in touch,770,70
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 23,Total,1100,100
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 23,Young person has requested and received support,330,30
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 24,Care leaver not in touch,770,76
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 24,Total,1000,100
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 24,Young person has requested and received support,240,24
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 25,Care leaver not in touch,770,88
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 25,Total,880,100
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 25,Young person has requested and received support,110,12
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 22,Care leaver not in touch,970,41
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 22,Total,2380,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 22,Young person has requested and received support,1410,59
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 23,Care leaver not in touch,1240,53
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 23,Total,2350,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 23,Young person has requested and received support,1110,47
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 24,Care leaver not in touch,1500,65
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 24,Total,2290,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 24,Young person has requested and received support,790,35
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 25,Care leaver not in touch,1500,79
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 25,Total,1900,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 25,Young person has requested and received support,400,21
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 22,Care leaver not in touch,770,49
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 22,Total,1560,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 22,Young person has requested and received support,790,51
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 23,Care leaver not in touch,1010,62
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 23,Total,1620,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 23,Young person has requested and received support,610,38
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 24,Care leaver not in touch,1210,72
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 24,Total,1690,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 24,Young person has requested and received support,480,28
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 25,Care leaver not in touch,1190,84
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 25,Total,1420,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 25,Young person has requested and received support,230,16
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 22,Care leaver not in touch,440,49
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 22,Total,890,100
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 22,Young person has requested and received support,450,51
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 23,Care leaver not in touch,570,66
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 23,Total,860,100
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 23,Young person has requested and received support,290,34
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 24,Care leaver not in touch,580,71
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 24,Total,810,100
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 24,Young person has requested and received support,230,29
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 25,Care leaver not in touch,660,81
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 25,Total,810,100
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 25,Young person has requested and received support,150,19
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 22,Care leaver not in touch,310,31
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 22,Total,1030,100
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 22,Young person has requested and received support,720,69
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 23,Care leaver not in touch,390,38
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 23,Total,1020,100
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 23,Young person has requested and received support,630,62
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 24,Care leaver not in touch,480,52
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 24,Total,920,100
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 24,Young person has requested and received support,440,48
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 25,Care leaver not in touch,560,72
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 25,Total,780,100
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 25,Young person has requested and received support,220,28
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 22,Care leaver not in touch,660,48
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 22,Total,1350,100
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 22,Young person has requested and received support,700,52
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 23,Care leaver not in touch,850,64
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 23,Total,1330,100
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 23,Young person has requested and received support,480,36
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 24,Care leaver not in touch,1020,74
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 24,Total,1370,100
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 24,Young person has requested and received support,350,26
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 25,Care leaver not in touch,940,84
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 25,Total,1120,100
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 25,Young person has requested and received support,180,16
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 22,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 22,Total,29,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 22,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 23,Care leaver not in touch,25,81
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 23,Total,31,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 23,Young person has requested and received support,6,19
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 24,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 24,Total,17,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 24,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 25,Total,16,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 22,Care leaver not in touch,22,63
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 22,Total,35,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 22,Young person has requested and received support,13,37
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 23,Care leaver not in touch,34,76
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 23,Total,45,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 23,Young person has requested and received support,11,24
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 24,Care leaver not in touch,35,80
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 24,Total,44,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 24,Young person has requested and received support,9,20
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 25,Total,31,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 22,Care leaver not in touch,14,47
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 22,Total,30,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 22,Young person has requested and received support,16,53
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 23,Care leaver not in touch,13,59
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 23,Total,22,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 23,Young person has requested and received support,9,41
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 24,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 24,Total,17,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 24,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 25,Total,10,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 22,Care leaver not in touch,20,57
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 22,Total,35,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 22,Young person has requested and received support,15,43
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 23,Care leaver not in touch,30,79
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 23,Total,38,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 23,Young person has requested and received support,8,21
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 24,Care leaver not in touch,29,76
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 24,Total,38,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 24,Young person has requested and received support,9,24
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 25,Care leaver not in touch,39,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 25,Total,39,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 25,Young person has requested and received support,0,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 22,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 22,Total,22,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 22,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 23,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 23,Total,19,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 23,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 24,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 24,Total,22,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 24,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 25,Total,20,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 22,Care leaver not in touch,32,47
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 22,Total,68,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 22,Young person has requested and received support,36,53
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 23,Care leaver not in touch,32,63
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 23,Total,51,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 23,Young person has requested and received support,19,37
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 24,Care leaver not in touch,47,82
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 24,Total,57,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 24,Young person has requested and received support,10,18
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 25,Care leaver not in touch,36,82
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 25,Total,44,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 25,Young person has requested and received support,8,18
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 22,Care leaver not in touch,30,79
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 22,Total,38,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 22,Young person has requested and received support,8,21
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 23,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 23,Total,42,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 23,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 24,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 24,Total,31,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 24,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 25,Care leaver not in touch,32,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 25,Total,32,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 25,Young person has requested and received support,0,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 22,Care leaver not in touch,44,57
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 22,Total,77,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 22,Young person has requested and received support,33,43
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 23,Care leaver not in touch,48,83
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 23,Total,58,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 23,Young person has requested and received support,10,17
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 24,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 24,Total,63,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 24,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 25,Total,73,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 22,Care leaver not in touch,20,44
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 22,Total,45,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 22,Young person has requested and received support,25,56
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 23,Care leaver not in touch,18,50
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 23,Total,36,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 23,Young person has requested and received support,18,50
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 24,Care leaver not in touch,27,66
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 24,Total,41,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 24,Young person has requested and received support,14,34
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 25,Care leaver not in touch,23,58
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 25,Total,40,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 25,Young person has requested and received support,17,43
