time_period,time_identifier,geographic_level,country_code,country_name,cla_group,population_group,characteristic,placement_stability,number,percentage
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Age group,Total children,With 3 or more placements during the year,5510,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Age group,Under 1 year,Total children,c,c
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Age group,Under 1 year,With 1 placement during the year,0,0
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Age group,Under 1 year,With 2 placements during the year,c,c
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Age group,Under 1 year,With 3 or more placements during the year,0,0
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1. Total White,Total children,44670,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1. Total White,With 1 placement during the year,32310,72
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1. Total White,With 2 placements during the year,8160,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1. Total White,With 3 or more placements during the year,4210,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1a. White British,Total children,41920,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1a. White British,With 1 placement during the year,30320,72
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1a. White British,With 2 placements during the year,7650,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1a. White British,With 3 or more placements during the year,3960,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1b. White Irish,Total children,140,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1b. White Irish,With 1 placement during the year,100,69
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1b. White Irish,With 2 placements during the year,30,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1b. White Irish,With 3 or more placements during the year,20,13
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1c. Traveller of Irish Heritage,Total children,130,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1c. Traveller of Irish Heritage,With 1 placement during the year,80,63
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1c. Traveller of Irish Heritage,With 2 placements during the year,30,25
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1c. Traveller of Irish Heritage,With 3 or more placements during the year,20,12
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1d. Gypsy Roma,Total children,460,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1d. Gypsy Roma,With 1 placement during the year,330,73
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1d. Gypsy Roma,With 2 placements during the year,80,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1d. Gypsy Roma,With 3 or more placements during the year,40,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1e. Any other White background,Total children,2040,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1e. Any other White background,With 1 placement during the year,1480,73
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1e. Any other White background,With 2 placements during the year,370,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,1e. Any other White background,With 3 or more placements during the year,180,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,Total children,6550,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,With 1 placement during the year,4680,71
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,With 2 placements during the year,1200,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,With 3 or more placements during the year,670,10
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2a. White and Black Caribbean,Total children,2160,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2a. White and Black Caribbean,With 1 placement during the year,1530,71
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2a. White and Black Caribbean,With 2 placements during the year,370,17
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2a. White and Black Caribbean,With 3 or more placements during the year,260,12
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2b. White and Black African,Total children,760,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2b. White and Black African,With 1 placement during the year,540,71
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2b. White and Black African,With 2 placements during the year,160,21
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2b. White and Black African,With 3 or more placements during the year,60,8
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2c. White and Asian,Total children,1400,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2c. White and Asian,With 1 placement during the year,1040,74
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2c. White and Asian,With 2 placements during the year,240,17
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2c. White and Asian,With 3 or more placements during the year,120,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2d. Any other Mixed background,Total children,2220,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2d. Any other Mixed background,With 1 placement during the year,1560,70
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2d. Any other Mixed background,With 2 placements during the year,430,19
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,2d. Any other Mixed background,With 3 or more placements during the year,230,10
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,Total children,2310,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,With 1 placement during the year,1730,75
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,With 2 placements during the year,410,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,With 3 or more placements during the year,170,7
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3a. Indian,Total children,220,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3a. Indian,With 1 placement during the year,170,78
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3a. Indian,With 2 placements during the year,30,12
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3a. Indian,With 3 or more placements during the year,20,10
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3b. Pakistani,Total children,750,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3b. Pakistani,With 1 placement during the year,560,75
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3b. Pakistani,With 2 placements during the year,140,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3b. Pakistani,With 3 or more placements during the year,50,7
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3c. Bangladeshi,Total children,270,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3c. Bangladeshi,With 1 placement during the year,210,76
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3c. Bangladeshi,With 2 placements during the year,50,17
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3c. Bangladeshi,With 3 or more placements during the year,20,7
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,Total children,70,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,With 1 placement during the year,60,85
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,With 2 placements during the year,10,8
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,With 3 or more placements during the year,c,c
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,Total children,1000,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 1 placement during the year,730,73
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 2 placements during the year,200,20
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 3 or more placements during the year,80,8
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,3460,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 1 placement during the year,2480,72
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 2 placements during the year,660,19
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 3 or more placements during the year,320,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,Total children,900,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,With 1 placement during the year,630,70
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,With 2 placements during the year,170,19
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,With 3 or more placements during the year,100,11
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,Total children,1730,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,With 1 placement during the year,1260,73
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,With 2 placements during the year,330,19
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,With 3 or more placements during the year,140,8
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,Total children,830,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,With 1 placement during the year,590,71
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,With 2 placements during the year,160,19
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,With 3 or more placements during the year,80,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,Total children,1650,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,With 1 placement during the year,1190,72
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,With 2 placements during the year,340,21
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,With 3 or more placements during the year,120,8
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,Total children,180,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 1 placement during the year,110,58
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 2 placements during the year,60,32
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 3 or more placements during the year,20,10
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,Total children,20,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 1 placement during the year,10,61
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 2 placements during the year,10,33
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 3 or more placements during the year,c,c
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,Total children,160,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 1 placement during the year,90,57
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 2 placements during the year,50,32
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 3 or more placements during the year,20,11
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,Total children,58820,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 1 placement during the year,42480,72
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 2 placements during the year,10830,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 3 or more placements during the year,5510,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,Total children,50850,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 1 placement during the year,37480,74
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 2 placements during the year,8760,17
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 3 or more placements during the year,4620,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,Total children,30,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 1 placement during the year,10,23
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 2 placements during the year,10,38
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 3 or more placements during the year,10,38
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,Total children,1900,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 1 placement during the year,1040,55
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 2 placements during the year,750,40
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 3 or more placements during the year,100,5
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,Total children,58820,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 1 placement during the year,42480,72
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 2 placements during the year,10830,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 3 or more placements during the year,5510,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,Total children,6000,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 1 placement during the year,3930,66
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 2 placements during the year,1300,22
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 3 or more placements during the year,770,13
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,Total children,40,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 1 placement during the year,20,55
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 2 placements during the year,10,23
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 3 or more placements during the year,10,23
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,Total children,46320,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 1 placement during the year,34620,75
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 2 placements during the year,8100,17
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 3 or more placements during the year,3610,8
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,Total children,360,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,With 1 placement during the year,120,34
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,With 2 placements during the year,100,29
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,With 3 or more placements during the year,130,37
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,Total children,530,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 1 placement during the year,220,41
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 2 placements during the year,160,31
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 3 or more placements during the year,150,28
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,Total children,310,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 1 placement during the year,280,91
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 2 placements during the year,20,6
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 3 or more placements during the year,10,3
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,Total children,460,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,With 1 placement during the year,230,50
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,With 2 placements during the year,150,32
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,With 3 or more placements during the year,80,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Total children,3170,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 1 placement during the year,2410,76
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 2 placements during the year,450,14
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 3 or more placements during the year,300,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,Total children,70,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 1 placement during the year,60,85
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 2 placements during the year,10,8
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 3 or more placements during the year,c,c
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Total children,7610,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",With 1 placement during the year,4530,60
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",With 2 placements during the year,1840,24
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",With 3 or more placements during the year,1240,16
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,Total children,58820,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 1 placement during the year,42480,72
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 2 placements during the year,10830,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 3 or more placements during the year,5510,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,Total children,26130,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 1 placement during the year,18580,71
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 2 placements during the year,4880,19
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 3 or more placements during the year,2670,10
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,Total children,32690,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 1 placement during the year,23900,73
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 2 placements during the year,5950,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 3 or more placements during the year,2850,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,Total children,58820,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 1 placement during the year,42480,72
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 2 placements during the year,10830,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 3 or more placements during the year,5510,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Total children,56710,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 1 placement during the year,40990,72
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 2 placements during the year,10360,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 3 or more placements during the year,5360,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,Total children,58820,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 1 placement during the year,42480,72
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 2 placements during the year,10830,18
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 3 or more placements during the year,5510,9
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Total children,2110,100
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 1 placement during the year,1490,71
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 2 placements during the year,460,22
2023,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 3 or more placements during the year,160,7
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,1 to 4 years,Total children,7270,100
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,1 to 4 years,With 1 placement during the previous 2 years,2640,36
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,1 to 4 years,With 2 placements during the previous 2 years,2610,36
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,1 to 4 years,With 3 or more placements during the previous 2 years,2020,28
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,10 to 15 years,Total children,25990,100
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,10 to 15 years,With 1 placement during the previous 2 years,15920,61
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,10 to 15 years,With 2 placements during the previous 2 years,5090,20
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,10 to 15 years,With 3 or more placements during the previous 2 years,4990,19
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,16 years and over,Total children,15130,100
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,16 years and over,With 1 placement during the previous 2 years,7510,50
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,16 years and over,With 2 placements during the previous 2 years,3470,23
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,16 years and over,With 3 or more placements during the previous 2 years,4150,27
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,5 to 9 years,Total children,11220,100
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,5 to 9 years,With 1 placement during the previous 2 years,6430,57
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,5 to 9 years,With 2 placements during the previous 2 years,2830,25
2023,Reporting year,National,E92000001,England,CLA 2 years on 31 March,Age group,5 to 9 years,With 3 or more placements during the previous 2 years,1970,18
