time_period,time_identifier,geographic_level,country_code,country_name,care_leaver_age,cla_group,measure,accommodation_type,number,percentage
2023,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",6410,18
2023,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Supported lodgings,1510,4
2023,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Total care leavers,34650,100
2023,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Total information not known,2150,6
2023,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,With former foster carers,3060,9
2023,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,With parents or relatives,3680,11
2023,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,720,2
2023,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,180,1
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,20,k
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Community home,410,3
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Deported,0,0
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,130,1
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Foyers,400,3
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Gone abroad,10,k
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,In custody,320,3
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Independent living,2940,25
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,360,3
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,90,1
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,120,1
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Other accommodation,380,3
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Residence not known,50,k
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",2870,24
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Supported lodgings,710,6
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Total care leavers,11870,100
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Total information not known,550,5
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,With former foster carers,1450,12
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,With parents or relatives,1430,12
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,130,1
2023,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,60,1
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,20,k
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Community home,350,3
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Deported,c,c
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,110,1
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Foyers,270,2
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Gone abroad,10,k
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,In custody,360,3
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Independent living,4230,37
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,370,3
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,120,1
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,150,1
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Other accommodation,370,3
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Residence not known,70,1
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",2140,18
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Supported lodgings,480,4
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Total care leavers,11560,100
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Total information not known,620,5
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,With former foster carers,980,8
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,With parents or relatives,1280,11
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,210,2
2023,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,50,k
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,20,k
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Community home,350,3
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Deported,c,c
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,90,1
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Foyers,180,2
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Gone abroad,10,k
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,In custody,400,4
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Independent living,5130,46
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,530,5
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,100,1
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,190,2
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Other accommodation,370,3
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Residence not known,80,1
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",1400,13
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Supported lodgings,320,3
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Total care leavers,11220,100
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Total information not known,970,9
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,With former foster carers,630,6
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,With parents or relatives,970,9
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,380,3
2023,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,70,1
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,0,0
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Community home,c,c
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Deported,0,0
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,0,0
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Foyers,c,c
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Gone Abroad,0,0
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,In custody,20,5
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Independent living,10,3
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,100,22
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,0,0
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,c,c
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Other accommodation,10,3
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Residence not known,c,c
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",30,6
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Supported lodgings,c,c
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Total care leavers,470,100
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Total information not known,140,31
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,With former foster carers,0,0
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,With parents or relatives,230,50
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,40,8
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,c,c
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,20,k
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Community home,520,4
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Deported,0,0
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,50,k
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Foyers,400,3
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Gone abroad,10,k
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,In custody,230,2
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Independent living,1140,10
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,480,4
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,40,k
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,60,1
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Other accommodation,310,3
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Residence not known,50,k
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",3820,32
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Supported lodgings,880,7
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Total care leavers,11880,100
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Total information not known,580,5
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,With former foster carers,2400,20
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,With parents or relatives,1400,12
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,80,1
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,20,k
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,50,k
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Community home,1140,3
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Deported,10,k
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,240,1
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Foyers,700,2
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Gone abroad,20,k
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,In custody,1070,3
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Independent living,12210,36
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,1410,4
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,290,1
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,480,1
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Other accommodation,1010,3
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Residence not known,230,1
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",6110,18
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Supported lodgings,1460,4
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Total care leavers,33580,100
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Total information not known,2200,7
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,With former foster carers,2880,9
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,With parents or relatives,3460,10
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,530,2
2022,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,250,1
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,20,k
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Community home,410,4
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Deported,c,c
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,80,1
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Foyers,310,3
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Gone abroad,10,k
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,In custody,350,3
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Independent living,3010,26
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,380,3
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,90,1
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,140,1
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Other accommodation,370,3
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Residence not known,70,1
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",2810,24
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Supported lodgings,670,6
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Total care leavers,11630,100
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Total information not known,550,5
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,With former foster carers,1380,12
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,With parents or relatives,1360,12
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,130,1
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,50,k
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,20,k
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Community home,360,3
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Deported,0,0
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,80,1
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Foyers,230,2
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Gone abroad,10,k
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,In custody,380,3
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Independent living,4310,38
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,420,4
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,100,1
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,160,1
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Other accommodation,330,3
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Residence not known,80,1
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",2050,18
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Supported lodgings,490,4
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Total care leavers,11240,100
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Total information not known,640,6
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,With former foster carers,930,8
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,With parents or relatives,1080,10
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,140,1
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,80,1
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,20,k
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Community home,370,3
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Deported,c,c
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,80,1
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Foyers,170,2
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Gone abroad,10,k
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,In custody,350,3
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Independent living,4890,46
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,610,6
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,100,1
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,190,2
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Other accommodation,310,3
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Residence not known,80,1
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",1250,12
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Supported lodgings,310,3
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Total care leavers,10710,100
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Total information not known,1010,9
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,With former foster carers,570,5
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,With parents or relatives,1020,9
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,270,3
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,130,1
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,0,0
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Community home,10,1
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Deported,0,0
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,c,c
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Foyers,c,c
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Gone Abroad,0,0
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,In custody,30,5
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Independent living,20,4
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,90,19
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,c,c
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,10,1
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Other accommodation,20,5
