LA,LA Name,LineNumber,CYPServiceDescription,ReportGroup,OwnProvision,PrivateProvision,OtherPublic,Voluntary,TotalExpenditure,Income,NetCurrentExpenditure,GovGrantsInsideAEF,GovGrantsOutsideAEF,LEANetRevenueExpenditure
201,City of London,30,30 Total Services for Young People ,SERVICES FOR YOUNG PEOPLE,380843,0,0,0,380843,0,380843,0,0,380843
201,City of London,31,31 Youth Justice,YOUTH JUSTICE,,,,,0,0,0,,,
201,City of London,32,32 Capital Expenditure from Revenue (CERA) (Children's and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
201,City of London,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,3416701.27,442615,2974086.27,,,
201,City of London,34,34 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),SERVICES FOR YOUNG PEOPLE,,,,,3416701.27,442615,2974086.27,,,
201,City of London,35,"35 Substance misuse services(Drugs, alcohol and volatile substances)(included in lines 27 and 28 above)",SERVICES FOR YOUNG PEOPLE,,,,,0,,,,,
201,City of London,36,36 Teenage pregnancy services(included in lines 27 and 28 above),SERVICES FOR YOUNG PEOPLE,,,,,0,,,,,
202,Camden,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES AND EARLY YEARS,6140357.78,0,0,242249.43,6382607.21,2458588.1,3924019.11,0,0,3924019.11
202,Camden,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES AND EARLY YEARS,4135198.48,0,0,0,4135198.48,387405,3747793.48,0,0,3747793.48
202,Camden,3,3 Spend on local authority management costs relating to sure Start Children's Centres,SURE START CHILDREN'S CENTRES AND EARLY YEARS,998062.22,0,0,0,998062.22,0,998062.22,0,0,998062.22
202,Camden,4,4 Other early years expenditure,SURE START CHILDREN'S CENTRES AND EARLY YEARS,871303.67,0,0,0,871303.67,218982.75,652320.92,0,0,652320.92
202,Camden,5,5 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,12144922.15,0,0,242249.43,12387171.58,3064975.85,9322195.73,0,0,9322195.73
202,Camden,6,6 Residential care,CHILDREN LOOKED AFTER,7041694.52,2805739.26,0,1321864.75,11169298.53,299938,10869360.53,11226,173395,10684739.53
202,Camden,7,7 Fostering services,CHILDREN LOOKED AFTER,3725913.01,0,0,0,3725913.01,274291.07,3451621.94,5298,101710,3344613.94
202,Camden,8,8 Adoption services,CHILDREN LOOKED AFTER,2955386.64,0,0,173846.91,3129233.55,282352.01,2846881.54,0,0,2846881.54
202,Camden,9,9 Special guardianship support,CHILDREN LOOKED AFTER,0,0,0,1376317.85,1376317.85,0,1376317.85,0,0,1376317.85
202,Camden,10,10 Other children looked after services,CHILDREN LOOKED AFTER,665258.52,0,0,5497972.74,6163231.26,520775.32,5642455.94,0,0,5642455.94
202,Camden,11,11Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
202,Camden,12,12 Children placed with family and friends ,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
202,Camden,13,13  Education of looked after children,CHILDREN LOOKED AFTER,321008.12,0,0,0,321008.12,65223,255785.12,0,0,255785.12
202,Camden,14,14 Leaving care support services ,CHILDREN LOOKED AFTER,2078413.83,0,0,0,2078413.83,88836.8,1989577.03,0,0,1989577.03
202,Camden,15,15 Asylum seeker services - children,CHILDREN LOOKED AFTER,299075.41,106159.78,0,0,405235.19,0,405235.19,33061.71,363490.87,8682.61
202,Camden,16,16 Total Children Looked After,CHILDREN LOOKED AFTER,17086750.05,2911899.04,0,8370002.25,28368651.34,1531416.2,26837235.14,49585.71,638595.87,26149053.56
202,Camden,17,17 Other children's and families services,OTHER CHILDREN'S AND FAMILIES SERVICES,4361640.11,23296.16,1162470.3,0,5547406.57,92000,5455406.57,0,0,5455406.57
202,Camden,18,18 Social work (includes LA functions in relation to child protection),SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,9374577.89,0,0,953086.93,10327664.82,13333.35,10314331.47,0,0,10314331.47
202,Camden,19,19 Comissioning and Children's Services Strategy,SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,2645151.65,0,0,50000,2695151.65,212256.79,2482894.86,0,0,2482894.86
202,Camden,20,20 Local safeguarding childrens board,SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,333957.65,11370,0,0,345327.65,8173,337154.65,0,0,337154.65
202,Camden,21,21 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,12353687.19,11370,0,1003086.93,13368144.12,233763.14,13134380.98,0,0,13134380.98
202,Camden,22,22 Direct payments,FAMILY SUPPORT SERVICES,2226545.46,0,0,0,2226545.46,115816.74,2110728.72,0,0,2110728.72
202,Camden,23,23 Short breaks (respite) for disabled children,FAMILY SUPPORT SERVICES,225646.5,0,0,1002572.42,1228218.92,98682.12,1129536.8,0,0,1129536.8
202,Camden,24,24 Other support for disabled children,FAMILY SUPPORT SERVICES,0,0,0,0,0,0,0,0,0,0
202,Camden,25,25 Targeted family support,FAMILY SUPPORT SERVICES,2154062.06,0,0,134700,2288762.06,8929.79,2279832.27,0,0,2279832.27
202,Camden,26,26 Universal family support,FAMILY SUPPORT SERVICES,41971,0,0,0,41971,0,41971,0,0,41971
202,Camden,27,27 Total Family Support Services,FAMILY SUPPORT SERVICES,4648225.02,0,0,1137272.42,5785497.44,223428.65,5562068.79,0,0,5562068.79
202,Camden,28,28 Universal services for young people,SERVICES FOR YOUNG PEOPLE,1759082.35,0,0,349234.95,2108317.3,75808.07,2032509.23,0,0,2032509.23
202,Camden,29,29 Targeted services for young people ,SERVICES FOR YOUNG PEOPLE,4176426.01,0,0,284773,4461199.01,1077075,3384124.01,0,152897,3231227.01
202,Camden,30,30 Total Services for Young People ,SERVICES FOR YOUNG PEOPLE,5935508.36,0,0,634007.95,6569516.31,1152883.07,5416633.24,0,152897,5263736.24
202,Camden,31,31 Youth Justice,YOUTH JUSTICE,,,,,2021767.1,651307.11,1370459.99,,,
202,Camden,32,32 Capital Expenditure from Revenue (CERA) (Children's and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
202,Camden,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,74048154.46,6949774.02,67098380.44,,,
202,Camden,34,34 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),SERVICES FOR YOUNG PEOPLE,,,,,74048154.46,6949774.02,67098380.44,,,
202,Camden,35,"35 Substance misuse services(Drugs, alcohol and volatile substances)(included in lines 27 and 28 above)",SERVICES FOR YOUNG PEOPLE,,,,,96341.11,,,,,
202,Camden,36,36 Teenage pregnancy services(included in lines 27 and 28 above),SERVICES FOR YOUNG PEOPLE,,,,,228077.05,,,,,
203,Greenwich,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES AND EARLY YEARS,4940548,0,0,260071,5200619,672052,4528567,0,0,4528567
203,Greenwich,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES AND EARLY YEARS,1343814,0,0,0,1343814,15046,1328768,0,0,1328768
203,Greenwich,3,3 Spend on local authority management costs relating to sure Start Children's Centres,SURE START CHILDREN'S CENTRES AND EARLY YEARS,0,0,0,0,0,0,0,0,0,0
203,Greenwich,4,4 Other early years expenditure,SURE START CHILDREN'S CENTRES AND EARLY YEARS,116455,0,0,0,116455,10000,106455,0,0,106455
203,Greenwich,5,5 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,6400817,0,0,260071,6660888,697098,5963790,0,0,5963790
203,Greenwich,6,6 Residential care,CHILDREN LOOKED AFTER,741947,7435675,0,0,8177622,1600000,6577622,0,0,6577622
203,Greenwich,7,7 Fostering services,CHILDREN LOOKED AFTER,3867217,14057003,0,0,17924220,4600,17919620,0,0,17919620
203,Greenwich,8,8 Adoption services,CHILDREN LOOKED AFTER,2065996,0,0,0,2065996,98969,1967027,913607,0,1053420
203,Greenwich,9,9 Special guardianship support,CHILDREN LOOKED AFTER,1174787,0,0,0,1174787,0,1174787,0,0,1174787
203,Greenwich,10,10 Other children looked after services,CHILDREN LOOKED AFTER,0,1797626,0,188551,1986177,204819,1781358,0,0,1781358
203,Greenwich,11,11Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,345000,0,0,345000,0,345000,0,0,345000
203,Greenwich,12,12 Children placed with family and friends ,CHILDREN LOOKED AFTER,860980,0,0,0,860980,0,860980,0,0,860980
203,Greenwich,13,13  Education of looked after children,CHILDREN LOOKED AFTER,34081,0,0,0,34081,0,34081,0,0,34081
203,Greenwich,14,14 Leaving care support services ,CHILDREN LOOKED AFTER,1480197,0,0,0,1480197,0,1480197,0,0,1480197
203,Greenwich,15,15 Asylum seeker services - children,CHILDREN LOOKED AFTER,226617,0,0,0,226617,0,226617,144341,0,82276
203,Greenwich,16,16 Total Children Looked After,CHILDREN LOOKED AFTER,10451822,23635304,0,188551,34275677,1908388,32367289,1057948,0,31309341
203,Greenwich,17,17 Other children's and families services,OTHER CHILDREN'S AND FAMILIES SERVICES,2899477,0,0,0,2899477,0,2899477,0,0,2899477
203,Greenwich,18,18 Social work (includes LA functions in relation to child protection),SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,17652965,0,0,0,17652965,0,17652965,0,0,17652965
203,Greenwich,19,19 Comissioning and Children's Services Strategy,SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,1985632,0,0,0,1985632,0,1985632,0,0,1985632
203,Greenwich,20,20 Local safeguarding childrens board,SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,352330,0,0,0,352330,247310,105020,0,0,105020
203,Greenwich,21,21 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,19990927,0,0,0,19990927,247310,19743617,0,0,19743617
203,Greenwich,22,22 Direct payments,FAMILY SUPPORT SERVICES,1165392,0,0,0,1165392,0,1165392,0,0,1165392
203,Greenwich,23,23 Short breaks (respite) for disabled children,FAMILY SUPPORT SERVICES,368100,0,0,276803,644903,0,644903,0,0,644903
203,Greenwich,24,24 Other support for disabled children,FAMILY SUPPORT SERVICES,0,0,0,0,0,0,0,0,0,0
203,Greenwich,25,25 Targeted family support,FAMILY SUPPORT SERVICES,2103003,0,621074,402153,3126230,124232,3001998,208973,0,2793025
203,Greenwich,26,26 Universal family support,FAMILY SUPPORT SERVICES,713724,0,0,0,713724,10398,703326,0,0,703326
203,Greenwich,27,27 Total Family Support Services,FAMILY SUPPORT SERVICES,4350219,0,621074,678956,5650249,134630,5515619,208973,0,5306646
203,Greenwich,28,28 Universal services for young people,SERVICES FOR YOUNG PEOPLE,0,1515922,0,93054,1608976,0,1608976,0,0,1608976
203,Greenwich,29,29 Targeted services for young people ,SERVICES FOR YOUNG PEOPLE,1863149,455740,0,205600,2524489,132710,2391779,0,0,2391779
203,Greenwich,30,30 Total Services for Young People ,SERVICES FOR YOUNG PEOPLE,1863149,1971662,0,298654,4133465,132710,4000755,0,0,4000755
203,Greenwich,31,31 Youth Justice,YOUTH JUSTICE,,,,,1926913,559969,1366944,,,
203,Greenwich,32,32 Capital Expenditure from Revenue (CERA) (Children's and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
203,Greenwich,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,75537596,3680105,71857491,,,
203,Greenwich,34,34 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),SERVICES FOR YOUNG PEOPLE,,,,,75537596,3680105,71857491,,,
203,Greenwich,35,"35 Substance misuse services(Drugs, alcohol and volatile substances)(included in lines 27 and 28 above)",SERVICES FOR YOUNG PEOPLE,,,,,178020,,,,,
203,Greenwich,36,36 Teenage pregnancy services(included in lines 27 and 28 above),SERVICES FOR YOUNG PEOPLE,,,,,0,,,,,
204,Hackney,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES AND EARLY YEARS,10872000,4650,0,641300,11517950,1459205,10058745,0,0,10058745
204,Hackney,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES AND EARLY YEARS,1175070,13950,535411,0,1724431,0,1724431,0,0,1724431
204,Hackney,3,3 Spend on local authority management costs relating to sure Start Children's Centres,SURE START CHILDREN'S CENTRES AND EARLY YEARS,91020,200,0,0,91220,0,91220,0,0,91220
204,Hackney,4,4 Other early years expenditure,SURE START CHILDREN'S CENTRES AND EARLY YEARS,779880,3010,4500,63280,850670,0,850670,0,0,850670
204,Hackney,5,5 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,12917970,21810,539911,704580,14184271,1459205,12725066,0,0,12725066
204,Hackney,6,6 Residential care,CHILDREN LOOKED AFTER,44010,2011470,0,0,2055480,2180,2053300,0,0,2053300
204,Hackney,7,7 Fostering services,CHILDREN LOOKED AFTER,2792690,6316980,0,0,9109670,91110,9018560,0,0,9018560
204,Hackney,8,8 Adoption services,CHILDREN LOOKED AFTER,2195380,0,0,0,2195380,97600,2097780,34390,0,2063390
204,Hackney,9,9 Special guardianship support,CHILDREN LOOKED AFTER,1328000,0,0,0,1328000,0,1328000,0,0,1328000
204,Hackney,10,10 Other children looked after services,CHILDREN LOOKED AFTER,300,1503260,0,48980,1552540,0,1552540,342490,0,1210050
204,Hackney,11,11Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
204,Hackney,12,12 Children placed with family and friends ,CHILDREN LOOKED AFTER,501270,0,0,0,501270,0,501270,0,0,501270
204,Hackney,13,13  Education of looked after children,CHILDREN LOOKED AFTER,943290,0,11830,0,955120,40650,914470,0,0,914470
204,Hackney,14,14 Leaving care support services ,CHILDREN LOOKED AFTER,1291770,1223870,0,0,2515640,180530,2335110,0,0,2335110
204,Hackney,15,15 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
204,Hackney,16,16 Total Children Looked After,CHILDREN LOOKED AFTER,9096710,11055580,11830,48980,20213100,412070,19801030,376880,0,19424150
204,Hackney,17,17 Other children's and families services,OTHER CHILDREN'S AND FAMILIES SERVICES,36800,0,0,0,36800,0,36800,0,0,36800
204,Hackney,18,18 Social work (includes LA functions in relation to child protection),SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,16272080,1340,0,12840,16286260,4660,16281600,0,0,16281600
204,Hackney,19,19 Comissioning and Children's Services Strategy,SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,3102340,366220,0,36670,3505230,118100,3387130,0,0,3387130
204,Hackney,20,20 Local safeguarding childrens board,SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,385050,78550,0,0,463600,122290,341310,0,0,341310
204,Hackney,21,21 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,19759470,446110,0,49510,20255090,245050,20010040,0,0,20010040
204,Hackney,22,22 Direct payments,FAMILY SUPPORT SERVICES,565870,0,0,0,565870,4780,561090,0,0,561090
204,Hackney,23,23 Short breaks (respite) for disabled children,FAMILY SUPPORT SERVICES,663270,53630,51650,461370,1229920,0,1229920,0,0,1229920
204,Hackney,24,24 Other support for disabled children,FAMILY SUPPORT SERVICES,0,0,0,0,0,0,0,0,0,0
204,Hackney,25,25 Targeted family support,FAMILY SUPPORT SERVICES,4306660,863870,1184110,395020,6749660,1218740,5530920,0,0,5530920
204,Hackney,26,26 Universal family support,FAMILY SUPPORT SERVICES,0,0,0,0,0,0,0,0,0,0
204,Hackney,27,27 Total Family Support Services,FAMILY SUPPORT SERVICES,5535800,917500,1235760,856390,8545450,1223520,7321930,0,0,7321930
204,Hackney,28,28 Universal services for young people,SERVICES FOR YOUNG PEOPLE,4388040,0,26260,0,4414300,945630,3468670,0,0,3468670
204,Hackney,29,29 Targeted services for young people ,SERVICES FOR YOUNG PEOPLE,3624610,0,0,0,3624610,152570,3472040,0,0,3472040
204,Hackney,30,30 Total Services for Young People ,SERVICES FOR YOUNG PEOPLE,8012650,0,26260,0,8038910,1098200,6940710,0,0,6940710
204,Hackney,31,31 Youth Justice,YOUTH JUSTICE,,,,,3301210,152570,3148640,,,
204,Hackney,32,32 Capital Expenditure from Revenue (CERA) (Children's and young people's services),YOUTH JUSTICE,,,,,49200,0,49200,,,
204,Hackney,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,74574831,4590615,69984216,,,
204,Hackney,34,34 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),SERVICES FOR YOUNG PEOPLE,,,,,74624031,4590615,70033416,,,
204,Hackney,35,"35 Substance misuse services(Drugs, alcohol and volatile substances)(included in lines 27 and 28 above)",SERVICES FOR YOUNG PEOPLE,,,,,0,,,,,
204,Hackney,36,36 Teenage pregnancy services(included in lines 27 and 28 above),SERVICES FOR YOUNG PEOPLE,,,,,3810,,,,,
205,Hammersmith and Fulham,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES AND EARLY YEARS,31386,0,0,0,31386,0,31386,0,0,31386
205,Hammersmith and Fulham,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES AND EARLY YEARS,0,2055565,0,0,2055565,0,2055565,0,0,2055565
205,Hammersmith and Fulham,3,3 Spend on local authority management costs relating to sure Start Children's Centres,SURE START CHILDREN'S CENTRES AND EARLY YEARS,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,4,4 Other early years expenditure,SURE START CHILDREN'S CENTRES AND EARLY YEARS,687162,0,0,0,687162,0,687162,0,0,687162
205,Hammersmith and Fulham,5,5 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,718548,2055565,0,0,2774113,0,2774113,0,0,2774113
205,Hammersmith and Fulham,6,6 Residential care,CHILDREN LOOKED AFTER,0,3091163,0,0,3091163,479571,2611592,0,0,2611592
205,Hammersmith and Fulham,7,7 Fostering services,CHILDREN LOOKED AFTER,3409294,2603122,0,0,6012416,40605,5971811,0,0,5971811
205,Hammersmith and Fulham,8,8 Adoption services,CHILDREN LOOKED AFTER,1526408,0,24602,0,1551010,212515,1338495,617005,0,721490
205,Hammersmith and Fulham,9,9 Special guardianship support,CHILDREN LOOKED AFTER,1380266,0,0,0,1380266,0,1380266,0,0,1380266
205,Hammersmith and Fulham,10,10 Other children looked after services,CHILDREN LOOKED AFTER,856448,1201250,0,0,2057698,0,2057698,510919,0,1546779
205,Hammersmith and Fulham,11,11Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,49152,0,0,159033,208185,0,208185,0,0,208185
205,Hammersmith and Fulham,12,12 Children placed with family and friends ,CHILDREN LOOKED AFTER,445271,0,0,0,445271,0,445271,0,0,445271
205,Hammersmith and Fulham,13,13  Education of looked after children,CHILDREN LOOKED AFTER,424476,0,0,6639,431115,0,431115,0,0,431115
205,Hammersmith and Fulham,14,14 Leaving care support services ,CHILDREN LOOKED AFTER,1450457,1380440,0,0,2830897,11477,2819420,185888,0,2633532
205,Hammersmith and Fulham,15,15 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,16,16 Total Children Looked After,CHILDREN LOOKED AFTER,9541772,8275975,24602,165672,18008021,744168,17263853,1313812,0,15950041
205,Hammersmith and Fulham,17,17 Other children's and families services,OTHER CHILDREN'S AND FAMILIES SERVICES,1747943,0,0,0,1747943,4817,1743126,0,0,1743126
205,Hammersmith and Fulham,18,18 Social work (includes LA functions in relation to child protection),SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,7061139,0,0,0,7061139,32960,7028179,0,0,7028179
205,Hammersmith and Fulham,19,19 Comissioning and Children's Services Strategy,SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,1712348,0,148090,12800,1873238,164280,1708958,0,0,1708958
205,Hammersmith and Fulham,20,20 Local safeguarding childrens board,SAFEGUARDING CHILDREN AND YOUNG PEOPLE'S SERVICES,199889,0,30400,0,230289,123938,106351,0,0,106351
205,Hammersmith and Fulham,21,21 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,8973376,0,178490,12800,9164666,321178,8843488,0,0,8843488
205,Hammersmith and Fulham,22,22 Direct payments,FAMILY SUPPORT SERVICES,286996,0,0,0,286996,0,286996,0,0,286996
205,Hammersmith and Fulham,23,23 Short breaks (respite) for disabled children,FAMILY SUPPORT SERVICES,758503,0,0,0,758503,220000,538503,0,0,538503
205,Hammersmith and Fulham,24,24 Other support for disabled children,FAMILY SUPPORT SERVICES,868555,346454,0,294500,1509509,150,1509359,0,0,1509359
205,Hammersmith and Fulham,25,25 Targeted family support,FAMILY SUPPORT SERVICES,4439964,0,0,0,4439964,375633,4064331,1283419,0,2780912
205,Hammersmith and Fulham,26,26 Universal family support,FAMILY SUPPORT SERVICES,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,27,27 Total Family Support Services,FAMILY SUPPORT SERVICES,6354018,346454,0,294500,6994972,595783,6399189,1283419,0,5115770
205,Hammersmith and Fulham,28,28 Universal services for young people,SERVICES FOR YOUNG PEOPLE,342900,200420,0,150000,693320,57319,636001,0,0,636001
205,Hammersmith and Fulham,29,29 Targeted services for young people ,SERVICES FOR YOUNG PEOPLE,20083,0,656999,330004,1007086,65685,941401,0,0,941401
205,Hammersmith and Fulham,30,30 Total Services for Young People ,SERVICES FOR YOUNG PEOPLE,362983,200420,656999,480004,1700406,123004,1577402,0,0,1577402
205,Hammersmith and Fulham,31,31 Youth Justice,YOUTH JUSTICE,,,,,0,0,0,,,
205,Hammersmith and Fulham,32,32 Capital Expenditure from Revenue (CERA) (Children's and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
205,Hammersmith and Fulham,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,40390121,1788950,38601171,,,
205,Hammersmith and Fulham,34,34 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),SERVICES FOR YOUNG PEOPLE,,,,,40390121,1788950,38601171,,,
205,Hammersmith and Fulham,35,"35 Substance misuse services(Drugs, alcohol and volatile substances)(included in lines 27 and 28 above)",SERVICES FOR YOUNG PEOPLE,,,,,0,,,,,
205,Hammersmith and Fulham,36,36 Teenage pregnancy services(included in lines 27 and 28 above),SERVICES FOR YOUNG PEOPLE,,,,,0,,,,,
206,Islington,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES AND EARLY YEARS,3989063,206331,550216,2132085,6877695,1155900,5721795,0,0,5721795
206,Islington,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES AND EARLY YEARS,1746500,83167,665333,277222,2772222,462,2771760,0,283050,2488710
206,Islington,3,3 Spend on local authority management costs relating to sure Start Children's Centres,SURE START CHILDREN'S CENTRES AND EARLY YEARS,648140,32714,137361,272261,1090476,87091,1003385,0,0,1003385
206,Islington,4,4 Other early years expenditure,SURE START CHILDREN'S CENTRES AND EARLY YEARS,1137898,0,0,0,1137898,975,1136923,0,0,1136923
