LEA,LEA Name,Line,S52 Line Reference,Own Provision (y),Private (z(i)),Other Public (z(ii)),Voluntary (z(iii)),Total Expenditure (k),Income (l),NET Current Expenditure (m),Govt. Grants Inside AEF (n),Govt. Grants Outside AEF (o),LEA NET Revenue Expenditure (p)
202,Camden,2,Youth offender teams,1665717.162,16522.91,0,763754.31,2445994.382,259126.79,2186867.592,124.17,27721,2159022.422
202,Camden,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
202,Camden,4,Total Youth Justice,1933690.175,31435.22,0,763754.31,2728879.705,518253.58,2210626.125,124.17,27721,2182780.955
202,Camden,5,Residential care,92860.17341,2056.98,0,768689.45,863606.6034,0,863606.6034,0,0,863606.6034
202,Camden,6,Fostering services,3175478.203,5048052.829,0,0,8223531.032,4074.7538,8219456.278,0,0,8219456.278
202,Camden,7,Other children looked after services,1063591.385,446969.5718,0,230648.28,1741209.237,5629.37,1735579.867,365950.71,0,1369629.157
202,Camden,8,Secure accommodation (welfare),68688.5165,223006.8736,0,0,291695.3901,57.92,291637.4701,0,0,291637.4701
202,Camden,9,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
202,Camden,10,Children placed with family and friends,2179826.859,227124.473,0,0,2406951.332,88.9052,2406862.427,0,0,2406862.427
202,Camden,11,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
202,Camden,12,Education of looked after children,1625739.757,756962.7972,0,103872.98,2486575.535,25115.84,2461459.695,0,0,2461459.695
202,Camden,13,Leaving care support services,2619066.502,1743054.47,0,0,4362120.972,1700,4360420.972,0,0,4360420.972
202,Camden,14,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
202,Camden,15,Unaccompanied asylum children: assessment and care management,633527.5122,296643.5345,0,0,930171.0467,0,930171.0467,688006.935,0,242164.1117
202,Camden,16,Unaccompanied asylum children: accommodation,431539.3971,135435.3955,0,0,566974.7926,13715,553259.7926,309104.565,0,244155.2276
202,Camden,17,Total Children Looked After,11890318.31,8879306.924,0,1103210.71,21872835.94,50381.789,21822454.15,1363062.21,0,20459391.94
202,Camden,18,Child death processes,0,0,0,0,0,0,0,0,0,0
202,Camden,19,Preventative services ,0,0,0,0,0,0,0,0,0,0
202,Camden,20,LA functions in relation to child protection,981730.8509,24756.3,0,34749.93,1041237.081,4245.25,1036991.831,0,0,1036991.831
202,Camden,21,Local safeguarding childrens board,169925.2077,88659.69,0,0,258584.8977,9075.3,249509.5977,0,0,249509.5977
202,Camden,22,Total Children and Young People's Safety,1151656.059,113415.99,0,34749.93,1299821.979,13320.55,1286501.429,0,0,1286501.429
202,Camden,23,Direct payments,0,0,0,0,0,0,0,0,0,0
202,Camden,24,Short breaks (respite) for disabled children,1008148.99,77351.5848,0,405,1085905.575,394219.63,691685.9452,0,0,691685.9452
202,Camden,25,Home care services,0,0,0,0,0,0,0,0,0,0
202,Camden,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
202,Camden,27,Other family support services,1017983.717,37261.3,0,486710.11,1541955.127,140770,1401185.127,207675.52,219216,974293.6075
202,Camden,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",1494698.318,43791.23,0,0,1538489.548,701209.06,837280.4884,229253,87000,521027.4884
202,Camden,29,Contribution to health care of individual children,1178893.827,232.31,0,0,1179126.137,188175,990951.1368,19000,0,971951.1368
202,Camden,30,Teenage pregnancy services,239169.9039,1608.8,0,151271.27,392049.9739,36000,356049.9739,41469,0,314580.9739
202,Camden,31,Total Family Support Services,4938894.757,160245.2248,0,638386.38,5737526.362,1460373.69,4277152.672,497397.52,306216,3473539.152
202,Camden,32,Adoption services,933171.308,78834.2275,0,0,1012005.536,1555.841,1010449.695,0,0,1010449.695
202,Camden,33,Special guardianship support,0,0,0,0,0,0,0,0,0,0
202,Camden,34,Other children's and families services,1334180.352,231147.8388,0,295842.46,1861170.651,4320,1856850.651,0,0,1856850.651
202,Camden,35,Total Other Children's and Families Services,2267351.66,309982.0663,0,295842.46,2873176.187,5875.841,2867300.346,0,0,2867300.346
202,Camden,36,Children's and young people's plan,54564.37595,7677,0,0,62241.37595,201.2,62040.17595,0,0,62040.17595
202,Camden,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
202,Camden,38,Central commissioning function,570419.3222,82788.47,0,0,653207.7922,23000,630207.7922,3600,0,626607.7922
202,Camden,39,Commissioning and social work,9534625.808,1333234.155,0,243685,11111544.96,801507.12,10310037.84,81086,0,10228951.84
202,Camden,40,Total Children's Services Strategy,10159609.51,1423699.625,0,243685,11826994.13,824708.32,11002285.81,84686,0,10917599.81
202,Camden,41,Child Trust Fund Top Ups,0,0,0,0,0,0,0,,,
202,Camden,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
202,Camden,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,46339234.3,2872913.77,43466320.53,,,
202,Camden,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,46339234.3,2872913.77,43466320.53,,,
203,Greenwich,1,Secure accommodation (youth justice),0,136440,0,0,136440,0,136440,0,0,136440
203,Greenwich,2,Youth offender teams,1050231,0,0,0,1050231,0,1050231,0,0,1050231
203,Greenwich,3,Other Youth Justice service,744999,0,0,0,744999,0,744999,0,744999,0
203,Greenwich,4,Total Youth Justice,1795230,136440,0,0,1931670,0,1931670,0,744999,1186671
203,Greenwich,5,Residential care,1352556,7618284,0,0,8970840,1579732,7391108,0,0,7391108
203,Greenwich,6,Fostering services,4148167,12390035,0,0,16538202,688001,15850201,0,0,15850201
203,Greenwich,7,Other children looked after services,924465,2650268,24835,0,3599568,129595,3469973,0,0,3469973
203,Greenwich,8,Secure accommodation (welfare),0,499099,0,0,499099,31668,467431,0,0,467431
203,Greenwich,9,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
203,Greenwich,10,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
203,Greenwich,11,Advocacy services for children looked after,0,0,0,129362,129362,0,129362,0,0,129362
203,Greenwich,12,Education of looked after children,225429,0,0,0,225429,27000,198429,0,0,198429
203,Greenwich,13,Leaving care support services,1065036,0,0,0,1065036,0,1065036,0,0,1065036
203,Greenwich,14,Asylum seeker services - children,1109270,0,0,0,1109270,28149,1081121,0,0,1081121
203,Greenwich,15,Unaccompanied asylum children: assessment and care management,512539,0,0,0,512539,14906,497633,0,0,497633
203,Greenwich,16,Unaccompanied asylum children: accommodation,647321,0,0,0,647321,647321,0,0,0,0
203,Greenwich,17,Total Children Looked After,9984783,23157686,24835,129362,33296666,3146372,30150294,0,0,30150294
203,Greenwich,18,Child death processes,79992,0,0,0,79992,0,79992,0,0,79992
203,Greenwich,19,Preventative services ,1015073,0,0,0,1015073,0,1015073,0,0,1015073
203,Greenwich,20,LA functions in relation to child protection,248290,0,0,0,248290,0,248290,0,0,248290
203,Greenwich,21,Local safeguarding childrens board,238008,0,0,0,238008,202860,35148,0,0,35148
203,Greenwich,22,Total Children and Young People's Safety,1581363,0,0,0,1581363,202860,1378503,0,0,1378503
203,Greenwich,23,Direct payments,0,916130,0,0,916130,0,916130,0,0,916130
203,Greenwich,24,Short breaks (respite) for disabled children,1587272,0,0,0,1587272,151993,1435279,357600,0,1077679
203,Greenwich,25,Home care services,0,0,0,0,0,0,0,0,0,0
203,Greenwich,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
203,Greenwich,27,Other family support services,835063,598962,0,0,1434025,91026,1342999,0,0,1342999
203,Greenwich,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",371161,0,0,0,371161,0,371161,207069,0,164092
203,Greenwich,29,Contribution to health care of individual children,1703917,0,0,0,1703917,156933,1546984,220000,0,1326984
203,Greenwich,30,Teenage pregnancy services,244544,0,0,0,244544,60081,184463,0,0,184463
203,Greenwich,31,Total Family Support Services,4741957,1515092,0,0,6257049,460033,5797016,784669,0,5012347
203,Greenwich,32,Adoption services,1625426,0,0,0,1625426,51788,1573638,0,0,1573638
203,Greenwich,33,Special guardianship support,376565,0,0,0,376565,0,376565,0,0,376565
203,Greenwich,34,Other children's and families services,430473,0,0,558354,988827,0,988827,0,0,988827
203,Greenwich,35,Total Other Children's and Families Services,2432464,0,0,558354,2990818,51788,2939030,0,0,2939030
203,Greenwich,36,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
203,Greenwich,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
203,Greenwich,38,Central commissioning function,521414,0,0,0,521414,15538,505876,0,0,505876
203,Greenwich,39,Commissioning and social work,12270072,0,0,0,12270072,28196,12241876,0,0,12241876
203,Greenwich,40,Total Children's Services Strategy,12791486,0,0,0,12791486,43734,12747752,0,0,12747752
203,Greenwich,41,Child Trust Fund Top Ups,6100,0,0,0,6100,0,6100,,,
203,Greenwich,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
203,Greenwich,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,58855152,3904787,54950365,,,
203,Greenwich,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,58855152,3904787,54950365,,,
204,Hackney,1,Secure accommodation (youth justice),190542,0,0,0,190542,0,190542,0,0,190542
204,Hackney,2,Youth offender teams,5191498,0,0,0,5191498,1479520,3711978,1564491,0,2147487
204,Hackney,3,Other Youth Justice service,509346,0,0,0,509346,40000,469346,0,0,469346
204,Hackney,4,Total Youth Justice,5891386,0,0,0,5891386,1519520,4371866,1564491,0,2807375
204,Hackney,5,Residential care,160325,3046166,0,0,3206491,114329,3092162,0,0,3092162
204,Hackney,6,Fostering services,4144754,2929264,0,0,7074018,242392,6831626,0,0,6831626
204,Hackney,7,Other children looked after services,2666621,1993836,135333,0,4795790,206119,4589671,0,0,4589671
204,Hackney,8,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
204,Hackney,9,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
204,Hackney,10,Children placed with family and friends,43671,0,0,0,43671,0,43671,0,0,43671
204,Hackney,11,Advocacy services for children looked after,0,0,103386,0,103386,0,103386,0,0,103386
204,Hackney,12,Education of looked after children,234033,0,0,0,234033,0,234033,0,0,234033
204,Hackney,13,Leaving care support services,1663445,0,0,0,1663445,0,1663445,0,0,1663445
204,Hackney,14,Asylum seeker services - children,228527,80024,0,0,308551,239531,69020,0,0,69020
204,Hackney,15,Unaccompanied asylum children: assessment and care management,329450,0,0,0,329450,0,329450,0,0,329450
204,Hackney,16,Unaccompanied asylum children: accommodation,0,0,0,0,0,0,0,0,0,0
204,Hackney,17,Total Children Looked After,9470826,8049290,238719,0,17758835,802371,16956464,0,0,16956464
204,Hackney,18,Child death processes,0,0,100000,0,100000,0,100000,0,0,100000
204,Hackney,19,Preventative services ,22970,55042,718697,0,796709,0,796709,481305,0,315404
204,Hackney,20,LA functions in relation to child protection,554479,0,0,0,554479,0,554479,0,0,554479
204,Hackney,21,Local safeguarding childrens board,9825,0,321620,0,331445,123100,208345,0,0,208345
204,Hackney,22,Total Children and Young People's Safety,587274,55042,1140317,0,1782633,123100,1659533,481305,0,1178228
204,Hackney,23,Direct payments,979962,0,70022,0,1049984,62015,987969,0,0,987969
204,Hackney,24,Short breaks (respite) for disabled children,276888,231160,0,371987,880035,0,880035,378600,0,501435
204,Hackney,25,Home care services,558726,470984,73847,0,1103557,158759,944798,0,0,944798
204,Hackney,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
204,Hackney,27,Other family support services,6382702,189461,932340,519731,8024234,46903,7977331,820960,0,7156371
204,Hackney,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",65494,0,320398,14830,400722,285155,115567,0,0,115567
204,Hackney,29,Contribution to health care of individual children,297740,0,625871,0,923611,8332,915279,0,0,915279
204,Hackney,30,Teenage pregnancy services,0,0,0,0,0,0,0,0,0,0
204,Hackney,31,Total Family Support Services,8561512,891605,2022478,906548,12382143,561164,11820979,1199560,0,10621419
204,Hackney,32,Adoption services,1910715,0,0,0,1910715,18998,1891717,0,0,1891717
204,Hackney,33,Special guardianship support,1046679,0,0,0,1046679,10885,1035794,0,0,1035794
204,Hackney,34,Other children's and families services,0,0,0,0,0,0,0,0,0,0
204,Hackney,35,Total Other Children's and Families Services,2957394,0,0,0,2957394,29883,2927511,0,0,2927511
204,Hackney,36,Children's and young people's plan,98324,0,0,0,98324,0,98324,0,0,98324
204,Hackney,37,Partnership costs,0,0,46428,0,46428,0,46428,19574,0,26854
204,Hackney,38,Central commissioning function,334492,0,0,0,334492,0,334492,57931,0,276561
204,Hackney,39,Commissioning and social work,12303902,3660,307283,153993,12768838,80853,12687985,310000,0,12377985
204,Hackney,40,Total Children's Services Strategy,12736718,3660,353711,153993,13248082,80853,13167229,387505,0,12779724
204,Hackney,41,Child Trust Fund Top Ups,0,0,0,0,0,0,0,,,
204,Hackney,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
204,Hackney,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,54020473,3116891,50903582,,,
204,Hackney,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,54020473,3116891,50903582,,,
205,Hammersmith and Fulham,1,Secure accommodation (youth justice),0,0,69970,0,69970,0,69970,0,0,69970
205,Hammersmith and Fulham,2,Youth offender teams,0,0,2206366,0,2206366,0,2206366,0,0,2206366
205,Hammersmith and Fulham,3,Other Youth Justice service,0,0,53612,0,53612,0,53612,0,0,53612
205,Hammersmith and Fulham,4,Total Youth Justice,0,0,2329948,0,2329948,0,2329948,0,0,2329948
205,Hammersmith and Fulham,5,Residential care,0,0,211637,0,211637,201086,10551,0,0,10551
205,Hammersmith and Fulham,6,Fostering services,0,0,5763145,0,5763145,34117,5729028,0,0,5729028
205,Hammersmith and Fulham,7,Other children looked after services,0,0,5146053,0,5146053,572627,4573426,0,0,4573426
205,Hammersmith and Fulham,8,Secure accommodation (welfare),0,0,45327,0,45327,0,45327,0,0,45327
205,Hammersmith and Fulham,9,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,10,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,11,Advocacy services for children looked after,0,0,152391,0,152391,35136,117255,0,0,117255
205,Hammersmith and Fulham,12,Education of looked after children,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,13,Leaving care support services,0,0,982807,0,982807,309061,673746,0,0,673746
205,Hammersmith and Fulham,14,Asylum seeker services - children,0,0,1622205,0,1622205,1443453,178752,0,0,178752
205,Hammersmith and Fulham,15,Unaccompanied asylum children: assessment and care management,0,0,576049,0,576049,0,576049,0,0,576049
205,Hammersmith and Fulham,16,Unaccompanied asylum children: accommodation,0,0,450730,0,450730,0,450730,0,0,450730
205,Hammersmith and Fulham,17,Total Children Looked After,0,0,14950344,0,14950344,2595480,12354864,0,0,12354864
205,Hammersmith and Fulham,18,Child death processes,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,19,Preventative services ,0,0,485948,0,485948,164424,321524,0,0,321524
205,Hammersmith and Fulham,20,LA functions in relation to child protection,0,0,2000623,0,2000623,0,2000623,0,0,2000623
205,Hammersmith and Fulham,21,Local safeguarding childrens board,0,0,202577,0,202577,61101,141476,0,0,141476
205,Hammersmith and Fulham,22,Total Children and Young People's Safety,0,0,2689148,0,2689148,225525,2463623,0,0,2463623
205,Hammersmith and Fulham,23,Direct payments,0,0,248023,0,248023,0,248023,0,0,248023
205,Hammersmith and Fulham,24,Short breaks (respite) for disabled children,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,25,Home care services,0,0,566758,0,566758,0,566758,0,0,566758
205,Hammersmith and Fulham,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,27,Other family support services,0,0,1516762,0,1516762,312708,1204054,0,0,1204054
205,Hammersmith and Fulham,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,185411,0,185411,93099,92312,0,0,92312
205,Hammersmith and Fulham,29,Contribution to health care of individual children,0,0,437273,0,437273,45200,392073,0,0,392073
205,Hammersmith and Fulham,30,Teenage pregnancy services,0,0,517227,0,517227,355842,161385,0,0,161385
205,Hammersmith and Fulham,31,Total Family Support Services,0,0,3471454,0,3471454,806849,2664605,0,0,2664605
205,Hammersmith and Fulham,32,Adoption services,0,0,2771300,0,2771300,140952,2630348,0,0,2630348
205,Hammersmith and Fulham,33,Special guardianship support,0,0,688701,0,688701,0,688701,0,0,688701
205,Hammersmith and Fulham,34,Other children's and families services,0,0,316377,0,316377,40000,276377,0,0,276377
205,Hammersmith and Fulham,35,Total Other Children's and Families Services,0,0,3776378,0,3776378,180952,3595426,0,0,3595426
205,Hammersmith and Fulham,36,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,38,Central commissioning function,0,0,955369,0,955369,89372,865997,0,0,865997
205,Hammersmith and Fulham,39,Commissioning and social work,0,0,13673158,0,13673158,428567,13244591,0,0,13244591
205,Hammersmith and Fulham,40,Total Children's Services Strategy,0,0,14628527,0,14628527,517939,14110588,0,0,14110588
205,Hammersmith and Fulham,41,Child Trust Fund Top Ups,0,0,0,0,0,0,0,,,
205,Hammersmith and Fulham,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
205,Hammersmith and Fulham,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,41845799,4326745,37519054,,,
205,Hammersmith and Fulham,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,41845799,4326745,37519054,,,
206,Islington,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
206,Islington,2,Youth offender teams,1641645,1265,0,0,1642910,0,1642910,0,0,1642910
206,Islington,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
206,Islington,4,Total Youth Justice,1641645,1265,0,0,1642910,0,1642910,0,0,1642910
206,Islington,5,Residential care,711568,3409049,138748,382042,4641407,1809686,2831721,0,0,2831721
206,Islington,6,Fostering services,3851724,3342576,43074,793981,8031355,106963,7924392,0,0,7924392
206,Islington,7,Other children looked after services,66,17452,0,535,18053,0,18053,0,0,18053
206,Islington,8,Secure accommodation (welfare),0,180655,2393,43973,227021,5942,221079,0,0,221079
206,Islington,9,Short breaks (respite) for looked after children,924257,1131,0,0,925388,379692,545696,0,0,545696
206,Islington,10,Children placed with family and friends,137443,0,0,0,137443,0,137443,0,0,137443
206,Islington,11,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
206,Islington,12,Education of looked after children,486290,0,0,0,486290,0,486290,0,0,486290
206,Islington,13,Leaving care support services,879272,2043496,39333,1501449,4463550,15589,4447961,0,0,4447961
206,Islington,14,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
206,Islington,15,Unaccompanied asylum children: assessment and care management,0,0,0,0,0,0,0,0,0,0
206,Islington,16,Unaccompanied asylum children: accommodation,0,0,0,0,0,0,0,0,0,0
206,Islington,17,Total Children Looked After,6990620,8994359,223548,2721980,18930507,2317872,16612635,0,0,16612635
206,Islington,18,Child death processes,0,0,0,0,0,0,0,0,0,0
206,Islington,19,Preventative services ,0,0,0,0,0,0,0,0,0,0
206,Islington,20,LA functions in relation to child protection,261484,0,0,0,261484,0,261484,0,0,261484
206,Islington,21,Local safeguarding childrens board,179797,0,0,0,179797,63321,116476,0,0,116476
206,Islington,22,Total Children and Young People's Safety,441281,0,0,0,441281,63321,377960,0,0,377960
206,Islington,23,Direct payments,738154,0,0,0,738154,72088,666066,0,0,666066
206,Islington,24,Short breaks (respite) for disabled children,387378,0,22771,0,410149,105280,304869,0,0,304869
206,Islington,25,Home care services,0,0,0,0,0,0,0,0,0,0
206,Islington,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
206,Islington,27,Other family support services,3331181,378535,293084,450913,4453713,103178,4350535,0,0,4350535
206,Islington,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0,0,0,0,0
206,Islington,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
206,Islington,30,Teenage pregnancy services,146689,49078,57279,0,253046,26775,226271,0,0,226271
206,Islington,31,Total Family Support Services,4603402,427613,373134,450913,5855062,307321,5547741,0,0,5547741
206,Islington,32,Adoption services,1707723,39749,48264,34578,1830314,39749,1790565,0,0,1790565
206,Islington,33,Special guardianship support,832085,0,0,0,832085,0,832085,0,0,832085
206,Islington,34,Other children's and families services,0,0,0,0,0,0,0,0,0,0
206,Islington,35,Total Other Children's and Families Services,2539808,39749,48264,34578,2662399,39749,2622650,0,0,2622650
206,Islington,36,Children's and young people's plan,169078,14778,0,450,184306,0,184306,0,0,184306
206,Islington,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
206,Islington,38,Central commissioning function,3934439,6034,81437,56196,4078106,32524,4045582,0,0,4045582
206,Islington,39,Commissioning and social work,18574498,637525,1021528,255961,20489512,503551,19985961,0,0,19985961
206,Islington,40,Total Children's Services Strategy,22678015,658337,1102965,312607,24751924,536075,24215849,0,0,24215849
206,Islington,41,Child Trust Fund Top Ups,0,0,0,0,0,0,0,,,
206,Islington,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
206,Islington,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,54284083,3264338,51019745,,,
206,Islington,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,54284083,3264338,51019745,,,
207,Kensington and Chelsea,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,2,Youth offender teams,1647572,4579,90800,0,1742951,0,1742951,92970,441832,1208149
207,Kensington and Chelsea,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,4,Total Youth Justice,1647572,4579,90800,0,1742951,0,1742951,92970,441832,1208149
207,Kensington and Chelsea,5,Residential care,2171264,422220,0,0,2593484,1212,2592272,0,0,2592272
207,Kensington and Chelsea,6,Fostering services,3181647,1946463,0,0,5128110,114058,5014052,639836,0,4374216
207,Kensington and Chelsea,7,Other children looked after services,0,437322,0,0,437322,0,437322,105509,0,331813
207,Kensington and Chelsea,8,Secure accommodation (welfare),0,14851,0,0,14851,0,14851,0,0,14851
207,Kensington and Chelsea,9,Short breaks (respite) for looked after children,0,0,776540,0,776540,0,776540,0,0,776540
207,Kensington and Chelsea,10,Children placed with family and friends,0,6487,0,0,6487,0,6487,0,0,6487
207,Kensington and Chelsea,11,Advocacy services for children looked after,96478,0,0,0,96478,0,96478,0,0,96478
207,Kensington and Chelsea,12,Education of looked after children,320786,0,0,0,320786,0,320786,0,0,320786
207,Kensington and Chelsea,13,Leaving care support services,983880,549546,0,0,1533426,18757,1514669,59830,0,1454839
207,Kensington and Chelsea,14,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,15,Unaccompanied asylum children: assessment and care management,486253,0,0,0,486253,166,486087,0,0,486087
207,Kensington and Chelsea,16,Unaccompanied asylum children: accommodation,356379,297051,0,0,653430,0,653430,247776,0,405654
207,Kensington and Chelsea,17,Total Children Looked After,7596687,3673940,776540,0,12047167,134193,11912974,1052951,0,10860023
207,Kensington and Chelsea,18,Child death processes,0,0,28637,0,28637,0,28637,0,0,28637
